,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,--,$0.59
1,2024-08-14,2024-06-30,--,$0.37
2,2024-06-11,2024-03-31,--,$0.21
3,2024-05-23,2023-12-31,--,$0.04
4,2023-11-09,2023-09-30,--,$0.24
5,2023-10-11,2023-06-30,--,$-0.15
6,2023-05-15,2023-03-31,--,$0.02
7,2023-04-17,2022-12-31,--,$0.00
8,2022-11-03,2022-09-30,--,$0.00
9,2022-08-11,2022-06-30,--,$0.17
10,2022-05-12,2022-03-31,--,$-0.02
11,2022-03-31,2021-12-31,--,$0.00
12,2021-11-09,2021-09-30,--,$0.30
13,2021-08-10,2021-06-30,--,$0.19
14,2021-05-11,2021-03-31,--,$0.55
15,2021-03-30,2020-12-31,--,$0.13
16,2020-11-10,2020-09-30,--,$0.30
17,2020-08-11,2020-06-30,--,$0.09
18,2020-05-14,2020-03-31,--,$-0.01
19,2020-03-26,2019-12-31,--,$0.15
20,2019-11-07,2019-09-30,--,$0.11
21,2019-08-08,2019-06-30,--,$0.05
22,2019-05-14,2019-03-31,--,$0.06
23,2019-03-26,2018-12-31,--,$0.18
24,2018-11-13,2018-09-30,--,$0.10
25,2018-08-02,2018-06-30,--,$0.14
26,2018-05-10,2018-03-31,--,$-0.08
27,2018-03-29,2017-12-31,--,$0.01
28,2017-11-14,2017-09-30,--,$0.15
29,2017-08-10,2017-06-30,--,$0.14
30,2017-05-12,2017-03-31,--,$0.17
31,2017-03-30,2016-12-31,--,$0.16
32,2016-11-14,2016-09-30,--,$0.34
33,2016-08-11,2016-06-30,--,$0.08
34,2016-05-12,2016-03-31,--,$-0.02
35,2016-03-28,2015-12-31,--,$0.03
36,2015-11-12,2015-09-30,--,$0.23
37,2015-08-14,2015-06-30,--,$0.05
38,2015-05-14,2015-03-31,--,$-0.11
39,2015-03-31,2014-12-31,--,$-0.12
