Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2344.20000,1911.80000,432.39990,314.20000,357.20000,75.19970,-22.20000,53.00000,19.30000,33.70000,33.70000,33.70000,128.39970,75.19970,229.30000,233.40000,0.15000,0.14000,1.18200,0.63770,1.81640,18.44550,3.20790,3.20790,2.26090,1.43760,0.31110,1.74470,51.58430,1.97890,-3.21070,0.44730,0.71700,7.42300,0.8438,0.8043
2024-06-30,2288.00000,1874.80000,413.20000,294.20000,342.80000,70.40020,-53.20000,17.20000,3.70000,13.50000,13.50000,13.50000,127.20010,70.40020,229.00000,231.50000,0.06000,0.06000,1.21390,0.64680,1.91730,18.05940,3.07690,3.07690,0.75170,0.59000,0.31160,1.69330,53.15040,0.82340,-1.23130,0.18380,0.29090,7.15340,0.1027,0.0525
2024-03-31,2184.80000,1832.50000,352.30000,296.00000,333.50000,18.80010,-45.30000,-26.50000,2.30000,-28.80000,-28.80000,-28.80000,74.80010,18.80010,227.90000,227.90000,-0.13000,-0.13000,1.12870,0.65350,1.96310,16.12510,0.86050,0.86050,-1.21290,-1.31820,0.29170,1.61560,55.70620,-1.77190,2.34110,-0.38450,-0.61390,7.09810,-0.54890,-0.59500
2023-12-31,2552.40000,2073.80000,478.60030,317.10000,368.60000,110.00000,-39.90000,70.10000,0.30000,69.80000,69.80000,69.80000,174.70000,110.00020,226.90000,226.90000,0.31000,0.31000,1.16940,0.64860,1.93480,18.75100,4.30970,4.30970,2.74640,2.73470,0.32830,1.66270,54.12910,4.15970,-5.77430,0.89790,1.46180,7.38290,0.8918,0.8201
2023-09-30,2286.00000,1882.10000,403.90000,300.90000,346.30000,57.60010,-74.90000,-17.30000,16.60000,-33.90000,-33.90000,-33.90000,118.80010,57.60010,227.20000,227.20000,-0.15000,-0.15000,1.18090,0.66540,2.06430,17.66840,2.51970,2.51970,-0.75680,-1.48290,0.30150,1.55160,58.00390,-2.15720,2.60030,-0.44710,-0.72180,6.91730,0.8283,0.7659
2023-06-30,2406.00000,1978.10000,427.90000,328.90000,371.60000,56.30010,-49.90000,6.40000,1.30000,5.10000,5.10000,5.10000,117.70000,56.30010,227.10000,227.10000,0.02000,0.02000,1.23610,0.66550,2.01180,17.78470,2.34000,2.34000,0.26600,0.21200,0.31490,1.62470,55.39530,0.31440,-0.39460,0.06680,0.10520,7.14130,-0.0701,-0.1166
2023-03-31,2249.30000,1907.60000,341.70010,315.90000,360.00000,-18.29980,-70.90000,-89.20000,-12.80000,-76.40000,-76.40000,-76.40000,45.30020,-18.29980,226.20000,226.20000,-0.34000,-0.34000,1.18220,0.67150,2.06500,15.19140,-0.81360,-0.81360,-3.96570,-3.39660,0.29510,1.62000,55.55730,-4.83700,5.67990,-1.00240,-1.58920,6.95670,-0.97920,-1.02340
2022-12-31,2647.00000,2162.60000,484.39990,334.80010,373.30100,111.09940,-22.30000,88.80000,59.00000,29.80000,29.80000,29.80000,177.39940,111.09940,225.40000,228.00000,0.13000,0.12000,1.15750,0.65900,1.96230,18.30000,4.19720,4.19720,3.35470,1.12580,0.33300,1.74400,51.60640,1.79290,-2.33200,0.37490,0.61140,7.36160,1.0708,1.0436
2022-09-30,2515.10000,2052.90000,462.20020,315.60000,350.10000,112.10010,-62.00000,50.10000,26.20000,23.90000,23.90000,23.90000,170.90010,112.10010,225.70000,227.50000,0.11000,0.11000,1.08110,0.67050,2.06440,18.37700,4.45710,4.45710,1.99200,0.95030,0.33000,1.85660,48.47640,1.51450,-1.80000,0.31360,0.49900,6.99030,0.2249,0.1634
2022-06-30,2612.60000,2077.50000,535.10010,317.50000,358.50000,176.60010,-53.60000,123.00000,25.80000,97.20000,97.20000,97.20000,242.10010,176.60010,225.60000,228.00000,0.43000,0.43000,1.19450,0.66940,2.05290,20.48150,6.75960,6.75960,4.70800,3.72040,0.33780,1.65800,54.28390,6.12710,-7.13130,1.25680,2.02560,7.02990,-0.3898,-0.441
