,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-24,2024-09-30,$0.76,$0.65
1,2024-07-25,2024-06-30,$0.71,$0.88
2,2024-04-25,2024-03-31,$0.65,$0.76
3,2024-01-25,2023-12-31,$0.71,$0.79
4,2023-10-24,2023-09-30,$0.63,$0.83
5,2023-07-25,2023-06-30,$0.60,$0.70
6,2023-04-27,2023-03-31,$0.60,$0.61
7,2023-01-26,2022-12-31,$0.72,$0.71
8,2022-10-25,2022-09-30,$0.58,$0.81
9,2022-07-26,2022-06-30,$0.56,$0.61
10,2022-04-26,2022-03-31,$0.50,$0.84
11,2022-01-27,2021-12-31,$0.64,$0.58
12,2021-10-26,2021-09-30,$0.62,$0.73
13,2021-07-29,2021-06-30,$0.70,$0.56
14,2021-04-27,2021-03-31,$0.57,$1.00
15,2021-01-28,2020-12-31,$0.62,$0.77
16,2020-10-27,2020-09-30,$0.48,$0.89
17,2020-07-28,2020-06-30,$0.22,$0.67
18,2020-04-30,2020-03-31,$0.35,$0.21
19,2020-01-23,2019-12-31,$0.57,$0.61
20,2019-10-24,2019-09-30,$0.50,$0.55
21,2019-07-25,2019-06-30,$0.48,$0.46
22,2019-04-22,2019-03-31,$0.46,$0.39
23,2019-01-29,2018-12-31,$0.48,$0.41
24,2018-10-25,2018-09-30,$0.45,$0.49
25,2018-07-26,2018-06-30,$0.39,$0.44
26,2018-04-23,2018-03-31,$0.36,$0.38
27,2018-01-30,2017-12-31,$0.32,$0.35
28,2017-10-26,2017-09-30,$0.32,$0.32
29,2017-07-27,2017-06-30,$0.29,$0.27
30,2017-04-24,2017-03-31,$0.28,$0.28
31,2017-01-26,2016-12-31,$0.27,$0.27
32,2016-10-27,2016-09-30,$0.26,$0.30
33,2016-07-28,2016-06-30,$0.26,$0.30
34,2016-04-25,2016-03-31,$0.21,$0.19
35,2016-01-25,2015-12-31,$0.22,$0.25
36,2015-10-29,2015-09-30,$0.23,$0.22
37,2015-07-27,2015-06-30,$0.21,$0.24
38,2015-04-20,2015-03-31,$0.15,$0.16
39,2015-01-23,2014-12-31,$0.18,$0.17
