Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,14.80000,0.36000,14.44000,6.37900,6.37900,8.06100,,8.06100,1.80400,6.25700,6.25700,6.25700,25.10570,25.10570,0.25000,0.25000,,55.82410,43.33100,0.00780,2.56420,2.68760,0.33950,2.56420,9.39290,-0.0045,-0.0078
2021-09-30,13.81600,0.38100,13.43500,11.66400,11.66400,1.77100,,1.77100,0.41400,1.35700,1.35700,1.35700,25.09300,25.09300,0.05000,0.05000,,13.43190,10.29200,0.00670,0.56740,0.58980,0.06900,0.56740,9.20570,0.23520,0.22840
2021-06-30,14.10000,0.39800,13.70200,12.32500,12.32500,1.37700,,-3.12300,0.43000,-3.55300,-3.55300,-3.55300,25.06760,25.06760,-0.15000,-0.15000,,-23.65550,-26.91260,0.00730,-1.49400,-1.55370,-0.19780,-1.49400,9.15470,0.2162,0.208
2021-03-31,15.02300,0.43800,14.58500,12.94800,12.94800,1.63700,,1.63700,0.29600,1.34100,1.34100,1.34100,25.06760,25.06760,0.05000,0.05000,,12.27600,10.05620,0.00750,0.58640,0.61110,0.07500,0.58640,8.80250,0.8563,0.8488
2020-12-31,15.96100,0.55900,15.40200,12.95300,12.95300,2.44900,,2.44900,0.55400,1.89500,1.89500,1.89500,25.05480,25.05480,0.08000,0.08000,,17.67980,13.68030,0.00880,0.83330,0.86880,0.12040,0.83330,8.75390,0.3108,0.3064
2020-09-30,14.59300,0.71500,13.87800,12.18100,12.18100,1.69700,,1.69700,0.30300,1.39400,1.39400,1.39400,25.04210,25.04210,0.06000,0.06000,,12.92660,10.61850,0.00810,0.61850,0.64530,0.08560,0.61850,8.67650,-0.08070,-0.07780
2020-06-30,15.35100,0.89200,14.45900,12.78500,12.78500,1.67400,,1.67400,0.19800,1.47600,1.47600,1.47600,25.01350,25.01350,0.07000,0.07000,,13.59980,11.99120,0.00810,0.65900,0.68810,0.09670,0.65900,8.62140,0.3769,0.3699
2020-03-31,15.95300,1.23500,14.71800,13.65800,13.65800,1.06000,,1.06000,0.21100,0.84900,0.84900,0.84900,25.01660,25.01660,0.03000,0.03000,0.08750,8.71140,6.97730,0.00810,0.37150,0.38770,0.05660,0.37150,8.79710,-0.7351,-0.7522
2019-12-31,19.34300,1.27700,18.06600,13.23100,13.23100,4.83500,,4.83500,0.98500,3.85000,3.85000,3.85000,24.99750,24.99750,0.15000,0.15000,0.04390,29.22160,23.26850,0.01190,1.68870,1.76320,0.27660,1.68870,8.77600,0.4758,0.4556
2019-09-30,18.55400,1.32700,17.22700,18.80100,18.80100,-1.57400,,-1.57400,-0.59700,-0.97700,-0.97700,-0.97700,24.98480,24.98480,-0.04000,-0.04000,,-9.44950,-5.86540,0.01150,-0.43660,-0.45640,-0.06740,-0.43660,8.61410,-0.03660,-0.05490
2019-06-30,18.09300,1.28800,16.80500,26.10600,26.10600,-9.30100,,-9.30100,-2.58800,-6.71300,-6.71300,-6.71300,,,,0.00000,,-2138.17800,-1543.23000,0.00030,-5.44630,-5.91750,-0.45720,-5.44630,,0,0
2019-03-31,17.57100,1.13900,16.43200,10.21600,10.21600,6.21600,,6.21600,1.43700,4.77900,4.77900,4.77900,,,,0.00000,,39.18800,30.12860,0.01140,3.62700,3.92190,0.34490,3.62700,,0,0
2018-12-31,16.40500,1.05200,15.35300,9.88800,9.88800,5.46500,,5.46500,0.66500,4.80000,4.80000,4.80000,,,,0.00000,,37.14400,32.62420,,,,,,,0,0
2018-09-30,16.49700,1.00100,15.49600,9.83000,9.83000,5.66600,,5.66600,1.22300,4.44300,4.44300,4.44300,,,,0.00000,,37.96060,29.76690,,,,,,,0.00000,
2018-06-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
2018-03-31,14.93300,0.79400,14.13900,9.67300,9.67300,4.46600,,4.46600,1.05000,3.41600,3.41600,3.41600,,,,0.00000,,32.62470,24.95430,,,,,,,0,0
2017-06-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
