Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.49700,6.48200,22.01500,13.81900,13.81900,8.19600,,8.19600,1.88800,6.30800,6.30800,6.30800,25.08190,25.15070,0.25000,0.25000,,35.81390,27.56390,0.01140,2.07640,2.17450,0.31310,2.07640,11.61900,0.07600,0.07870
2024-06-30,27.24600,6.36100,20.88500,15.85500,15.85500,5.03000,,5.03000,1.10000,3.93000,3.93000,3.93000,25.19390,25.22310,0.15000,0.15000,,24.98140,19.51830,0.01060,1.32530,1.39020,0.20730,1.32530,11.29160,0.3583,0.3504
2024-03-31,27.34900,5.78400,21.56500,15.50900,15.50900,6.05600,,6.05600,1.33700,4.71900,4.71900,4.71900,25.22030,25.22030,0.19000,0.19000,,28.18710,21.96420,0.01080,1.63310,1.71600,0.23810,1.63310,11.12310,0.1309,0.1268
2023-12-31,26.32100,5.39200,20.92900,16.91500,16.91500,4.01400,,4.01400,0.82200,3.19200,3.19200,3.19200,25.20760,25.20760,0.13000,0.13000,,20.26350,16.11390,0.01070,1.12480,1.18350,0.17230,1.12480,10.92450,-0.0376,-0.044
2023-09-30,23.73000,4.26600,19.46400,15.15500,15.15500,4.30900,,4.30900,0.89000,3.41900,3.41900,3.41900,25.19480,25.19480,0.14000,0.14000,,23.02550,18.26970,0.00950,1.25800,1.32760,0.17410,1.25800,10.46160,0.49380,0.47900
2023-06-30,22.23000,2.86700,19.36300,13.36200,13.36200,6.00100,,5.72100,1.21400,4.50700,4.50700,4.50700,25.16940,25.16940,0.17000,0.17000,,29.97960,23.61790,0.01030,1.68990,1.76190,0.24280,1.68990,10.26640,0.5384,0.5272
2023-03-31,22.02900,1.26300,20.76600,13.09800,13.09800,7.66800,,7.66800,1.64400,6.02400,6.02400,6.02400,25.16940,25.16940,0.24000,0.24000,,36.92570,29.00900,0.01110,2.31810,2.42050,0.32310,2.31810,10.00330,0.0938,0.0902
2022-12-31,21.92500,0.84400,21.08100,13.10600,13.10600,7.97500,,7.97500,1.79200,6.18300,6.18300,6.18300,25.15670,25.15670,0.25000,0.25000,,37.12580,28.78360,0.01170,2.47590,2.59090,0.33700,2.47590,9.61310,0.0943,0.0938
2022-09-30,18.99700,0.51800,18.47900,11.98800,11.98800,6.49100,,6.49100,1.25700,5.23400,5.23400,5.23400,25.14390,25.14390,0.21000,0.21000,,35.35600,28.50920,0.00890,2.16540,2.27050,0.25290,2.16540,9.30440,0.31720,0.31460
2022-06-30,15.44200,0.38400,15.05800,12.00800,12.00800,3.05000,,3.05000,0.68700,2.36300,2.36300,2.36300,25.13120,25.13120,0.10000,0.10000,,19.23320,14.90100,0.00810,0.97390,1.02150,0.12030,0.97390,9.33970,0.8511,0.846
2022-03-31,13.85800,0.33900,13.51900,11.86300,11.86300,1.65600,-1.20000,0.45600,0.15400,0.30200,0.30200,0.30200,25.11850,25.11850,0.01000,0.01000,,3.37300,2.23390,0.00680,0.12740,0.13380,0.01530,0.12740,9.12640,0.9064,0.938
