Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,
2024-06-30,4518.67200,,4518.67200,6798.47000,,-3171.47100,-3881.14700,5303.73200,1559.35100,3744.38100,3744.38100,,3453.61800,16035.00000,16035.00000,0.21540,0.21540,,,31.42950,20.46590,0.00880,3.35460,4.12510,0.19470,3.35460,7.20390,-0.8264,-0.8756
2024-03-31,35073.54000,18739.18000,16334.36000,6916.99500,7815.95000,8518.40400,-3542.64000,4975.76300,1593.80800,3381.95600,3381.95600,,2918.36200,15770.53000,15843.79000,0.18460,0.18460,,,30.46200,17.86640,0.00840,2.96600,3.65980,0.17310,2.96600,7.20510,-3.21470,-3.28280
2023-12-31,91936.46000,52609.47000,39326.99000,6717.50400,7556.15000,31770.84000,-3867.44600,4217.26800,773.79520,3443.47300,3443.47400,,2748.88800,16172.08000,16172.08000,0.18730,0.18410,0.80900,5.21850,26.96310,17.57500,0.00800,3.05220,3.77100,0.17700,0.58290,6.97100,0.5752,0.4706
2023-09-30,3963.95200,,3963.95200,6898.27900,,-3803.95900,-3566.68700,4840.11500,1383.35600,3456.75800,3456.75800,,3158.53700,17073.17000,17073.17000,0.18500,0.18500,,1.39930,29.92400,19.52760,0.00820,3.08660,3.81450,0.17480,3.08660,6.91990,0.5378,0.4784
2023-06-30,3886.18600,,3886.18600,6550.03300,,-3554.70400,-3277.74200,4642.92300,1432.78600,3210.13800,3210.13800,,2911.36800,16684.06000,16684.06000,0.17450,0.17450,,1.32190,30.22430,18.95230,0.00790,2.88500,3.56780,0.16530,2.88500,6.87520,0.336,0.2679
2023-03-31,29455.17000,14483.39000,14971.78000,6444.69300,7291.60000,7680.17800,-3566.90800,4113.26900,1037.97800,3075.29100,3075.29100,,2636.27100,16386.77000,16451.16000,0.16100,0.16100,,,27.47350,17.60830,0.00800,2.87970,3.55410,0.16380,2.87970,6.49040,-1.11340,-1.17390
2022-12-31,63011.52000,28827.37000,34184.14000,6275.98400,7046.86000,27137.28000,-3317.89600,3528.64700,952.14220,2576.50600,2576.50500,,1767.34600,16848.35000,16903.66000,0.13340,0.13230,0.81490,5.45710,25.39800,12.72080,0.00760,2.50590,3.09780,0.14100,0.46390,6.12200,-0.7105,-0.7983
2022-09-30,3453.68900,,3453.68900,5784.35000,,-3129.37000,-3120.30500,3873.69100,1172.38100,2701.31000,2701.31000,,2439.43800,17677.09000,17677.09000,0.13800,0.13800,0.83490,6.07840,28.53120,17.96740,0.00740,2.70060,3.33070,0.14770,0.44580,5.95600,2.0028,1.9559
2022-06-30,3463.97100,,3463.97100,6024.43600,,-3345.84500,-2837.15700,3984.36500,1140.82200,2843.54200,2843.54200,,2501.93400,17946.59000,18084.09000,0.13940,0.13840,,1.17390,29.22950,18.35430,0.00740,2.74160,3.37750,0.15510,2.74160,6.17580,1.0213,0.9861
2022-03-31,19550.97000,5742.29700,13808.67000,5916.23800,6706.26300,7102.40200,-2421.70800,4680.69600,1461.10400,3219.59200,3219.59200,,2853.75500,17049.49000,17098.38000,0.15710,0.15710,,,33.89680,20.66640,0.00740,2.88700,3.50190,0.17220,2.88700,6.43130,-0.58670,-0.63540
