,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,--,$3.35
1,2024-07-31,2024-06-30,--,$2.88
2,2024-05-08,2024-03-31,--,$3.00
3,2024-02-29,2023-12-31,--,$2.27
4,2023-10-31,2023-09-30,--,$2.85
5,2023-08-03,2023-06-30,--,$2.35
6,2023-05-10,2023-03-31,--,$2.81
7,2023-02-23,2022-12-31,--,$2.99
8,2022-10-26,2022-09-30,--,$3.55
9,2022-07-28,2022-06-30,--,$3.77
10,2022-04-26,2022-03-31,--,$4.16
11,2022-02-25,2021-12-31,--,$5.67
12,2021-10-26,2021-09-30,--,$6.41
13,2021-07-28,2021-06-30,--,$4.44
14,2021-04-27,2021-03-31,--,$3.87
15,2021-02-25,2020-12-31,--,$3.09
16,2020-10-27,2020-09-30,--,$2.73
17,2020-08-05,2020-06-30,--,$2.40
18,2020-04-27,2020-03-31,--,$2.71
19,2020-02-27,2019-12-31,--,$3.99
20,2019-10-29,2019-09-30,--,$2.83
21,2019-07-31,2019-06-30,--,$2.87
22,2019-05-01,2019-03-31,--,$2.88
23,2019-02-21,2018-12-31,--,$2.78
24,2018-10-30,2018-09-30,--,$3.76
25,2018-08-01,2018-06-30,--,$3.57
26,2018-05-02,2018-03-31,--,$3.72
27,2018-02-22,2017-12-31,--,$3.43
28,2017-10-26,2017-09-30,--,$3.67
29,2017-07-26,2017-06-30,--,$3.66
30,2017-04-26,2017-03-31,--,$3.71
31,2017-02-23,2016-12-31,--,$3.99
32,2016-10-26,2016-09-30,--,$3.93
33,2016-07-27,2016-06-30,--,$2.84
34,2016-04-27,2016-03-31,--,$2.73
35,2016-02-25,2015-12-31,--,$3.43
36,2015-10-28,2015-09-30,--,$1.99
37,2015-07-28,2015-06-30,--,$2.73
38,2015-04-29,2015-03-31,--,$2.89
39,2015-02-27,2014-12-31,--,$3.81
