Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11.39200,3.07100,-14.46300,4.52600,-9.93700,-9.93700,-9.93700,-9.93700,-14.39300,-14.46300,40.41800,40.41800,-0.25000,-0.25000,2.11180,-68.61620,-68.61620,-36.03100,-68.61620,0.35490,-0.1666,-0.1666
2024-06-30,11.57700,3.10100,-14.67800,7.63700,-7.04100,-7.04100,-7.04100,-7.04100,-14.61100,-14.67800,40.06300,40.06300,-0.18000,-0.18000,3.07230,-30.60110,-30.60110,-20.48650,-30.60110,0.57360,-0.1158,-0.1159
2024-03-31,10.55300,3.54900,-14.10200,4.95100,-9.15100,-9.15100,-9.15100,-9.15100,-14.04400,-14.10200,33.73500,33.73500,-0.27000,-0.27000,3.99540,-31.70830,-31.70830,-23.55410,-31.70830,0.72180,-0.21470,-0.21470
2023-12-31,11.60000,3.58900,-15.18900,7.04800,-8.14100,-8.14100,-8.14100,-8.14100,-15.12300,-15.18900,30.02900,30.02900,-0.27000,-0.27000,3.36530,-33.26390,-33.26390,-23.15220,-33.26390,0.76090,-0.1856,-0.1866
2023-09-30,11.66900,3.07600,-14.74500,7.99600,-6.74900,-6.74900,-6.74900,-6.74900,-14.68000,-14.74500,30.36600,30.36600,-0.22000,-0.22000,4.37960,-23.33200,-23.33200,-17.40690,-23.33200,0.95100,-0.1317,-0.1336
2023-06-30,8.49700,3.32000,-11.81700,7.09100,-4.72600,-4.72600,-4.72600,-4.72600,-11.75600,-11.81700,29.61500,29.61500,-0.16000,-0.16000,5.25030,-13.74400,-13.74400,-10.75070,-13.74400,1.13530,-0.1231,-0.1237
2023-03-31,5.43000,3.54300,-8.97300,2.80100,-6.17200,-6.17200,-6.17200,-6.17200,-8.91300,-8.97300,29.09500,29.09500,-0.21000,-0.21000,5.73360,-17.24840,-17.24840,-13.51640,-17.24840,1.22220,-0.09300,-0.09440
2022-12-31,6.44000,2.86000,-9.30000,4.11800,-5.18200,-5.18200,-5.18200,-5.18200,-9.24000,-9.30000,23.64000,23.64000,-0.20000,-0.20000,6.11250,-12.87490,-12.87490,-10.27670,-12.87490,1.38830,-0.4214,-0.4216
2022-09-30,8.26800,4.35700,-12.62500,6.00000,-6.62500,-6.62500,-6.62500,-6.62500,-12.56500,-12.62500,23.02400,23.02400,-0.29000,-0.29000,4.20370,-16.84890,-16.84890,-12.37000,-16.84890,1.64050,0.0067,0.0058
2022-06-30,9.09800,3.11500,-12.21300,6.33600,-5.87700,-5.75200,-5.75200,-5.75200,-12.15400,-12.21300,22.59500,22.59500,-0.25000,-0.25000,7.44250,-13.10280,-13.10280,-10.89150,-13.10280,1.94260,-0.2361,-0.2362
2022-03-31,6.51800,2.89500,-9.41300,5.70000,-3.71300,-3.83800,-3.83800,-3.83800,-9.35700,-9.41300,22.42700,22.42700,-0.17000,-0.17000,7.38260,-7.87440,-7.87440,-6.53880,-7.87440,2.15860,-0.13320,-0.13920
2021-12-31,5.57300,6.23500,-11.80800,4.46900,-7.33900,-7.33900,-7.33900,-7.54500,-11.78500,-11.80800,5.19100,5.19100,11.40000,11.40000,7.50150,-14.31360,-14.31360,-12.41020,-14.31360,2.30650,5.3985,5.3933
2021-09-30,3.67500,1.54800,-5.22300,2.11300,-3.11000,-3.11000,-3.11000,-4.96900,-5.20000,-5.22300,0.61200,0.61200,-8.12000,-8.12000,2.26690,3.58630,158.91670,-23.22800,158.91670,-3.17690,-3.2616,-3.2616
2021-06-30,4.89400,1.09000,-5.98400,4.49400,-1.49000,-1.49000,-1.49000,-2.82900,-5.85900,-5.98400,0.59300,0.59300,-4.77000,-4.77000,,,,,,,-1.4328,-1.4328
2021-03-31,4.43000,1.15300,-5.58300,5.80600,0.22300,0.22300,0.22300,-0.90500,-5.27800,-5.58300,0.55000,0.55000,-1.64000,-1.64000,,,,,,,-1.40360,-1.40360
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,5.4991,5.5177
2020-09-30,3.39900,1.06200,-4.46100,2.67000,-1.79100,-1.79100,-1.79100,-2.85500,-4.46100,-4.46100,0.53700,0.53700,-5.31000,-5.31000,,,,,,,-5.4991,-5.5177
