Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,38.10210,3.57480,6.97380,-34.85340,-27.36880,-62.22220,-62.22220,-62.22220,-62.22220,-32.84610,-34.85340,106.72700,106.72700,-0.58640,-0.58640,1.86610,,,-93.89950,-93.89950,-37.38530,-93.89950,0.61720,-0.232,-0.2533
2024-06-30,19.91890,1.71350,-3.48180,-25.27490,-0.28860,-25.56350,-25.56350,-25.56350,-25.56350,-24.06990,-25.27490,91.79600,91.79600,-0.27770,-0.27770,2.87570,,,-20.56470,-20.56470,-14.08220,-20.56470,1.16830,-0.1689,-0.1816
2024-03-31,14.86080,3.54270,-2.22320,-20.79570,0.47070,-20.32500,-20.32500,-20.32500,-20.32500,-20.23820,-20.79570,90.31700,90.31700,-0.22240,-0.22240,3.10770,0.19100,0.23600,-27.01490,-27.01490,-16.36090,-21.85620,0.83260,-0.19060,-0.21080
2023-12-31,20.51170,3.66290,-0.59950,-24.90560,0.22540,-24.68010,-24.20310,-24.20310,-24.20310,-24.29250,-24.90560,84.35300,84.35300,-0.27910,-0.27910,3.86380,0.15460,0.18290,-26.23480,-26.23480,-16.75570,-22.17880,1.02170,-0.3443,0.0647
2023-09-30,28.44810,2.98790,1.04270,-30.44700,0.78780,-29.65920,-29.65920,-29.65920,-29.65920,-30.03630,-30.44700,88.20390,88.20390,-0.33540,-0.33540,1.34890,,,-28.34340,-28.34340,-21.55190,-28.34340,1.18370,-0.1583,-0.2639
2023-06-30,10.91680,3.04590,-0.66420,-14.67960,0.18600,-14.49370,-14.49370,-14.49370,-14.49370,-14.29800,-14.67960,82.19800,82.19800,-0.17850,-0.17850,4.86510,,,-10.98820,-10.98820,-9.59190,-10.98820,1.49610,-0.1239,-0.1369
2023-03-31,8.16960,2.90430,-1.15910,-12.28550,-0.09090,-12.37640,-12.37640,-12.37640,-12.37640,-11.91300,-12.28550,77.87000,77.87000,-0.16260,-0.16260,1.81820,,,-13.50170,-13.50170,-11.07090,-13.50170,1.17450,-0.16910,-0.17060
2022-12-31,14.48070,3.35760,-1.43840,-19.33140,7.35440,-11.97710,-11.97710,-11.97710,-11.97710,-18.87980,-19.33140,70.34850,70.34850,-0.14420,-0.14420,2.40000,,,-11.34680,-11.34680,-9.26940,-11.34680,1.35930,-0.3079,-0.3182
2022-09-30,22.20830,2.98050,2.94680,-22.29640,0.24670,-22.04970,-22.04970,-22.04970,-22.04970,-22.00640,-22.29640,70.22700,70.22700,-0.31410,-0.31410,2.43540,,,-21.60640,-21.60640,-18.12080,-21.60640,1.35170,-0.2456,-0.2468
2022-06-30,17.97610,2.59210,2.01880,-18.60180,-0.73060,-19.33240,-19.33240,-19.33240,-19.33240,-18.33540,-18.60180,69.06000,69.06000,-0.28190,-0.28190,2.23020,,,-19.41760,-19.41760,-16.33520,-19.41760,1.42650,-0.2806,-0.2834
2022-03-31,15.79520,1.49630,0.87650,-16.47580,1.46080,-15.01500,-15.01500,-15.01500,-15.01500,-16.01310,-16.47580,65.81800,65.81800,-0.22900,-0.22900,2.78700,,,-13.66770,-13.66770,-11.30310,-13.66770,1.59920,-0.18690,-0.18870
2021-12-31,24.15480,2.60750,0.93670,-25.88310,-0.17000,-26.05300,-26.05300,-26.05300,-26.05300,-24.47230,-25.88310,59.81900,59.81900,-0.68970,-0.68970,2.13000,,,-26.42840,-26.42840,-21.07100,-26.42840,1.50750,-0.5521,-0.6454
2021-09-30,19.29680,1.96850,-0.45280,-21.77130,-1.20190,-22.97330,-22.97330,-22.97330,-22.97330,-21.72170,-21.77130,62.55300,62.55300,-0.36540,-0.36540,2.49330,,,-23.01170,-23.01170,-19.10790,-23.01170,1.57850,-0.1986,-0.1989
2021-06-30,19.22820,6.14070,2.32050,-23.11430,1.95820,-21.15620,-21.15620,-21.15620,-21.15620,-23.04560,-23.11430,56.16330,56.16330,-0.37450,-0.37450,4.05930,,,-18.26910,-18.26910,-15.92540,-18.26910,1.86500,-0.759,-0.8149
2021-03-31,23.05620,1.32600,1.28250,-23.17840,-0.44580,-23.62430,-23.62430,-23.62430,-23.62430,-23.09980,-23.17840,168.29100,168.29100,-0.14220,-0.14220,1.25640,,,-30.73970,-30.73970,-22.88220,-30.73970,0.34730,-0.14980,-0.15860
2020-12-31,,,,,,,,-27.80300,-27.80300,,,172.52800,172.52800,-0.16000,-0.16000,1.86000,,,-34.18500,-34.18460,-27.02080,-34.18460,,-0.2872,-0.2802
