,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-01,2024-09-30,$0.64,$0.68
1,2024-07-31,2024-06-30,$0.72,$0.77
2,2024-05-10,2024-03-31,$0.60,$0.63
3,2024-02-07,2023-12-31,$0.62,$0.68
4,2023-11-01,2023-09-30,$0.61,$0.46
5,2023-07-28,2023-06-30,$0.50,$0.56
6,2023-05-15,2023-03-31,$0.38,$0.38
7,2023-02-08,2022-12-31,$0.70,$0.61
8,2022-11-02,2022-09-30,$0.87,$0.88
9,2022-07-28,2022-06-30,$0.87,$0.95
10,2022-05-05,2022-03-31,$0.82,$0.84
11,2022-03-09,2021-12-31,$0.86,$0.91
12,2021-10-27,2021-09-30,$0.66,$0.66
13,2021-07-28,2021-06-30,$0.47,$0.47
14,2021-06-01,2021-03-31,$0.30,$0.31
15,2021-02-01,2020-12-31,$0.27,$0.27
16,2020-10-27,2020-09-30,$0.23,$0.22
17,2020-07-27,2020-06-30,$0.24,$0.26
18,2020-04-29,2020-03-31,$0.26,$0.27
19,2020-01-28,2019-12-31,$0.28,$0.32
20,2019-10-23,2019-09-30,$0.19,$0.26
21,2019-07-24,2019-06-30,$0.13,$0.23
22,2019-04-22,2019-03-31,$0.09,$0.12
23,2019-01-23,2018-12-31,$0.11,$0.12
24,2018-10-24,2018-09-30,$0.11,$0.09
25,2018-07-24,2018-06-30,$0.09,$0.10
26,2018-05-01,2018-03-31,$0.12,$0.12
27,2018-01-23,2017-12-31,$0.15,$0.17
28,2017-10-24,2017-09-30,$0.15,$0.16
29,2017-07-25,2017-06-30,$0.20,$0.21
30,2017-04-27,2017-03-31,$0.21,$0.23
31,2017-01-26,2016-12-31,$0.24,$0.28
32,2016-10-24,2016-09-30,$0.35,$0.37
33,2016-07-27,2016-06-30,$0.41,$0.42
34,2016-04-20,2016-03-31,$0.42,$0.45
35,2016-01-27,2015-12-31,$0.39,$0.44
36,2015-10-21,2015-09-30,$0.39,$0.46
37,2015-07-21,2015-06-30,$0.39,$0.46
38,2015-04-28,2015-03-31,$0.31,$0.38
39,2015-02-04,2014-12-31,$0.37,$0.41
