Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,
2020-12-31,680.22130,540.41640,139.80490,67.75980,-6.40050,74.16030,65.64460,-7.15110,58.49330,86.32720,-27.83390,-27.83390,-38.64590,65.64460,65.64450,5.37800,5.37800,-7.40000,-7.40000,0.60960,2.93330,9.65050,9.65050,8.59920,-5.68140,0.08870,-2.71310,-2.71310,-0.36290,-1.05920,191.87950,62.6199,79.6723
2020-09-30,655.41200,550.07400,105.33800,57.90800,82.80600,-24.89800,130.23600,-19.77700,110.45900,80.91000,29.54900,29.54900,23.36800,130.23600,130.23600,5.35880,5.35910,4.60000,4.60000,0.73040,4.31550,19.87090,19.87090,16.85340,3.56540,0.09040,3.77880,3.77880,0.40760,1.01860,,0,0
2020-06-30,284.36100,265.14300,19.21800,51.37700,,51.37700,-32.15900,-24.92100,-57.08000,-27.02100,-30.05900,-30.05900,-26.24000,-32.15900,-32.15900,5.36390,5.36390,-4.90000,-4.90000,0.71810,4.32100,-11.30920,-11.30920,-20.07310,-9.22770,0.03990,-4.31790,-4.31790,-0.42170,-1.21710,,0,0
2020-03-31,125.76900,97.66300,28.10600,44.01800,,44.01800,-15.91200,-28.38500,-44.29700,-5.15700,-39.14000,-39.14000,-39.52300,-15.91200,-15.91200,5.39040,5.39040,-7.30000,-7.30000,0.69040,4.21580,-12.65180,-12.65180,-35.22090,-31.42510,0.01760,-5.42870,-5.42870,-0.54780,-1.68090,,0.00000,
2019-12-31,906.70290,760.16130,146.54160,73.79860,,73.79840,72.74320,7.22120,79.96420,40.39240,39.57180,39.57180,33.93750,72.74320,72.74300,5.67410,5.70510,6.10000,6.10000,0.68510,4.05980,8.02280,8.02280,8.81920,3.74300,0.12220,4.99670,4.99670,0.53320,1.57360,148.12250,47.7221,46.9511
2019-09-30,497.63800,374.13400,123.50400,57.62300,,57.62300,65.88100,-30.18300,35.69800,30.25600,5.44200,5.44200,4.14400,65.88100,65.88100,5.63290,5.66240,0.70000,0.70000,0.75730,4.54230,13.23870,13.23870,7.17350,0.83270,0.07000,0.76690,0.76690,0.07660,0.18620,,0,0
2019-06-30,609.43900,450.22400,159.21500,62.97600,,62.97600,96.23900,-31.79300,64.44600,44.62100,19.82500,19.82500,10.65400,96.23900,96.23900,5.70030,5.73710,1.90000,1.90000,0.75940,4.80550,15.79140,15.79140,10.57460,1.74820,0.07790,2.63110,2.63110,0.25340,0.63310,,0,0
2019-03-31,468.85300,337.80400,131.04900,56.05000,,56.05000,74.99900,-21.60000,53.39900,35.20900,18.19000,18.19000,19.60900,74.99900,74.99900,5.89110,5.93250,3.30000,3.30000,0.68760,4.60910,15.99630,15.99630,11.38930,4.18230,0.05900,2.36640,2.36640,0.22880,0.73930,,0.00000,
2018-12-31,1092.16200,773.94310,318.21920,105.56280,,105.56280,212.65640,-37.69820,174.95830,70.84430,104.11400,104.11400,70.10460,212.65640,212.65640,6.35650,6.45700,10.80000,10.90000,0.70320,4.63850,19.47110,19.47110,16.01940,6.41890,0.13590,13.96290,13.96290,1.29600,4.14350,124.47540,-3.5468,-4.91
2018-09-30,595.46000,446.28400,149.17600,47.69600,,47.69600,101.48000,-31.21000,70.27000,46.41500,23.85500,23.85500,20.12600,101.48000,101.48000,6.37340,6.44720,3.20000,3.10000,0.73250,6.23110,17.04230,17.04230,11.80100,3.37990,0.06740,3.62770,3.62770,0.26990,0.97030,,34.8451,35.2363
2018-06-30,355.83200,246.45200,109.38000,47.02300,,47.02300,62.35700,-44.60800,17.74900,27.04600,-9.29700,-9.29700,-6.79100,62.35700,62.35700,6.48030,6.58770,-1.00000,-1.00000,0.71920,5.29270,17.52430,17.52430,4.98800,-1.90850,0.04350,-1.36730,-1.36730,-0.11360,-0.38400,105.54810,-34.8451,-35.2363
2018-03-31,174.09700,135.39400,38.70300,39.76600,,39.76600,-1.06300,-11.51500,-12.57800,0.14200,-12.72000,-12.72000,-10.40500,-1.06300,-1.06300,6.48210,6.58050,-1.60000,-1.60000,0.69120,5.43270,-0.61060,-0.61060,-7.22470,-5.97660,0.02120,-1.80450,-1.80450,-0.15480,-0.55720,,0.00000,
2017-12-31,725.65520,545.35800,180.29710,78.19350,,78.19360,102.10350,-16.49120,85.61250,50.22510,35.38740,35.38740,33.01260,102.10350,102.10370,6.43530,6.58030,5.00000,4.90000,0.57530,3.14820,14.07050,14.07060,11.79800,4.54930,0.11370,3.34790,3.34790,0.55430,1.42190,163.14450,21.232,20.4509
2017-09-30,482.37300,373.53200,108.84100,50.97500,,50.97500,57.86600,-18.97100,38.89500,22.36600,16.52900,16.52900,14.07600,57.86600,57.86600,6.43330,6.53470,2.20000,2.20000,0.51950,2.48290,11.99610,11.99610,8.06330,2.91810,0.09630,1.63560,1.63560,0.32990,0.78580,,19.7714,20.1546
2017-06-30,488.16500,380.24200,107.92300,47.89500,,47.89500,60.02800,-13.35000,46.67800,25.90100,20.77700,20.77700,9.07900,60.02800,60.02800,6.43240,6.56220,1.40000,1.40000,0.60880,2.80090,12.29670,12.29670,9.56190,1.85980,0.09950,2.18350,2.18350,0.42340,0.85420,,-19.7714,-20.1546
2017-03-31,280.71400,218.14700,62.56700,35.50500,,35.50500,27.06200,-5.01900,22.04300,14.62500,7.41800,7.41800,7.46000,27.06200,27.06200,6.39950,6.49440,1.20000,1.10000,0.64070,2.54940,9.64040,9.64040,7.85250,2.65750,0.06420,0.80610,0.80610,0.16970,0.28970,,0.00000,
2016-12-31,505.33970,378.50730,126.83240,52.28540,,52.28550,74.54690,-19.09640,55.45060,38.73390,16.71670,16.71670,12.12860,74.54690,74.54680,6.66310,6.88270,1.80000,1.70000,0.57300,2.30630,14.75190,14.75180,10.97290,2.40010,0.11980,1.82470,1.82470,0.39620,0.77910,141.40330,-23.2296,-23.5464
2016-09-30,444.27800,339.32200,104.95600,53.81700,,53.81700,51.13900,-2.61100,48.52800,20.48100,28.04700,28.04700,28.20400,51.13900,51.13900,6.61210,6.93290,4.30000,4.10000,0.56570,2.39950,11.51060,11.51060,10.92290,6.34830,0.10210,2.95000,2.95000,0.64470,1.28130,,-2417.514,-2429.772
2016-06-30,376.62300,299.31700,77.30600,40.99800,,40.99800,36.30800,3.45600,39.76400,11.96000,27.80400,27.80400,26.52600,4357.68800,36.30800,6.60050,6.81640,4.00000,3.90000,0.50810,2.14470,9.64040,9.64040,10.55800,7.04310,0.10000,2.98390,2.98390,0.73860,1.46760,,2417.514,2429.772
2016-03-31,235.38400,186.49000,48.89400,31.52900,,31.52900,17.36500,4.60300,21.96800,15.07300,6.89500,6.89500,6.11900,17.36500,17.36500,6.86130,7.13450,0.90000,0.90000,0.51350,2.29730,7.37730,7.37730,9.33280,2.59960,0.05940,0.73580,0.87970,0.17410,0.35790,,0.00000,
2015-12-31,413.58600,332.20400,81.38200,55.19500,0.00000,55.19500,26.18700,2.90800,29.13300,10.02100,19.11200,19.11600,19.11600,37.31700,26.18700,7.01260,7.28380,2.70000,2.60000,0.49910,1.86930,6.33170,6.33170,7.04400,4.62200,0.11650,2.04240,2.04240,0.53860,1.02310,131.08200,-0.6226,-0.6226
2015-09-30,308.95400,226.28800,82.66600,48.83600,,48.83600,33.83000,2.61700,36.44700,13.75600,22.69100,22.69100,22.69100,29.76000,33.83000,7.34340,7.34990,3.10000,3.10000,0.46290,1.90240,10.94990,10.94990,11.79690,7.34450,0.08670,2.40340,2.40330,0.63700,1.29090,,30.0292,30.0278
2015-06-30,275.06600,214.12000,60.94600,35.77000,0.00000,35.77000,25.17600,3.11000,28.28000,8.11000,20.17000,20.18100,20.18100,25.17600,25.17600,7.35220,7.37250,2.70000,2.70000,0.45910,1.76410,9.15270,9.15270,10.28120,7.33680,0.07800,2.06380,2.06380,0.57200,1.11640,,-30.0292,-30.0278
2015-03-31,166.71800,118.73000,47.98800,27.66000,,27.66000,20.32800,4.83000,25.14000,20.63000,4.51000,4.49300,4.49300,20.32800,20.32800,7.35130,7.35790,0.60000,0.60000,0.46380,1.75800,12.19310,12.19310,15.07940,2.69500,0.04890,0.46830,0.46830,0.13170,0.25110,,0.00000,
2014-12-31,362.90000,266.83000,96.07000,53.10000,0.00000,53.10000,42.97000,-6.47000,36.54000,12.68000,23.86000,25.36900,25.36900,42.97000,42.97000,7.44460,7.45230,3.40000,3.40000,0.39550,1.55680,11.84070,11.84070,10.06890,6.99060,0.11230,2.64090,2.64090,0.78500,1.59640,,-118.6627,-119.4584
2014-09-30,163.61200,120.15000,43.46200,32.13000,,32.13000,11.33200,-1.05000,10.27000,2.50000,7.77000,7.77300,7.77300,11.33200,11.33200,7.53250,8.81650,1.00000,1.00000,0.47880,1.48740,6.92610,6.92610,6.27700,4.75090,0.05480,0.82910,0.82910,0.26040,0.43210,,0,0
2014-06-30,166.82400,123.56000,43.26400,35.61000,,35.61000,7.65400,-3.15000,4.48000,-2.34000,6.82000,6.83200,6.83200,7.65400,7.65400,7.63430,8.92720,0.90000,0.80000,0.43080,1.38940,4.58810,4.58810,2.68550,4.09530,0.05770,0.72270,0.72270,0.23640,0.41140,,0,0
2014-03-31,226.41200,167.04000,59.37200,24.27000,,24.27000,35.10200,-7.33000,27.76000,17.71000,10.05000,10.05000,10.05000,35.10200,35.10200,7.78010,9.08100,1.30000,1.20000,0.39020,1.00920,15.50360,15.50360,12.26080,4.43880,0.09160,1.06770,1.06770,0.40640,0.65100,,0.00000,
2013-12-31,289.16000,194.24000,94.92000,35.10000,0.00000,35.10000,59.82000,-1.90000,57.93000,26.30000,31.63000,25.98600,25.98600,59.82000,59.82000,7.76160,9.10970,3.30000,2.90000,0.37420,0.85420,20.68750,20.68750,20.03390,8.98670,0.12140,2.72780,2.72780,1.09090,1.70690,,-23.4168,-23.7077
2013-09-30,240.66500,162.15000,78.51500,23.03000,,23.03000,55.48500,-1.52000,53.96000,25.21000,28.75000,28.74800,28.74800,55.48500,55.48500,7.13600,7.34800,4.00000,3.90000,0.26730,0.56230,23.05490,23.05490,22.42120,11.94520,0.12320,3.13500,3.13490,1.47200,2.29700,,0,0
2013-06-30,198.48400,128.59000,69.89400,14.73000,,14.73000,55.16400,-1.97000,53.18000,13.82000,39.36000,39.36200,39.36200,55.16400,55.16400,7.12560,7.22420,5.50000,5.40000,0.08940,0.36510,27.79270,27.79270,26.79310,19.83130,0.11070,4.62680,4.62670,2.19500,4.21300,,0,0
