,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-0.44,$-0.69
1,2024-08-13,2024-06-30,$-0.47,$-0.48
2,2024-05-08,2024-03-31,$-0.49,$-0.40
3,2024-03-28,2023-12-31,$-0.20,$-0.40
4,2023-11-07,2023-09-30,$-0.29,$-0.40
5,2023-08-14,2023-06-30,$-0.39,$-0.15
6,2023-05-15,2023-03-31,$-0.26,$-0.34
7,2023-03-07,2022-12-31,$-0.21,$-0.26
8,2022-11-09,2022-09-30,$-0.19,$-0.19
9,2022-08-11,2022-06-30,$-0.14,$-0.19
10,2022-05-12,2022-03-31,$-0.06,$-0.06
11,2021-11-10,2021-09-30,$-0.08,$-0.06
12,2021-08-12,2021-06-30,$0.23,$-0.40
13,2021-05-13,2021-03-31,$-0.17,$-1.61
14,2020-10-29,2020-09-30,$-0.80,$-0.64
15,2020-08-12,2020-06-30,$0.00,$0.16
16,2020-05-12,2020-03-31,$0.16,$-1.60
17,2020-02-28,2019-12-31,$-2.24,$-2.88
18,2019-11-14,2019-09-30,$-4.48,$0.32
19,2019-08-13,2019-06-30,$-7.04,$-5.28
20,2019-05-14,2019-03-31,$-7.36,$-7.36
21,2019-02-28,2018-12-31,$-7.68,$-3.20
22,2018-11-08,2018-09-30,$-11.84,$-15.04
23,2018-08-09,2018-06-30,$-15.68,$-14.56
24,2018-05-10,2018-03-31,$-11.20,$-17.76
25,2018-03-29,2017-12-31,$-11.36,$-11.52
26,2017-11-09,2017-09-30,$-11.04,$-10.88
27,2017-08-10,2017-06-30,$-10.08,$-7.04
28,2017-05-10,2017-03-31,$-9.76,$-13.44
29,2017-03-09,2016-12-31,$-11.68,$-10.88
30,2016-11-09,2016-09-30,$-11.20,$-14.72
31,2016-08-10,2016-06-30,$-15.04,$-9.28
32,2016-05-12,2016-03-31,$-8.96,$-3.20
33,2016-03-10,2015-12-31,$-9.44,$-10.24
34,2015-11-12,2015-09-30,$-7.68,$-10.88
35,2015-08-13,2015-06-30,$-7.52,$-9.44
36,2015-05-27,2015-03-31,$-7.84,$-40.00
