Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,112.74300,49.98800,62.75500,40.72100,41.62500,21.13000,,21.13000,4.46500,16.66500,16.66500,16.57500,35.69200,35.73700,0.46000,0.46000,0.07730,0.42230,33.51570,26.29070,0.00720,1.63540,2.39300,0.19090,1.50910,28.43130,1.1603,1.1635
2024-06-30,110.54800,49.24500,61.30300,40.16400,41.11000,20.19300,,20.19300,4.01700,16.17600,16.17600,16.10300,35.71500,35.79300,0.45000,0.45000,0.08010,0.48850,34.57650,27.57320,0.00670,1.65210,2.46910,0.18430,1.51970,27.31950,0.3108,0.3271
2024-03-31,108.83800,46.76800,62.07000,38.77700,39.76700,22.30300,,22.30300,4.51400,17.78900,17.78900,17.71400,35.66400,35.77100,0.50000,0.50000,0.08050,0.34720,35.85520,28.47770,0.00720,1.82570,2.74130,0.20610,1.67880,27.20330,0.42540,0.37960
2023-12-31,108.08600,43.74800,64.33800,38.62100,39.65400,24.68400,,24.68400,4.61600,20.06800,20.06800,20.16900,35.69300,35.78100,0.56000,0.56000,0.08030,0.37440,39.44580,32.23070,0.00730,2.05690,3.09150,0.23260,1.89170,27.30550,0.8166,0.72
2023-09-30,108.15000,40.63300,67.51700,36.20100,37.27900,30.23800,,30.23800,5.55100,24.68700,24.68700,24.64700,35.71300,35.79300,0.69000,0.69000,0.08480,0.46130,44.27880,36.09170,0.00800,2.68460,4.17640,0.28830,2.45700,25.73580,0.3181,0.308
2023-06-30,143.50500,36.16700,107.33800,43.81200,45.03500,62.30300,,62.30300,13.91200,48.39100,48.39100,48.37200,35.75000,35.80000,1.35000,1.35000,0.08330,0.57650,58.33720,45.29300,0.01240,5.16460,7.97330,0.56160,4.73430,26.22590,0.4524,0.4008
2023-03-31,96.61800,27.86900,68.74900,45.22700,46.49700,22.25200,,22.25200,4.10300,18.14900,18.14900,18.10700,35.60600,35.71900,0.51000,0.51000,0.08520,0.81260,34.21120,27.83850,0.00760,1.98470,3.25250,0.21200,1.81570,25.61410,0.57420,0.53380
2022-12-31,94.95300,18.10600,76.84700,44.50800,45.80200,31.04500,,31.04500,5.77000,25.27500,25.27500,25.34900,35.67900,35.80900,0.71000,0.70000,0.08750,0.57800,41.91130,34.22160,0.00880,2.84720,4.77350,0.29890,2.59810,24.94230,1.717,1.6156
2022-09-30,89.80800,9.79200,80.01600,43.77300,45.11100,34.90500,,34.90500,6.71000,28.19500,28.19500,28.17300,35.58200,35.70400,0.79000,0.79000,0.08950,0.57350,45.92520,37.06780,0.00920,3.25970,5.56990,0.34230,2.96780,24.32190,1.2738,1.2572
2022-06-30,77.42300,3.96200,73.46100,44.27500,45.65500,27.80600,,27.80600,5.44600,22.36000,22.36000,22.34300,35.58100,35.68200,0.63000,0.63000,0.08620,0.51610,41.56660,33.40010,0.00840,2.48130,4.13160,0.27910,2.26730,25.34520,1.1516,1.1279
2022-03-31,77.68800,2.93100,74.75700,40.79200,42.23000,32.52700,,32.52700,6.17000,26.35700,26.35700,26.32200,35.97800,36.09000,0.73000,0.73000,0.08270,0.24910,44.06140,35.65600,0.00970,2.79410,4.52910,0.34720,2.56320,26.48150,0.88700,0.87310
2021-12-31,77.88700,3.28800,74.59900,41.83400,43.31600,31.28300,,31.28300,5.97300,25.31000,25.31000,25.41900,37.10900,37.20000,0.69000,0.69000,0.07670,0.08300,43.09610,35.01770,0.00970,2.47290,3.82390,0.33830,2.28330,28.13040,1.4009,1.3662
