Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,,
2018-12-31,-0.03560,0.61960,-0.58400,-2.98010,-3.56410,0.17430,-3.73840,-3.73840,-3.75680,-0.57230,-0.58400,0.00200,0.00200,1841.12000,1841.12000,1.32930,,0.39330,-100.18820,-3195.98700,-37.02100,-100.18820,840.47690,4387.8143,4361.3547
2018-09-30,1.72500,1.18960,-2.91460,-0.12400,-3.03860,-0.00890,-3.02970,-3.02970,-3.02970,-2.89890,-2.91460,0.00260,0.00260,-1138.48000,-1138.48000,0.90610,,-2.89360,402.21430,123.94140,-37.01860,402.21980,-250.39270,-4387.4559,-4360.9919
2018-06-30,2.04460,1.11520,-3.15980,0.02520,-3.13460,-0.00890,-3.12570,-3.12570,-3.12570,-3.13750,-3.15980,0.00080,0.00080,-4060.00000,-4060.00000,0.55740,,-1.01960,86.78500,59.08290,-41.23800,86.78510,-0.58940,-0.294,-0.294
2018-03-31,3.10540,1.43570,-4.54110,2.69020,-1.85090,0.00920,-1.86010,-1.86010,-1.84170,-4.51630,-4.54110,0.00070,0.00070,-2532.24000,-2532.24000,1.40450,1.47100,-6.11300,124.70740,57.93870,-11.16420,-58.73970,-0.24400,-0.91610,-0.91610
2017-12-31,4.38200,1.17070,-5.55270,0.86440,-4.68830,0.00690,-4.69520,-4.69520,-4.69520,-5.52770,-5.55270,0.00050,0.00050,-6690.39800,-6690.39800,1.52200,1.63180,-4.68340,213.66690,121.85550,-25.91630,-135.00290,-0.45480,-5.2277,-5.2292
2017-09-30,4.38720,1.38870,-5.77600,-0.48130,-6.25730,-0.00850,-6.24880,-6.24880,-6.24880,-5.74210,-5.77600,0.00060,0.00060,-11640.00000,-11640.00000,1.85590,1.07770,-23.08590,1258.09900,285.35750,-26.22680,-97.78580,-0.01120,-0.1188,-0.1171
2017-06-30,4.79610,1.25480,-6.05090,0.54750,-5.50350,-0.00830,-5.49510,-5.49510,-5.49510,-6.01780,-6.05090,0.00060,0.00060,-9599.99900,-9599.99900,2.55910,0.58810,2.22800,-101.32200,-143.01010,-18.61590,-41.73580,0.12250,-0.1266,-0.1264
2017-03-31,5.95870,1.42010,-7.37880,-0.99760,-8.37640,-0.00820,-8.36820,-8.36820,-8.36820,-7.34590,-7.37880,0.00050,0.00050,-17600.00000,-17600.00000,3.34300,0.45900,1.16060,-79.58790,-93.35860,-22.66320,-43.05800,0.23740,-0.17300,-0.17490
2016-12-31,4.96760,1.29380,-6.26130,0.73830,-5.52310,,-5.39000,-5.39000,-5.39000,-6.23610,-6.26130,0.00040,0.00040,-11544.00000,-11544.00000,3.76130,0.41790,0.87420,-37.53680,-41.93230,-14.88810,-21.85190,0.41870,-0.1775,-0.1843
