Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,32.41900,8.41100,,-40.83000,5.47000,-35.36100,0.42700,-35.78800,-35.78800,-35.78700,-40.76300,-40.83000,297.83300,297.83300,-0.12000,-0.12000,5.21350,0.29450,0.41740,-21.86660,-21.86660,-12.36110,-15.42760,0.54990,-0.0858,-0.0965
2024-06-30,36.31700,5.40000,,-41.71700,5.72400,-35.99300,0.39500,-36.38800,-36.38800,-36.38800,-41.65900,-41.71700,276.35500,276.35500,-0.13000,-0.13000,3.87170,0.33360,0.50050,-34.62460,-34.62490,-16.95960,-23.07480,0.38990,-0.1113,-0.1136
2024-03-31,27.45500,6.47700,,-33.93200,9.25900,-24.67300,0.62300,-25.29600,-25.29600,-25.29600,-33.88100,-33.93200,276.26300,276.26300,-0.09000,-0.09000,4.96030,0.22130,0.28420,-17.95570,-17.95560,-11.07890,-13.98170,0.52300,-0.12960,-0.13000
2023-12-31,33.59000,5.28200,,-40.73500,1.46300,-39.27400,-0.00700,-39.26700,-39.26700,-39.26600,-40.69400,-40.73500,275.76300,275.76300,-0.15000,-0.15000,4.65910,0.13500,0.15610,-23.79100,-23.79080,-16.00520,-20.57860,0.61280,-0.089,-0.089
2023-09-30,28.64200,5.03500,,-33.67700,3.56400,-30.11200,1.09800,-31.21000,-31.21000,-31.21000,-33.63700,-33.67700,275.88700,275.88700,-0.11000,-0.11000,5.62320,0.05310,0.05600,-15.44710,-15.44710,-11.93270,-14.62760,0.75050,-0.081,-0.081
2023-06-30,21.82100,6.63300,,-28.45400,-2.65300,-31.10700,0.30300,-31.41000,-31.41000,-31.41000,-28.37300,-28.45400,275.63200,275.63200,-0.11000,-0.11000,7.01770,,,-13.55410,-13.55410,-11.55390,-13.55410,0.86100,-0.1005,-0.1009
2023-03-31,21.52800,6.15400,,-27.68200,2.08300,-25.59800,0.17400,-25.77200,-25.77200,-25.77200,-27.66000,-27.68200,275.49400,275.49400,-0.09000,-0.09000,8.99280,,,-9.81800,-9.81800,-8.69680,-9.81800,0.97550,-0.07220,-0.07240
2022-12-31,18.02710,8.96400,0.00020,-26.99090,7.25010,-19.74080,0.31290,-20.05370,-20.05370,-20.05370,-26.99090,-26.99090,254.13100,254.13100,-0.06000,-0.06000,12.52180,,,-6.98920,-6.98930,-6.40950,-6.98930,1.06630,-0.0917,-0.092
2022-09-30,14.29890,6.84500,-17.42420,-38.56820,2.31390,-36.25430,0.49040,-36.74470,-36.74470,-36.74470,-38.56820,-38.56820,272.04000,272.04000,-0.14000,-0.14000,11.88940,,,-12.06030,-12.06030,-11.01690,-12.06030,1.14380,-0.0545,-0.056
2022-06-30,10.41730,15.72890,-87.35200,-113.49820,6.40640,-107.09190,0.12970,-107.22160,-107.22160,-107.22160,-113.49820,-113.49820,248.99000,248.99000,-0.43000,-0.43000,14.39350,,,-34.85180,-34.85180,-32.37330,-34.85180,1.16390,-0.0785,-0.0785
2022-03-31,9.11470,1.31800,,-10.43270,0.42270,-10.01000,,-10.01000,-10.01000,-10.01000,-10.43270,-10.43270,200.00000,200.00000,-0.05000,-0.05000,0.01870,,-0.00490,32.95490,32.95490,-4.22260,32.95490,-5.28260,-0.00930,-0.00930
2021-12-31,8.53520,1.87650,,-10.41170,-12.14080,-22.55260,,-22.55260,-22.55260,-22.55260,-10.36960,-10.41170,220.00000,220.00000,-0.45000,-0.45000,2.05250,,,-210.78360,-210.78360,-104.55190,-210.78360,0.04860,-0.0338,-0.0338
2021-09-30,2.80600,0.93910,,-3.74510,-0.01400,-3.75910,,-3.75910,-3.75910,-3.75910,-3.73330,-3.74510,220.00000,220.00000,-0.02000,-0.02000,0.30100,,,12.38680,12.38680,-1.59390,12.38680,-5.27780,-0.0109,-0.0109
2021-06-30,1.93880,1.70630,,-3.64510,-0.04630,-3.69140,,-3.69140,-3.69140,-3.69140,-3.64510,-3.64510,220.00000,220.00000,-0.02000,-0.02000,0.59900,,,10.23550,10.23550,-1.56310,10.23550,-6.27210,0.0585,0.0585
2021-03-31,,0.37720,,-0.37720,12.12420,11.74710,,11.74710,11.74710,11.74710,-0.37720,-0.37720,5.75000,5.75000,0.41000,0.41000,7.43550,,,-34.11930,-34.11940,5.01800,-34.11930,-5.98770,-0.08150,-0.08150
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-09-30,,,-0.00100,-0.00100,,-0.00100,,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,5.75000,5.75000,0.00000,0.00000,,,2.50000,-4.16670,-4.16670,-0.75270,-4.16670,0.00420,0,0
