Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,846.25210,573.33140,272.92070,-138.32970,138.32970,134.59100,-38.92580,95.66520,18.36330,77.30190,77.30190,77.30190,163.24200,134.59100,161.40000,161.50000,0.48380,0.48380,1.20090,0.44000,0.79580,32.25050,15.90440,15.90440,11.30460,9.13460,0.11880,1.06110,1.94200,46.34490,2.62490,-3.70310,1.08490,1.46990,18.31150,0.687,0.57
2024-06-30,811.01340,560.31110,250.70230,-141.82770,141.82770,108.87460,-14.43050,94.44410,18.09190,76.35220,76.35220,76.35220,133.65540,108.87460,163.00000,163.00000,0.46310,0.46310,1.16860,0.44310,0.80500,30.91220,13.42450,13.42450,11.64520,9.41440,0.11730,1.19970,1.94200,46.34440,2.66010,-3.71500,1.10450,1.48140,17.69640,0.0771,-0.0615
2024-03-31,850.86310,621.88900,228.97410,-150.80370,150.80370,78.17040,-32.67960,45.49080,8.03420,37.45670,37.45670,37.45670,103.25010,78.17040,163.20000,163.30000,0.22800,0.22800,1.13800,0.44810,0.82200,26.91080,9.18720,9.18720,5.34640,4.40220,0.12130,1.32410,2.04350,44.04110,1.31720,-1.76830,0.53390,0.72690,17.47590,0.65820,0.53320
2023-12-31,819.61950,595.85410,223.76540,-152.24300,152.24290,71.52250,-22.14710,49.37530,23.14770,26.22760,26.22760,26.22760,99.45900,71.52240,170.57300,171.20400,0.15940,0.15940,1.13340,0.44920,0.82380,27.30110,8.72630,8.72630,6.02420,3.20000,0.11800,1.23330,2.49030,36.14050,0.93500,-1.22310,0.37770,0.51500,17.18880,1.1327,0.9895
2023-09-30,830.99340,595.13710,235.85630,-128.75770,128.75780,107.09850,-2.17680,104.92180,20.46190,84.45980,84.45980,84.45980,132.25820,107.09850,170.30000,170.30000,0.50070,0.50070,1.18080,0.44610,0.81310,28.38250,12.88800,12.88800,12.62610,10.16370,0.12060,1.13920,2.53070,35.56390,2.91950,-4.06920,1.22530,1.61710,17.33940,0.6566,0.53
2023-06-30,812.45700,583.36400,229.09300,-124.74180,124.74180,104.35130,-38.49110,65.86020,12.21250,53.64770,53.64770,53.64770,130.13670,104.35130,173.70000,173.70000,0.30530,0.30530,1.20690,0.44740,0.82060,28.19760,12.84390,12.84390,8.10630,6.60310,0.11650,1.10200,2.42550,37.10640,1.86030,-2.56610,0.76930,1.02800,16.84520,0.5939,0.4696
2023-03-31,831.99230,591.33610,240.65630,-155.21360,155.21360,85.44260,-31.12860,54.31400,10.09000,44.22410,44.22410,44.22410,109.37940,85.44260,174.50000,174.50000,0.25760,0.25760,1.20920,0.44720,0.81810,28.92530,10.26960,10.26960,6.52820,5.31540,0.12070,1.11700,2.42980,37.04040,1.55850,-2.15180,0.64160,0.86160,16.26500,0.34020,0.21340
2022-12-31,767.99100,570.83170,197.15930,-130.20620,130.20630,66.95310,-19.36640,47.58670,9.32100,38.26560,38.26560,38.26560,94.02830,66.95290,174.28000,174.28000,0.21650,0.21650,1.18550,0.45120,0.83070,25.67210,8.71790,8.71790,6.19630,4.98260,0.11520,1.18530,2.73210,32.94190,1.39360,-1.85960,0.57410,0.76490,15.90900,1.276,1.1183
2022-09-30,765.06910,542.37720,222.69190,-113.10860,113.10860,109.58330,-4.43170,105.15170,22.46060,82.69110,82.69110,82.69110,129.88360,109.58330,174.10000,174.10000,0.47340,0.47340,1.15350,0.47020,0.89890,29.10740,14.32330,14.32330,13.74410,10.80830,0.11740,1.06740,2.21850,40.56870,3.15390,-4.18020,1.26930,1.67100,15.19470,0.1003,-0.013
2022-06-30,741.74740,532.31290,209.43450,-88.75430,88.75420,120.68020,-17.13360,103.54670,24.15730,79.38930,79.38930,79.38930,142.86300,120.68020,174.10000,174.10000,0.45760,0.45760,1.06580,0.47510,0.91740,28.23530,16.26970,16.26970,13.95980,10.70300,0.10910,1.05930,2.00110,44.97420,2.99550,-3.60200,1.16780,1.57220,15.36080,-0.0429,-0.1188
2022-03-31,822.46040,592.74600,229.71440,-131.40960,131.40960,98.30480,-16.38410,81.92060,19.07740,62.84320,62.84320,62.84320,122.09540,98.30480,174.40000,174.40000,0.35910,0.35910,0.99790,0.48430,0.95170,27.93010,11.95250,11.95250,9.96040,7.64090,0.11760,1.23380,2.54210,35.40320,2.37700,-2.54490,0.89860,1.22580,15.32310,0.50320,0.37190
2021-12-31,806.33510,601.15900,205.17610,-140.88460,140.88470,64.29140,-16.84290,47.44850,15.39900,32.04950,32.04950,32.04950,89.21590,64.29130,178.07100,178.07100,0.17780,0.17780,0.96160,0.48880,0.96890,25.44550,7.97330,7.97330,5.88450,3.97470,0.11040,1.23750,2.90510,30.97960,1.17830,-1.20070,0.43900,0.60230,15.66790,0.9657,0.7749
2021-09-30,706.81250,509.17860,197.63390,-102.59040,102.59040,95.04350,-17.68800,77.35550,16.39090,60.96460,60.96460,60.96460,114.34430,95.04350,178.20000,178.20000,0.34200,0.34200,0.99470,0.48520,0.95430,27.96130,13.44680,13.44680,10.94430,8.62530,0.09870,1.01010,2.47480,36.36640,2.23540,-2.33160,0.85110,1.15080,15.43880,0.0265,-0.0773
2021-06-30,717.87940,496.65980,221.21960,-100.48870,100.48860,120.73100,-42.29200,78.43900,16.74810,61.69090,61.69090,61.69090,140.96150,120.73100,177.80000,177.80000,0.34940,0.34940,1.40020,0.48340,0.94530,30.81570,16.81770,16.81770,10.92650,8.59350,0.10100,1.23380,3.58920,25.07550,2.28100,-2.82940,0.86810,1.17850,15.31220,0.2435,0.144
2021-03-31,852.84140,596.28970,256.55170,-131.16930,131.16930,125.38240,-48.58570,76.79670,17.36060,59.43610,59.43610,59.43610,145.63650,125.38240,177.80000,177.80000,0.33760,0.33760,1.12900,0.44780,0.82090,30.08200,14.70170,14.70170,9.00480,6.96920,0.12710,1.59290,3.60180,24.98730,2.25790,-2.63620,0.88560,1.24680,14.90340,0.79940,0.66720
2020-12-31,787.28360,540.14470,247.13890,-128.40870,128.40860,118.73030,-23.00470,95.72570,25.74610,69.97960,69.97960,69.98350,135.62940,118.73040,194.01900,197.89400,0.38000,0.35720,1.05570,0.44950,0.82720,31.39140,15.08100,15.08100,12.15900,8.88920,0.12370,1.37780,3.72550,24.15810,2.88140,-3.18080,1.09920,1.58610,14.10360,0.7167,0.6009
2020-09-30,673.69470,468.88590,204.80880,-103.10580,103.10580,101.70300,-18.35330,83.34970,17.41810,65.93160,65.93160,65.93160,123.81520,101.70300,195.50000,195.50000,0.33900,0.33900,1.27380,0.44940,0.82700,30.40080,15.09630,15.09630,12.37200,9.78660,0.10220,1.11910,2.83750,31.71790,2.54770,-3.25370,1.00060,1.40270,14.50460,0.227,0.1368
2020-06-30,659.55890,459.92950,199.62940,-94.47440,94.47440,105.15500,-18.16820,86.98690,18.05800,68.92890,68.92890,68.92890,123.72620,105.15500,195.62500,195.62500,0.35240,0.35240,1.67900,0.41710,0.72460,30.26710,15.94320,15.94320,13.18870,10.45080,0.10010,1.41590,2.99950,30.00500,2.43290,-4.55310,1.04570,1.41820,14.40170,1.1741,1.0935
2020-03-31,753.37530,533.94880,219.42650,-134.70070,134.70070,84.72580,-13.23840,71.48740,19.19570,52.29170,52.29170,52.40200,104.36270,84.72580,203.00000,203.00000,0.25370,0.25370,1.67470,0.42170,0.73860,29.12580,11.24620,11.24620,9.48890,6.95560,0.11580,1.83960,2.45820,36.61150,1.85530,-3.39790,0.80410,1.07290,14.27780,0.52010,0.46790
2019-12-31,696.21800,488.37460,207.84340,-111.46720,111.46730,96.37610,-28.07220,68.30400,17.11950,51.18450,51.18450,51.29410,117.27210,96.37620,192.00500,198.42600,0.25620,0.23380,1.72560,0.41950,0.73350,29.85320,13.84280,13.84280,9.81070,7.36750,0.10530,1.34920,3.00740,29.92650,1.78750,-3.28950,0.77400,1.03760,14.72240,0.7866,0.6691
2019-09-30,600.81360,423.78320,177.03040,-101.30320,101.30320,75.72720,-19.90480,55.82240,12.23200,43.59040,43.59040,43.59040,93.89800,75.72720,196.40000,196.40000,0.22240,0.22240,1.70390,0.42850,0.76050,29.46510,12.60410,12.60410,9.29110,7.25520,0.09270,0.97150,3.50840,25.65240,1.57150,-2.70160,0.67260,0.89810,14.26130,0.2732,0.2112
2019-06-30,604.48720,424.31000,180.17720,-96.88880,96.88880,83.28840,-17.19720,66.09120,14.16240,51.92880,51.92880,52.15360,101.86330,83.28840,196.40000,196.40000,0.26980,0.26980,1.63900,0.42660,0.75470,29.80660,13.77840,13.77840,10.93340,8.62770,0.09320,1.09520,2.82610,31.84640,1.87230,-3.12310,0.80070,1.07350,14.26050,0.0787,0.0282
