Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,147.53800,46.06200,101.47600,47.76300,103.37500,-0.64100,151.77900,-50.30300,4.30900,-45.99400,0.18800,-46.18200,-46.18200,-46.18200,-43.06200,-50.30300,31.26200,31.26200,-1.48000,-1.48000,6.27260,0.90000,8.99900,68.77960,-34.09500,-34.09500,-31.17430,-31.30180,0.16220,3.06430,1.90550,47.23140,-64.35080,-65.13310,-5.07670,-6.43570,2.29380,0.7837,0.5032
2024-06-30,148.04700,44.57600,103.47100,19.69000,106.76200,,126.45200,-22.98100,3.06800,-19.91300,0.19400,-20.10700,-20.10700,-20.10700,-14.92100,-22.98100,31.14500,31.14500,-0.65000,-0.65000,6.92080,0.86670,6.50250,69.89060,-15.52280,-15.52280,-13.45050,-13.58150,0.16110,2.88990,1.73130,51.98460,-20.27140,-20.44910,-2.18750,-2.70200,3.17810,0.3862,0.1148
2024-03-31,131.92900,44.41300,87.51600,16.99400,108.66000,,125.65400,-38.13800,-7.49700,-45.63500,0.03200,-45.66700,-45.66700,-45.66700,-32.09300,-38.13800,31.03300,31.03300,-1.47000,-1.47000,7.09880,0.87710,7.13340,66.33570,-28.90800,-28.90800,-34.59060,-34.61480,0.14500,2.98610,1.47060,61.20020,-50.57820,-51.06570,-5.01970,-6.21860,2.90350,-1.67660,-1.99160
2023-12-31,132.51100,45.08500,87.42600,15.41600,100.11400,,126.60800,-39.18200,0.73800,-38.44400,0.25500,-38.69900,-38.69900,-38.69900,-43.56300,-39.18200,30.52800,30.52800,-1.25000,-1.25000,2.14970,0.14260,0.16640,65.97640,-29.56890,-29.56890,-29.01190,-29.20440,0.30590,3.22660,2.15520,41.75930,-18.41960,-18.49550,-8.93440,-15.79250,6.78740,-0.526,-0.9711
2023-09-30,124.60400,42.13000,82.47400,16.30900,93.76800,,110.07700,-27.60300,0.68200,-26.92100,0.19500,-27.11600,-27.11600,-27.11600,-22.03800,-27.60300,30.60700,30.60700,-0.89000,-0.89000,2.29040,0.13720,0.15900,66.18890,-22.15260,-22.15260,-21.60530,-21.76170,0.28330,3.08690,2.48870,36.16280,-12.33700,-12.38550,-6.16600,-10.64450,7.17510,0.043,-0.2519
2023-06-30,124.13000,37.90500,86.22500,13.67700,91.42000,,105.09700,-18.87200,0.60300,-18.26900,0.21300,-18.48200,-18.48200,-18.48200,-12.55200,-18.87200,30.50200,30.50200,-0.61000,-0.61000,2.70810,0.13500,0.15610,69.46350,-15.20340,-15.20340,-14.71760,-14.88920,0.28900,2.61810,2.42880,37.05570,-8.25540,-8.28730,-4.30330,-7.14080,7.32830,-0.143,-0.4492
2023-03-31,111.43600,35.75500,75.68100,14.84200,100.34300,,115.18500,-39.50400,0.48200,-39.02200,0.08700,-39.10900,-39.10900,-39.10900,-35.70000,-39.50400,30.29700,30.29700,-1.29000,-1.29000,3.09990,0.00450,0.00460,67.91430,-35.45000,-35.45000,-35.01740,-35.09550,0.26430,2.18180,2.24860,40.02410,-17.62990,-17.69860,-9.27410,-17.54970,7.28210,-1.01510,-1.29310
2022-12-31,112.61700,33.91000,78.70700,12.67500,86.73000,,99.40490,-20.69790,0.57300,-20.12500,0.07300,-20.19800,-20.19800,-20.19800,-22.56190,-20.69800,29.91600,29.91600,-0.66000,-0.66000,3.24110,0.12720,0.14570,69.88910,-18.37910,-18.37910,-17.87030,-17.93510,0.25130,2.23750,2.25600,39.89290,-8.42240,-8.45280,-4.50620,-7.35150,7.94260,0.4149,0.1743
2022-09-30,103.87500,32.95400,70.92100,11.44800,80.55900,,92.00700,-21.08600,-0.24900,-21.33500,0.11600,-21.45100,-21.45100,-21.45100,-20.64800,-21.08600,30.05500,30.05500,-0.71000,-0.71000,3.41960,0.12740,0.14600,68.27530,-20.29940,-20.29940,-20.53910,-20.65080,0.23590,2.28020,1.71600,52.44820,-8.96690,-8.99930,-4.87090,-7.82440,7.94920,0.1314,-0.0755
2022-06-30,102.05100,31.80600,70.24500,11.94500,81.75100,,93.69600,-23.45100,-0.41300,-23.86400,0.03300,-23.89700,-23.89700,-23.89700,-19.21600,-23.45100,29.84300,29.84300,-0.80000,-0.80000,4.04480,0.12490,0.14280,68.83320,-22.97970,-22.97970,-23.38440,-23.41670,0.23420,2.20540,1.77850,50.60410,-9.76820,-9.80270,-5.48490,-8.54780,8.16450,-0.0016,-0.363
2022-03-31,92.37800,30.61900,61.75900,10.54200,73.15800,-26.60800,110.30800,-48.54900,-2.01300,-50.56200,0.04700,-50.60900,-50.60900,-50.60900,-38.42700,-48.54900,29.59600,29.59600,-1.71000,-1.71000,4.63490,0.12480,0.14260,66.85470,-52.55470,-52.55470,-54.73380,-54.78470,0.21550,2.46010,1.67090,53.86280,-20.67010,-20.74310,-11.80480,-18.09020,8.22470,-1.31390,-1.50210
2021-12-31,81.80400,30.52100,51.28300,11.87000,71.61200,,83.48200,-32.19900,-0.23300,-32.43200,0.05900,-32.49100,-32.49100,-32.49100,-32.49500,-32.19900,29.33100,29.33100,-1.11000,-1.11000,3.47770,0.03350,0.07640,62.69010,-39.36120,-39.36110,-39.64600,-39.71810,0.17670,2.97240,1.76190,51.08190,-11.62410,-11.66000,-7.01800,-11.23460,9.47700,-0.4466,-0.6061
2021-09-30,85.43200,29.28400,56.14800,8.68500,70.74500,,79.43000,-23.28200,-0.35500,-23.63700,0.09400,-23.73100,-23.73100,-23.73100,-18.91900,-23.28200,29.39800,29.39800,-0.81000,-0.81000,3.92820,0.04090,0.08200,65.72250,-27.25210,-27.25210,-27.66760,-27.77770,0.17790,2.94020,1.61740,55.64430,-8.02160,-8.04500,-4.94140,-7.69380,10.05540,0.6052,0.1534
2021-06-30,81.27800,25.99500,55.28300,9.60600,62.66900,,72.27500,-16.99200,-0.25200,-17.24400,0.11600,-17.36000,-17.36000,-17.36000,-13.66500,-16.99200,29.31900,29.31900,-0.59000,-0.59000,4.59570,0.04820,0.08870,68.01720,-20.90600,-20.90600,-21.21610,-21.35880,0.16750,2.80690,1.28150,70.22900,-5.66500,-5.68100,-3.57770,-5.39200,10.42820,-0.011,-0.2122
2021-03-31,74.31100,23.45800,50.85300,8.51000,69.81300,,78.32300,-27.47000,-0.21100,-27.68100,0.09800,-27.77900,-27.77900,-27.77900,-23.38100,-27.47000,29.16400,29.16400,-0.95000,-0.95000,5.66010,0.05620,0.09720,68.43270,-36.96630,-36.96630,-37.25020,-37.38210,0.15530,3.41800,1.23890,72.64580,-8.97340,-8.99840,-5.80560,-8.46920,10.56990,-1.43470,-1.57910
2020-12-31,78.80900,20.49800,58.31100,11.60400,56.28800,,67.89200,-9.58100,-0.09400,-9.67500,-0.02400,-9.65100,-9.65100,-9.65100,-11.64200,-9.58100,27.75400,27.75400,-0.32000,-0.32000,5.75380,0.05880,0.09660,73.99030,-12.15720,-12.15720,-12.27650,-12.24610,0.15400,3.85810,2.63290,34.18240,-2.82510,-2.83230,-1.88590,-2.65900,11.77200,0.2735,0.1841
2020-09-30,71.94400,18.23200,53.71200,8.76800,49.70100,,58.46900,-4.75700,0.18500,-4.57200,0.10500,-4.67700,-4.67700,-4.67700,-1.57200,-4.75700,28.05000,28.05000,-0.17000,-0.17000,6.55030,0.06760,0.10450,74.65810,-6.61210,-6.61210,-6.35490,-6.50090,0.14470,3.60170,2.48470,36.22190,-1.39800,-1.40160,-0.94070,-1.30350,11.59400,0.4274,0.234
2020-06-30,50.87800,15.48400,35.39400,12.54200,43.01400,,55.55600,-20.16200,-0.14400,-20.30600,0.13100,-20.43700,-20.43700,-20.43700,-16.83500,-20.16200,27.17700,27.17700,-0.75000,-0.75000,3.09710,0.18720,0.29630,69.56640,-39.62810,-39.62810,-39.91120,-40.16860,0.18420,3.10360,2.22400,40.46800,-17.32740,-17.45500,-7.39870,-14.08380,4.31030,-0.3633,-0.4419
