Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,13798.00000,3784.00000,10014.00000,7776.00000,7796.00000,2218.00000,,2218.00000,441.00000,1777.00000,1777.00000,,1692.00000,383.00000,383.70000,4.42000,4.41000,0.43690,0.78400,29.44770,22.46420,0.01550,2.82400,3.71430,0.36530,1.59030,164.93670,16.8435,16.0296
2024-06-30,13240.00000,3734.00000,9506.00000,8836.00000,8855.00000,651.00000,,651.00000,54.00000,597.00000,597.00000,,531.00000,383.10000,383.90000,1.39000,1.38000,0.44900,0.82710,11.63120,9.48720,0.01170,1.02960,1.39100,0.12440,0.56740,151.84000,16.2518,15.4998
2024-03-31,13091.00000,3689.00000,9402.00000,7801.00000,7820.00000,1582.00000,,1582.00000,302.00000,1280.00000,1280.00000,,1200.00000,382.20000,383.40000,3.14000,3.13000,0.46280,0.87130,23.54520,17.85980,0.01390,2.21450,2.99490,0.26570,1.18970,151.28660,7.85080,7.20660
2023-12-31,13132.00000,3626.00000,9506.00000,8552.00000,8574.00000,932.00000,,932.00000,226.00000,706.00000,706.00000,,639.00000,382.40000,383.40000,1.67000,1.67000,0.45920,0.85830,14.01720,9.61050,0.01390,1.21540,1.64090,0.14760,0.65730,152.70910,18.5094,17.8291
2023-09-30,12816.00000,3450.00000,9366.00000,7120.00000,7144.00000,2222.00000,,2222.00000,432.00000,1790.00000,1790.00000,,1705.00000,382.50000,383.30000,4.46000,4.45000,0.47590,0.91760,31.37530,24.07510,0.01500,3.33530,4.63490,0.37970,1.74820,140.86420,18.6162,17.9394
2023-06-30,12065.00000,3053.00000,9012.00000,7262.00000,7284.00000,1728.00000,,1728.00000,297.00000,1431.00000,1431.00000,,1351.00000,382.80000,383.70000,3.53000,3.52000,0.47620,0.92120,26.49490,20.71450,0.01390,2.62280,3.62290,0.30590,1.37370,143.03390,8.7433,8.2062
2023-03-31,11471.00000,2568.00000,8903.00000,7726.00000,7740.00000,1163.00000,,1163.00000,203.00000,960.00000,960.00000,,887.00000,382.60000,383.80000,2.32000,2.31000,0.46880,0.89250,19.04060,14.52190,0.01300,1.75650,2.40760,0.20350,0.93310,143.05940,7.79570,7.18340
2022-12-31,11001.00000,1961.00000,9040.00000,7471.00000,7496.00000,1544.00000,,1544.00000,312.00000,1232.00000,1232.00000,,1161.00000,391.80000,393.20000,3.14000,3.13000,0.47630,0.92650,23.30920,17.52720,0.01460,2.34300,3.25880,0.27060,1.22690,137.89510,20.4237,19.7229
2022-09-30,10002.00000,1197.00000,8805.00000,6601.00000,6618.00000,2187.00000,,2187.00000,493.00000,1694.00000,1694.00000,,1616.00000,383.40000,384.60000,4.21000,4.20000,0.51530,1.07370,30.64740,22.64570,0.01610,3.33060,4.69380,0.38130,1.61430,133.15230,7.3728,6.7758
2022-06-30,8810.00000,578.00000,8232.00000,5654.00000,5668.00000,2564.00000,,2564.00000,533.00000,2031.00000,2031.00000,,1949.00000,391.20000,392.60000,4.98000,4.96000,0.52270,1.10350,35.87520,27.27020,0.01620,3.80270,5.25730,0.46130,1.81490,139.15450,7.5147,6.9951
