Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1006.86900,809.26600,197.60300,101.88600,101.88600,95.71700,-3.29300,92.42400,20.78000,71.64400,71.64400,67.27600,99.56300,95.71700,93.52700,100.73600,0.72000,0.70000,1.44310,1.16580,19.62550,9.50640,9.50640,9.17930,6.68170,0.30280,0.39280,33.33780,2.69960,6.39820,8.74300,2.15490,6.39820,11.94690,-2.0131,-2.1869
2024-06-30,1055.74700,852.83700,202.91000,98.92600,98.92600,103.98390,2.02400,106.00800,23.24500,82.76300,82.76300,77.56800,108.32290,103.98390,93.72300,100.12600,0.83000,0.81000,1.43360,1.12730,19.21960,9.84930,9.84930,10.04100,7.34720,0.35370,0.44940,31.98940,2.81340,7.87030,11.01640,2.77240,7.87030,11.22810,-1.0999,-1.1178
2024-03-31,827.80000,678.64000,149.16000,81.79300,81.79300,67.36700,3.45700,70.82400,15.14100,55.68300,55.68300,51.11900,71.40000,67.36700,93.32600,99.93600,0.55000,0.55000,1.46730,1.03130,18.01880,8.13810,8.13810,8.55570,6.17530,0.30470,0.39150,29.34110,3.06740,5.71690,8.32410,2.04950,5.71690,10.40090,-2.47690,-2.49720
2023-12-31,1137.99700,900.87920,237.11770,95.81100,95.81070,141.30690,-5.87500,135.43200,30.48300,104.94900,104.94900,98.57500,145.78190,141.30690,93.06700,106.02800,1.05000,0.94000,1.53550,0.90160,20.83640,12.41720,12.41720,11.90090,8.66210,0.44410,0.62550,36.85940,2.44170,11.19280,13.71090,4.09570,11.19280,10.07060,2.0131,2.0077
2023-09-30,895.83000,710.73500,185.09500,78.51400,78.51400,106.58110,-2.82300,103.75800,24.15800,79.60000,79.60000,73.17400,111.07310,106.58110,93.10800,102.05200,0.79000,0.75000,1.51060,0.86110,20.66190,11.89750,11.89750,11.58230,8.16830,0.37580,0.48220,26.88970,3.34700,9.50370,9.78050,3.33890,8.07240,10.59060,0.8736,0.8653
2023-06-30,945.33900,762.85500,182.48400,73.70900,73.70900,108.77500,-12.92700,95.84800,24.20600,71.64200,71.64200,65.16900,113.27900,108.77500,93.10800,105.44000,0.70000,0.65000,1.47740,0.95240,19.30360,11.50650,11.50650,10.13900,6.89370,0.41310,0.53830,30.07470,2.99250,9.38950,9.58710,3.13090,7.79160,9.87540,0.9699,0.9544
2023-03-31,769.42000,637.34400,132.07600,60.76100,60.76100,71.31500,-1.92800,69.38700,17.63600,51.75100,51.75100,45.50000,75.74000,71.31500,92.94000,108.82200,0.49000,0.45000,1.39080,1.07700,17.16570,9.26870,9.26870,9.01810,5.91350,0.33330,0.44420,22.92400,3.92600,7.45460,7.62990,2.24150,6.08500,9.14470,-0.32700,-0.33950
2022-12-31,1099.46600,909.39290,190.07320,74.47600,74.47610,115.59700,5.66000,121.25700,31.28300,89.97400,89.97400,82.66700,120.52800,115.59700,92.74600,106.69100,0.89000,0.79000,1.33340,1.23760,17.28780,10.51390,10.51390,11.02870,7.51880,0.46370,0.65980,25.28090,3.56000,13.95710,14.31600,3.79460,11.23700,8.63190,2.3305,2.3186
2022-09-30,785.66900,638.45600,147.21300,68.83900,68.83900,78.37400,3.61500,81.98900,10.37100,71.61800,71.61800,65.98100,81.95500,78.37400,92.76000,108.28600,0.71000,0.64000,1.27560,1.36300,18.73730,9.97550,9.97550,10.43560,8.39810,0.34350,0.42200,20.71420,4.34480,12.77660,13.30930,3.13120,9.99730,7.72290,-0.5261,-0.5468
2022-06-30,793.13400,635.42200,157.71200,66.01500,66.01500,91.69700,-1.99900,89.69800,23.32700,66.37100,66.37100,59.00800,96.46100,91.69700,92.75900,104.56600,0.64000,0.60000,1.23090,1.35450,19.88470,11.56140,11.56140,11.30930,7.43990,0.37540,0.46860,26.19330,3.43600,13.50280,14.17750,3.14140,10.25580,6.97670,-0.8682,-0.877
