Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,1950.96900,1060.97600,889.99260,,350.73600,539.25660,-206.05740,333.19920,50.41830,282.78090,282.78090,241.86170,885.04250,539.25660,494.00000,494.20000,0.48960,0.48960,0.68950,0.54050,1.28590,45.61800,27.64050,27.64050,17.07870,12.39700,0.03880,2.43620,1.49410,60.23600,1.68010,3.66340,0.56270,0.72110,36.38300,1.1815,-0.3609
2024-03-31,2311.37300,1315.80700,995.56580,,346.18800,649.37870,-194.96190,454.41690,74.87130,379.54560,379.54560,340.25670,995.56580,649.37870,491.60000,491.80000,0.69200,0.69200,0.60410,0.53570,1.28890,43.07250,28.09490,28.09490,19.66000,14.72100,0.04610,3.24500,1.63330,55.10260,2.28650,5.09300,0.75760,0.98990,36.11020,1.15760,-0.45670
2023-12-31,2122.50100,1216.03900,906.46260,,333.70700,572.75540,-165.01860,407.73610,87.75420,319.98190,319.98180,280.28900,903.14290,572.75490,486.30000,486.50000,0.57650,0.57750,0.67490,0.54170,1.28530,42.70730,26.98490,26.98490,19.21020,13.20560,0.04350,2.90020,1.57600,57.10700,1.98970,4.48160,0.65530,0.84850,35.23100,1.1206,-0.6746
2023-09-30,2026.47100,1084.41100,942.05920,,330.16800,611.89140,-211.66520,400.22610,68.56760,331.65850,331.65850,293.64820,943.37340,611.89140,487.40000,487.70000,0.60370,0.60370,0.71010,0.53880,1.28960,46.48770,30.19490,30.19490,19.74990,14.49060,0.04100,2.47450,1.64990,54.54950,2.02980,4.64700,0.67130,0.87160,35.92390,1.4305,-0.0183
2023-06-30,1929.41700,1115.70000,813.71730,,327.27200,486.44530,-192.64420,293.80100,36.44620,257.35480,257.35480,218.67720,815.72290,486.44530,485.40000,485.70000,0.45100,0.45000,0.78630,0.53940,1.27310,42.17430,25.21200,25.21200,15.22750,11.33390,0.04050,2.80900,1.64180,54.81880,1.60530,3.64130,0.53990,0.68760,35.44210,1.4477,0.0092
2023-03-31,2453.40500,1517.57800,935.82710,,322.29100,613.53590,-181.84320,431.69280,73.92000,357.77280,357.77280,323.03040,935.82710,613.53590,483.10000,483.40000,0.66530,0.66530,0.67660,0.53730,1.27940,38.14400,25.00750,25.00750,17.59570,13.16660,0.05140,3.60810,1.76920,50.87080,2.25540,5.29600,0.74890,0.97010,35.22490,1.39920,0.01220
2022-12-31,2352.08100,1481.33800,870.74270,,311.77000,558.97310,-169.31250,389.66100,78.08830,311.57270,311.57280,274.49440,887.31360,558.97290,478.60000,479.00000,0.57070,0.57070,0.64520,0.53490,1.26960,37.02010,23.76510,23.76500,16.56670,11.67030,0.04760,2.91350,1.30730,68.84300,1.90900,4.58730,0.63040,0.82480,36.43730,1.4159,-0.1931
2022-09-30,1956.10900,1098.73100,857.37780,,323.33600,534.04140,-199.97820,334.06320,49.80300,284.26020,284.26020,249.78120,843.45210,534.04140,479.40000,479.90000,0.52100,0.52100,0.62300,0.53370,1.26670,43.83080,27.30120,27.30120,17.07800,12.76930,0.03980,2.07830,1.41210,63.73680,1.73950,4.22210,0.57890,0.75370,36.61270,0.9467,-0.4326
2022-06-30,1947.57000,1140.19400,807.37610,,326.55200,480.82340,-180.89610,299.92730,41.50430,258.42300,258.42300,222.40040,804.73060,480.82340,477.80000,478.30000,0.46200,0.46200,0.63830,0.53240,1.23720,41.45560,24.68840,24.68840,15.40010,11.41940,0.04150,2.73170,1.50090,59.96380,1.63070,3.85740,0.55040,0.70590,35.76050,1.2255,-0.1102
2022-03-31,2238.51600,1383.37900,855.13700,,321.36700,533.76980,-170.55360,363.21600,52.90320,310.31280,310.31280,276.36000,855.13700,533.76980,475.70000,476.10000,0.58430,0.58430,0.63380,0.53740,1.25030,38.20110,23.84480,23.84480,16.22580,12.34570,0.04870,4.29410,1.67450,53.74600,2.02880,4.89050,0.67520,0.86590,34.75960,1.34830,-0.08790
2021-12-31,2054.50800,1235.91800,818.58980,,304.72200,513.86790,-164.85200,349.01610,53.41540,295.60060,295.60080,261.49530,824.18500,513.86800,470.90000,471.40000,0.54260,0.54660,0.56810,0.53470,1.23900,39.84360,25.01170,25.01170,16.98780,12.72790,0.04470,3.24050,1.70410,52.81380,1.92020,4.71760,0.64250,0.82410,35.14930,1.2384,-0.3058
2021-09-30,1744.50200,967.57920,776.92320,,301.87180,475.05130,-164.44080,310.61040,38.92560,271.68480,271.68480,234.34800,762.25150,475.05130,472.00000,472.50000,0.50000,0.49600,0.76630,0.54350,1.23250,44.53550,27.23130,27.23130,17.80510,13.43350,0.03840,2.29810,1.52920,58.85250,1.78660,4.43700,0.59860,0.75190,34.88370,1.1231,-0.1092
2021-06-30,1734.24600,980.29680,753.94920,,300.44020,453.50940,-173.42460,280.08480,39.08160,241.00320,241.00320,205.99260,763.02600,453.50940,470.20000,470.60000,0.43970,0.43970,0.87100,0.54190,1.23110,43.47420,26.15020,26.15020,16.15020,11.87790,0.03810,2.90120,1.55470,57.88730,1.56620,3.83320,0.52960,0.66080,35.46060,1.3123,-0.0201
2021-03-31,2005.30200,1183.91000,821.39210,,293.80600,527.58640,-159.53960,368.04680,55.28600,312.76080,312.76080,280.37900,821.39200,527.58640,467.80000,468.20000,0.60030,0.60030,0.65100,0.53520,1.22570,40.96100,26.30960,26.30960,18.35370,13.98190,0.04570,3.80460,1.80330,49.90940,2.11500,5.34700,0.71210,0.90470,34.23360,1.24660,-0.04220
2020-12-31,1796.21800,1031.07800,765.14040,,266.96800,498.17260,-166.71450,331.45850,43.80330,287.65520,287.65530,252.96470,752.66780,498.17300,464.80000,465.40000,0.54230,0.54230,0.62970,0.53610,1.22410,42.59730,27.73450,27.73450,18.45310,14.08320,0.04340,3.27300,1.75760,51.20550,2.06490,5.35120,0.69450,0.88120,32.43790,1.1054,-0.8027
2020-09-30,1592.23500,871.56270,720.67210,,268.75030,451.92150,-156.14560,295.77580,43.54060,252.23520,252.23520,219.20440,741.78370,451.92150,464.90000,465.50000,0.47290,0.47290,0.72850,0.53780,1.21610,45.26170,28.38280,28.38280,18.57610,13.76710,0.03760,2.53490,1.72160,52.27720,1.75650,4.70130,0.59560,0.74830,33.50940,1.1875,-0.2435
2020-06-30,1498.55600,803.02950,695.52610,,264.06950,431.45700,-155.84400,275.61300,41.84700,233.76600,233.76600,197.69100,686.88670,431.45700,464.60000,465.20000,0.42570,0.42570,0.70910,0.53000,1.18030,46.41310,28.79150,28.79150,18.39190,13.19210,0.03700,2.72130,1.69000,53.25470,1.65640,4.40220,0.57650,0.71890,32.89610,1.0925,0.0282
2020-03-31,1782.96900,1026.08300,756.88550,,266.21500,490.67070,-184.18790,306.48270,43.25060,263.23210,263.23210,232.65840,756.88560,490.67070,463.90000,464.60000,0.50000,0.50000,0.55180,0.52260,1.17400,42.45090,27.51990,27.51990,17.18950,13.04890,0.04190,3.65960,1.82800,49.23460,1.78320,4.91160,0.61910,0.78680,34.40790,0.94700,-0.83620
2019-12-31,1759.45900,978.24880,781.21070,3.40430,256.16920,525.04190,-164.21350,360.82850,50.43290,310.39550,310.39550,264.28590,779.49870,525.04160,436.80000,437.50000,0.59210,0.58970,0.61640,0.52140,1.15050,44.40060,29.84110,29.84110,20.50790,15.02090,0.04370,3.29470,1.80010,49.99700,2.22760,6.01380,0.77130,0.98000,32.71560,1.0776,-2.4294
