Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1273.30000,940.30000,333.00010,41.70000,180.70000,234.60000,98.40020,-28.50000,69.90000,22.60000,47.30000,47.30000,-2.70000,44.60000,170.60010,98.40020,66.60000,66.60000,0.67000,0.67000,1.96630,0.53840,1.26430,26.15250,7.72800,7.72800,5.48970,3.50270,0.21140,0.64200,2.54250,35.39780,2.32510,136.31090,0.78530,1.07330,30.77560,1.0248,0.505
2024-06-30,1443.90000,1052.90000,391.00000,43.00000,181.80000,232.70000,158.29990,-25.80000,132.50000,27.70000,104.80000,104.80000,-4.80000,100.00000,228.69990,158.29990,67.60000,67.60000,1.48000,1.48000,1.69650,0.54090,1.40400,27.07940,10.96340,10.96340,9.17650,6.92570,0.22580,0.69080,2.72430,33.03550,5.20460,253.13920,1.63860,2.38940,30.34720,3.0915,2.4306
2024-03-31,1365.00000,991.40000,373.60000,45.80000,203.70000,263.00000,110.60000,-23.60000,87.00000,18.60000,68.40000,68.40000,-0.40000,68.00000,180.00000,110.60000,68.30000,68.50000,0.99000,0.99000,1.67710,0.53640,1.37940,27.37000,8.10260,8.10260,6.37360,4.98170,0.20970,0.63760,2.21300,40.66810,3.33720,115.93220,1.05090,1.54700,30.27970,-2.23940,-2.99420
2023-12-31,1361.90000,997.50000,364.39980,42.40000,198.70000,256.10100,108.29920,-22.50000,85.80000,14.80000,71.00000,71.00000,-10.10000,60.90000,179.79920,108.29940,70.20000,70.50000,0.91000,0.89000,1.43240,0.48630,1.16430,26.75670,7.95210,7.95210,6.30000,4.47170,0.21860,0.67540,2.76140,32.59270,3.40140,90.21610,1.13960,1.74740,30.59490,3.9728,3.2578
2023-09-30,1593.60000,1148.90000,444.70000,45.20000,187.10000,248.60000,196.10000,-36.00000,160.10000,46.20000,113.90000,113.90000,-1.40000,112.50000,265.40000,196.10000,69.80000,70.00000,1.61000,1.61000,1.47140,0.48640,1.16550,27.90540,12.30550,12.30550,10.04640,7.05950,0.26120,0.79510,2.80460,32.08960,5.46070,145.28080,1.86690,2.80440,30.25570,2.8772,2.0554
2023-06-30,1702.30000,1230.00000,472.30000,48.90000,215.10000,277.90000,194.40000,-22.80000,171.60000,36.30000,135.30000,135.30000,-0.60000,134.70000,261.80000,194.40000,70.80000,70.90000,1.90000,1.90000,1.91740,0.53540,1.19460,27.74480,11.41980,11.41980,10.08050,7.91280,0.27060,0.82870,2.77020,32.48840,6.43860,91.79110,2.15100,2.99110,30.01790,3.7758,2.6836
2023-03-31,1743.60000,1238.00000,505.60000,48.70000,211.30000,269.50000,236.10000,-24.70000,211.40000,99.00000,112.40000,112.40000,-0.10000,112.30000,300.80000,236.10000,71.50000,71.80000,1.57000,1.56000,1.86180,0.53990,1.21710,28.99750,13.54100,13.54100,12.12430,6.44070,0.27730,0.82200,2.49800,36.02890,5.44970,116.96150,1.78740,2.50730,29.09400,-0.22010,-1.48470
2022-12-31,1582.70000,1154.40000,428.29990,50.90000,185.30000,236.70000,191.59990,-27.70000,163.90000,23.60000,140.30000,140.30000,1.40000,141.70000,254.89990,191.60020,74.80000,75.20000,1.97000,1.96000,1.80900,0.54230,1.22850,27.06140,12.10590,12.10590,10.35570,8.95310,0.25040,0.78460,2.91470,30.87760,6.86970,181.50110,2.21950,3.14410,28.61770,3.614,2.5417
2022-09-30,1698.20000,1199.30000,498.89990,50.40000,186.20000,261.20000,237.70000,-23.00000,214.70000,46.50000,168.20000,168.20000,-4.40000,163.80000,299.49990,237.70000,74.20000,74.50000,2.21000,2.20000,1.88140,0.54730,1.25140,29.37820,13.99720,13.99720,12.64280,9.64550,0.27730,0.83880,3.04500,29.55660,8.40580,503.59430,2.74620,3.80530,27.55740,2.2495,0.8513
2022-06-30,1835.60000,1299.20000,536.40000,50.20000,207.20000,257.40000,279.00010,-24.40000,254.60000,55.80000,198.80000,198.80000,-1.50000,197.30000,331.50010,279.00010,75.70000,76.10000,2.61000,2.59000,1.99260,0.55490,1.24810,29.22210,15.19940,15.19940,13.87010,10.74850,0.29770,0.94670,3.00430,29.95750,9.91720,-66309.84000,3.22390,4.41420,26.91750,3.7637,2.4961
2022-03-31,1695.70000,1212.10000,483.60000,51.40000,192.70000,244.10000,239.50000,-19.10000,220.40000,46.40000,174.00000,174.00000,0.20000,174.20000,293.10000,239.50000,76.90000,77.40000,2.26000,2.25000,2.10150,0.55790,1.26290,28.51920,14.12400,14.12400,12.99760,10.27300,0.27830,0.90070,2.55110,35.27920,8.78830,333.97410,2.85570,3.88560,25.93600,-1.83330,-3.10850
2021-12-31,1431.00000,1054.20000,376.79990,47.40000,207.50000,254.99900,121.80050,-20.20000,101.60000,-0.40000,102.00000,102.00000,-0.50000,101.50000,172.00050,121.80050,77.80000,78.40000,1.32000,1.30000,1.47320,0.48170,0.94890,26.33130,8.51160,8.51160,7.09990,7.09290,0.26380,0.87270,2.94870,30.52200,5.32860,-387.83210,1.88020,2.76180,24.88140,1.3878,0.3027
2021-09-30,1427.20000,1016.80000,410.40000,35.50000,165.90000,201.40000,208.99990,-25.60000,183.40000,38.80000,144.60000,144.60000,-1.50000,143.10000,252.29990,208.99990,77.70000,78.30000,1.84000,1.83000,2.34180,0.49150,0.98980,28.75560,14.64410,14.64410,12.85030,10.02660,0.27550,1.08110,3.16380,28.44660,7.81750,16.87870,2.79120,3.97540,23.98030,1.5846,0.7012
2021-06-30,1554.80000,1093.30000,461.50000,37.50000,173.60000,211.30000,250.20010,-15.60000,234.60000,55.20000,179.40000,179.40000,,179.40000,293.20010,250.20010,78.00000,78.50000,2.30000,2.29000,1.58870,0.31980,0.49480,29.68230,16.09210,16.09210,15.08880,11.53850,0.37570,1.30920,3.08920,29.13370,10.13850,22.45590,4.33490,6.89600,22.81640,4.2437,3.3883
2021-03-31,1433.20000,1015.90000,417.29990,34.10000,150.80000,185.40000,231.89990,-15.10000,216.80000,47.40000,169.40000,169.40000,-0.10000,169.30000,273.49990,231.89990,78.20000,78.80000,2.17000,2.15000,1.62600,0.35420,0.57510,29.11670,16.18060,16.18060,15.12700,11.81270,0.36350,1.32690,2.65850,33.85360,10.31290,25.07400,4.29600,6.66010,21.07490,0.10530,-0.38580
