Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.91400,5.21600,-18.13000,2.57300,-15.55700,-15.55700,-15.55700,-15.55700,-18.04400,-18.13000,56.50800,56.50800,-0.28000,-0.28000,5.55470,-15.96800,-15.96800,-11.28170,-15.96800,1.72370,-0.1848,-0.1839
2024-06-30,12.55600,9.57400,-22.13000,2.22100,-19.90900,-19.90900,-19.90900,-19.90900,-22.04400,-22.13000,55.15500,55.15500,-0.36000,-0.36000,6.87420,-17.93270,-17.93260,-13.27390,-17.93260,1.96820,-0.2421,-0.2415
2024-03-31,13.54500,6.70100,-20.24600,2.02100,-18.22500,-18.22500,-18.22500,-18.22500,-20.16000,-20.24600,51.80900,51.80900,-0.35000,-0.35000,7.04910,-17.47260,-17.47260,-12.78760,-17.47260,1.98570,-0.40920,-0.40920
2023-12-31,15.28900,5.56600,-20.85500,1.44700,-19.40800,-19.40800,-19.40800,-19.40800,-20.76900,-20.85500,43.95500,43.95500,-0.34000,-0.34000,6.82250,-16.62550,-16.62560,-12.23960,-16.62560,2.26030,-0.4821,-0.4819
2023-09-30,16.15400,7.85800,-24.01200,1.00500,-23.00700,-23.00700,-23.00700,-23.00700,-23.89700,-24.01200,50.94300,50.94300,-0.45000,-0.45000,9.76030,-17.12890,-17.12890,-13.34650,-17.12890,2.60130,-0.0937,-0.0951
2023-06-30,13.15400,6.87800,-20.03200,0.88000,-19.15200,-19.15200,-19.15200,-19.15200,-19.91800,-20.03200,36.51600,36.51600,-0.52000,-0.52000,6.69100,-23.29960,-23.29960,-15.97610,-23.29960,2.24990,-0.393,-0.3904
2023-03-31,14.75300,6.80800,-21.56100,0.68600,-20.87500,-20.87500,-20.87500,-20.87500,-21.43900,-21.56100,36.48400,36.48400,-0.57000,-0.57000,8.40480,-21.25980,-21.25980,-15.39660,-21.25980,2.68930,-0.54900,-0.54900
2022-12-31,14.60900,7.24300,-21.85200,3.02400,-18.82800,-18.82800,-21.07800,-21.07800,-21.72600,-21.85200,36.32600,36.32600,-0.59000,-0.59000,8.36810,-18.21860,-18.21860,-13.48950,-18.21860,3.17550,-0.6049,-0.6046
2022-09-30,15.84700,6.27700,-22.12400,0.47000,-21.65400,-21.65400,-21.65400,-21.65400,-21.99500,-22.12400,36.34600,36.34600,-0.60000,-0.60000,7.14080,-16.25300,-16.25300,-12.00230,-16.25300,3.66360,-0.4515,-0.4513
2022-06-30,16.19500,6.97800,-23.17300,0.24300,-22.93000,-22.93000,-22.93000,-22.93000,-23.04500,-23.17300,36.29400,36.29400,-0.63000,-0.63000,8.55360,-15.04880,-15.04880,-11.53220,-15.04880,4.19570,-0.4973,-0.5026
2022-03-31,17.78600,7.89300,-25.67900,0.17200,-25.50700,-25.50700,-25.50700,-25.50700,-25.55400,-25.67900,36.27100,36.27100,-0.70000,-0.70000,9.67200,-14.78150,-14.78150,-11.62150,-14.78150,4.75530,-0.78850,-0.78870
