Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,88.92200,31.83010,57.09190,7.10800,17.48620,24.59430,32.49770,7.97040,40.46810,1.28720,39.18090,39.18090,39.85480,32.49770,32.49770,160.94400,183.35400,0.25000,0.22000,6.47230,64.20450,36.54630,36.54630,45.50960,44.81990,0.11630,,,5.84960,5.85800,5.12630,5.84960,,0,0
2024-06-30,81.19750,29.02570,52.17180,6.48160,16.06840,22.55000,29.62180,7.52320,37.14500,5.79360,31.35140,31.35140,31.64390,29.62180,29.62180,160.72200,183.53600,0.20000,0.17000,6.95370,64.25300,36.48110,36.48110,45.74650,38.97150,0.11350,,,4.95040,4.95830,4.38410,4.95040,,0,0
2024-03-31,78.72860,28.57130,50.15730,6.26230,14.74780,21.01000,29.14720,5.42410,34.57130,3.48320,31.08810,31.08810,31.59410,29.14720,29.14720,160.37900,183.26000,0.20000,0.17000,7.46300,63.70920,37.02240,37.02240,43.91200,40.13040,0.11790,,,5.19910,5.20850,4.65430,5.19910,,0.00000,
2023-12-31,80.92520,30.57170,50.35360,5.41130,21.65660,27.06790,23.28570,6.90560,30.19130,0.53930,29.65200,29.65200,31.18550,23.28570,23.28570,159.26500,181.80000,0.19000,0.18000,7.55480,62.22230,28.77430,28.77430,37.30760,38.53610,0.12670,738.99600,0.12180,5.26990,5.28050,4.64070,5.26990,,0.7663,0.7577
2023-09-30,85.18740,27.77220,57.41510,6.39640,18.61820,25.01460,32.40050,3.53920,35.93970,0.70870,35.23100,35.23100,36.22510,32.40050,32.40050,160.55500,183.11200,0.23000,0.20000,8.15950,67.39870,38.03440,38.03440,42.18900,42.52400,0.14170,762.88330,0.11800,6.66530,6.68050,5.85980,6.66530,,0,0
2023-06-30,79.24640,28.33080,50.91560,6.58610,20.39710,26.98320,23.93240,5.15710,29.08960,0.82110,28.26840,28.26840,29.47060,23.93240,23.93240,158.87200,180.75300,0.19000,0.16000,7.71200,64.24970,30.20000,30.20000,36.70770,37.18850,0.13870,580.10040,0.15510,5.67170,5.68590,4.94590,5.67170,,0,0
2023-03-31,73.51860,27.85250,45.66610,7.41120,21.51940,28.93050,16.73560,3.78780,20.52340,0.61640,19.90710,19.90710,20.46170,16.73560,16.73560,157.97600,180.51800,0.13000,0.11000,8.22310,62.11510,22.76370,22.76370,27.91600,27.83190,0.13880,,,4.27350,4.28540,3.75700,4.27350,,0.00000,
2022-12-31,75.11380,27.43950,47.67430,5.37630,27.29490,32.67120,15.00310,1.97780,16.98090,0.41630,16.56450,16.56450,16.76250,15.00310,15.00310,153.52700,176.64000,0.10000,0.09000,7.40850,63.46940,19.97380,19.97380,22.60680,22.31620,0.14830,,,3.76580,3.77720,3.27140,3.76580,2.77880,0.6768,0.5921
2022-09-30,80.06170,29.56830,50.49340,5.48790,20.51900,26.00690,24.48650,0.72410,25.21060,0.78900,24.42160,24.42160,24.62800,24.48650,24.48650,155.19100,177.34800,0.16000,0.14000,8.02570,63.06810,30.58450,30.58450,31.48900,30.76130,0.16870,710.52860,0.12670,5.85970,5.85970,5.14480,5.85970,,0,0
2022-06-30,76.09080,29.27240,46.81850,7.72670,18.15410,25.88070,20.93770,0.19600,21.13360,0.78020,20.35340,20.35340,20.58990,20.93770,20.93770,151.38500,175.14700,0.14000,0.12000,8.50080,61.52970,27.51670,27.51670,27.77420,27.05960,0.17240,,,5.21920,5.21920,4.61030,5.21920,,0,0
2022-03-31,72.33730,27.52800,44.80930,5.98460,20.55430,26.53890,18.27040,0.04140,18.31180,0.61340,17.69830,17.69830,17.77650,18.27040,18.27040,150.15800,176.54900,0.12000,0.10000,9.21360,61.94490,25.25720,25.25720,25.31440,24.57440,0.17810,,,4.88940,4.88940,4.35700,4.88940,,0.00000,
2021-12-31,67.55680,23.92880,43.62810,3.91640,21.44830,25.36460,18.26340,1.58840,19.85180,0.79440,19.05740,19.05740,19.06370,18.26340,18.26340,148.74000,179.89900,0.14000,0.11000,8.41330,64.57980,27.03410,27.03410,29.38530,28.21870,0.17740,,,5.67390,5.67390,5.00450,5.67390,2.24550,0.8018,0.7935
2021-09-30,71.30890,23.41440,47.89450,3.86000,18.29760,22.15760,25.73690,0.00680,25.74370,0.41770,25.32600,25.32600,25.32600,25.73690,25.73690,149.87380,180.23280,0.17000,0.14000,9.31800,67.16480,36.09210,36.09210,36.10170,35.51590,0.20480,,,8.14140,8.14140,7.27300,8.14140,,0,0
2021-06-30,66.62010,23.80130,42.81880,3.16720,20.85710,24.02430,18.79450,-0.03350,18.76110,0.37980,18.38120,18.38120,18.38120,18.79450,18.79450,148.25000,182.41200,0.12000,0.10000,9.86140,64.27310,28.21150,28.21150,28.16130,27.59110,0.20540,,,6.30380,6.30380,5.66810,6.30380,,0,0
2021-03-31,67.64910,24.00050,43.64860,3.34260,20.07310,23.41570,20.23290,0.02480,20.25770,0.42800,19.82980,19.82980,19.82980,20.23290,20.23290,147.31920,180.04510,0.13000,0.11000,11.23550,64.52210,29.90860,29.90860,29.94530,29.31270,0.23090,,,7.42420,7.42420,6.76710,7.42420,,0.00000,
