Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,19.23200,19.23200,4.55600,-0.63800,12.45900,-9.60600,2.85300,2.85300,2.85300,2.85300,11.36500,14.03800,41.37500,41.37500,0.07000,0.07000,0.74290,0.20510,0.25800,100.00000,64.78270,72.99290,14.83470,14.83470,0.02520,5.31200,16.94280,0.47750,0.47750,0.37440,0.37960,14.44930,-0.46670,-0.46670
2021-12-31,17.31660,17.31660,5.89690,1.39840,10.92870,8.37660,19.30530,19.30530,19.30530,19.30530,10.73840,12.81810,34.18300,34.18300,0.51000,0.51000,0.89570,0.11590,0.13110,100.00000,63.11110,74.02210,111.48450,111.48450,0.02350,7.30970,12.31250,3.18470,3.18470,2.61470,2.81550,14.64910,-1.9412,-1.9412
2021-09-30,18.61010,18.61010,5.84820,-1.20790,10.74110,-0.51010,10.23110,10.23110,10.23110,10.23110,9.79210,11.55400,33.16000,33.16000,0.31000,0.31000,0.51830,0.13510,0.15620,100.00000,57.71670,62.08460,54.97590,54.97590,0.02860,5.58330,16.11950,2.02920,2.02920,1.57100,1.75510,14.60140,-0.5406,-0.5406
2021-06-30,18.74560,18.74560,5.77360,-0.86970,11.34050,-4.62910,6.71130,6.71130,6.71130,6.71130,10.72920,12.10230,32.39600,32.39600,0.21000,0.21000,0.46440,0.19490,0.24200,100.00000,60.49670,64.56070,35.80220,35.80220,0.03020,7.61120,11.82480,1.40480,1.40480,1.08010,1.13100,14.61420,0.1884,0.1884
2021-03-31,16.42280,16.42280,3.86930,-0.34380,11.48170,-2.11040,9.37130,9.37130,9.37130,9.37130,10.15430,12.20970,31.50500,31.50500,0.30000,0.30000,0.78370,0.19610,0.24400,100.00000,69.91350,74.34580,57.06300,57.06300,0.02650,6.09490,14.76650,1.97930,1.97930,1.51220,1.59100,14.77170,0.50170,0.50170
2020-12-31,16.78840,16.78840,4.50910,-0.78050,11.03000,9.71940,20.74940,20.74940,20.74940,20.74940,9.10760,11.49880,27.61700,27.61700,0.72000,0.72000,2.74500,0.17280,0.20890,100.00000,65.70020,68.49270,123.59410,123.59410,0.02620,5.51990,16.30450,4.45030,4.45030,3.24270,3.68120,14.84190,-3.8512,-3.8512
2020-09-30,14.21570,14.21570,3.89610,-0.38930,9.52260,1.38640,10.90900,10.90900,10.90900,10.90900,7.52780,9.93030,27.27200,27.27200,0.40000,0.40000,0.72310,0.08450,0.09230,100.00000,66.98620,69.85420,76.73920,76.73920,0.02710,5.93800,15.15670,2.74510,2.74510,2.08220,2.51320,14.45780,-0.9823,-0.9823
2020-06-30,11.80110,11.80110,3.44740,-0.45670,7.87380,5.70040,13.57430,13.57430,13.57430,13.57430,5.77590,7.89690,26.64600,26.64600,0.51000,0.51000,1.44750,0.05850,0.06210,100.00000,66.72150,66.91710,115.02610,115.02610,0.02560,5.23180,17.20240,3.49620,3.49620,2.94570,3.29180,14.41400,-1.2682,-1.2682
2020-03-31,14.82090,14.82090,4.60140,-0.41150,9.64360,-7.89630,1.74720,1.74720,1.74720,1.74720,7.69180,9.80800,25.88700,25.88700,0.07000,0.07000,3.58420,,,100.00000,65.06770,66.17700,11.78910,11.78910,0.03430,6.73860,13.35600,0.46420,0.46420,0.40490,0.46420,14.25350,2.26020,2.26020
2019-12-31,14.75830,14.75830,5.03000,0.30160,9.50510,-1.02970,8.47530,8.47530,8.47530,8.47530,5.90150,10.03000,18.70100,18.70100,0.29000,0.29000,9.00610,0.13760,0.15950,100.00000,64.40470,67.96140,57.42750,57.42750,0.02860,6.29340,14.30080,2.25220,2.25220,1.64160,1.94240,14.57960,-2.5019,-2.5019
2019-09-30,11.83450,11.83450,3.49340,-0.42320,7.50470,-2.78340,4.72140,4.72140,4.72140,4.72140,5.20880,7.91780,19.99000,19.99000,0.24000,0.24000,1.11880,0.17820,0.21680,100.00000,63.41420,66.90460,39.89490,39.89490,0.02790,4.31700,20.84760,1.60010,1.60010,1.11440,1.31500,14.51830,-1.7304,-1.7304
2019-06-30,16.39600,16.39600,4.39580,-0.53730,11.37000,-2.75380,8.61620,8.61620,8.61620,8.61620,8.63700,11.46290,15.72800,15.72800,0.55000,0.55000,1.81070,,,100.00000,69.34630,69.91290,52.55060,52.55060,0.04200,1.83130,49.14420,2.94740,2.94740,2.20480,2.94740,14.76450,-2.8109,-2.8109
2019-03-31,12.15030,12.15030,3.55770,-0.36300,8.07400,-2.24050,5.83350,5.83350,5.83350,5.83350,5.10830,8.22960,14.75100,14.75100,0.40000,0.40000,1.56490,0.02760,0.02840,100.00000,66.45110,67.73150,48.01120,48.01120,0.03830,9.37560,9.59940,2.45120,2.45120,1.83950,2.38360,15.13130,-0.09950,-0.09950
2018-12-31,7.46040,7.46040,2.48570,-0.42350,4.27350,0.29290,4.56640,4.56640,4.56640,4.56640,3.13840,4.55120,9.30100,9.30100,0.44000,0.44000,2.03490,0.26180,0.35470,100.00000,57.28320,61.00450,61.20900,61.20900,0.02420,5.90850,15.23240,2.72830,2.73050,1.48150,2.01390,15.13700,-10.875,-10.875
2018-09-30,5.51610,5.51610,1.99000,-0.23220,3.10490,0.49360,3.59860,3.59860,3.59860,3.59860,2.17730,3.29390,8.86500,8.86500,0.41000,0.41000,14.23660,,,100.00000,56.28880,59.71490,65.23800,65.23800,0.02630,3.81110,23.61540,2.20030,2.20030,1.71880,2.20030,15.06780,-5.3262,-5.3262
2018-06-30,4.40900,4.40900,1.54410,-0.17220,2.64820,-0.45900,2.18920,2.18920,2.18920,2.18920,1.43950,2.69270,8.69200,8.69200,0.25000,0.25000,0.04150,0.10320,0.11500,100.00000,60.06360,61.07250,49.65270,49.65270,0.02110,6.92100,13.00400,1.67910,1.67910,1.04860,1.50590,14.91910,-1.9018,-1.9018
2018-03-31,3.37060,3.37060,1.49070,-0.17860,1.67970,-0.27640,1.40330,1.40330,1.40330,1.40330,0.94510,1.70140,8.66800,8.66800,0.16000,0.16000,0.26720,,,100.00000,49.83500,50.47690,41.63420,41.63420,0.02330,7.62910,11.79690,1.09250,1.09250,0.96810,1.09250,14.81810,-0.48970,-0.48970
2017-12-31,1.90840,1.90840,1.26220,-0.19980,0.44640,0.40390,0.85030,0.85030,0.85030,0.85030,-0.06320,0.44640,2.79500,2.79500,3.18000,3.18000,0.44590,,,100.00000,23.39140,23.39140,44.55520,44.55520,0.01280,5.35960,16.79240,0.66930,0.66930,0.56950,0.66930,14.65630,-20.7066,-20.7066
2017-09-30,1.15010,1.15010,1.25460,-0.06060,-0.16510,-0.00060,-0.16570,-0.16570,-0.16570,-0.16570,-0.46170,-0.16510,3.55200,3.55200,-0.05000,-0.05000,22.45080,,,100.00000,-14.35480,-14.35480,-14.41010,-14.41010,0.01410,5.05930,17.78900,-0.20410,-0.20410,-0.20360,-0.20410,14.32430,7.7464,7.7464
2017-06-30,0.12800,0.12800,1.19460,-0.17380,-1.24040,0.00180,-1.23860,-1.23860,-1.23860,-1.23860,-1.24040,-1.24040,1.22900,1.22900,-1.01000,-1.01000,20.22630,,,100.00000,-969.03150,-969.03150,-967.60740,-967.60730,0.00310,0.60770,148.09110,-2.99490,-2.99490,-2.97630,-2.99490,13.77610,-29.7603,-29.7603
2017-03-31,0.00330,0.00330,0.84290,-0.04280,-0.88250,0.00020,-0.88230,-0.88230,-0.88230,-0.88230,-0.88250,-0.88250,0.33500,0.33500,-2.63000,-2.63000,5.44170,,,100.00000,-26838.84000,-26838.84000,-26833.85000,-26833.85000,0.00120,,,-34.00810,-34.00810,-31.05840,-34.00810,,0.51690,0.51690
2016-12-31,,,,,,,,,,,,,0.01100,0.01100,,0.00000,1.67250,,,,,,,,,,,,,,,,-298.0908,-298.0908
2016-09-30,,,,,,,,,,,,,0.00200,0.00200,,0.00000,,,,,,,,,,,,,,,,12.50000,0,0
2016-06-30,,,,,,,,,,,,,0.00200,0.00200,,0.00000,,,,,,,,,,,,,,,,,0,0
2016-03-31,,,,,,,,,,,,,0.00200,0.00200,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2015-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
