Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,23.42300,8.12000,-31.54300,2.05400,-29.48900,-29.48900,-29.48900,-29.48900,-31.46000,-31.54300,33.06300,33.06300,-0.89000,-0.89000,5.94590,0.00660,0.01080,,,,,,-21.16550,-21.16550,-16.96090,-21.02510,4.21460,-0.5366,-0.5391
2024-06-30,,,16.56000,6.99000,-23.55000,2.31200,-21.23800,-21.23800,-21.23800,-21.23800,-23.88000,-23.55000,33.00200,33.00200,-0.64000,-0.64000,9.38440,0.00630,0.00980,,,,,,-12.87560,-12.87560,-11.06110,-12.79470,4.99240,-0.5298,-0.5352
2024-03-31,,,15.74200,7.54900,-23.29100,1.60900,-21.68200,-21.68200,-21.68200,-21.68200,-22.81500,-23.29100,27.98000,27.98000,-0.77000,-0.77000,9.15810,0.00630,0.00920,,,,,,-11.85130,-11.85130,-10.16960,-11.77700,5.55610,-0.53130,-0.53800
2023-12-31,,,8.21000,6.76500,-14.97500,0.78700,-14.18800,-14.18800,-14.18800,-14.18800,-14.89800,-14.97500,5.35400,5.35400,19.84000,19.84000,7.21000,0.01090,0.01550,,,,,,-12.49660,-12.49660,-10.14830,-12.36080,4.26090,16.8624,16.8667
2023-09-30,,,17.24600,3.02700,-20.27300,0.16500,-20.10800,-20.10800,-20.10800,-20.10800,-20.19500,-20.27300,1.62700,1.62700,-12.36000,-12.36000,1.68760,-0.00840,-0.03700,,,,,,12.35080,12.35080,-36.74440,12.45410,-98.01810,-8.4896,-8.4913
2023-06-30,,,11.23600,2.73900,-13.97500,0.53400,-13.44100,-13.44100,-13.44100,-13.44100,-14.30600,-13.97500,1.62000,1.62000,-8.30000,-8.30000,,,,,,,,,,,,,,-8.0799,-8.104
2023-03-31,,,16.43800,2.85200,-19.29000,0.63300,-18.65700,-18.65700,-18.65700,-18.65700,-18.84300,-19.29000,1.61100,1.61100,-11.58000,-11.58000,,,,,,,,,,,,,,-11.40530,-11.40530
2022-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,23.0883,23.482
2022-09-30,0.53100,0.53100,15.36200,2.65100,-17.48200,0.42700,-17.05500,-17.05500,-17.05500,-17.05500,-17.48200,-17.48200,1.64300,1.64300,-10.38000,-10.38000,,,,100.00000,-3292.27900,-3292.27900,-3211.86500,-3211.86500,,,,,,-23.0883,-23.482
