Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,51.63200,17.28600,34.34600,10.39700,39.97500,50.37200,-16.02600,-13.49800,-29.52400,-29.52400,-29.52400,-29.52400,-15.55300,-16.02600,194.93000,194.93000,-0.15000,-0.15000,1.85420,-2.45060,-0.71020,66.52080,-31.03890,-31.03890,-57.18160,-57.18160,0.16440,0.21580,0.76130,118.22430,7.97500,7.97370,-9.39910,27.51870,-1.87510,-0.189,-0.1899
2024-06-30,73.83400,15.60900,58.22500,11.46100,44.18500,55.64600,2.57900,-64.50400,-61.92500,-61.92500,-61.92500,-61.92500,3.03100,2.57900,188.79400,188.79400,-0.33000,-0.33000,1.96820,-3.21090,-0.76250,78.85930,3.49300,3.49300,-83.87060,-83.87060,0.20960,0.18480,1.22320,73.57590,17.99000,17.98700,-17.57640,75.75390,-1.76860,-0.0368,-0.0373
2024-03-31,137.73500,10.07500,127.66000,13.40300,41.98800,55.39100,72.26900,-11.24700,61.02200,61.02200,61.02200,61.02200,72.70600,72.26900,169.25900,189.64100,0.36000,0.34000,2.22240,-8.12130,-0.89040,92.68520,52.46960,52.46960,44.30390,44.30390,0.36920,0.13780,2.52210,35.68510,-20.73480,-20.73080,16.35720,-189.12740,-1.56660,0.28380,0.28350
2023-12-31,32.25000,11.45200,20.79800,17.74200,45.42300,63.16500,-42.36700,-13.97700,-56.34400,-56.34400,-56.34400,-56.34400,-41.93000,-42.36700,103.10700,103.10700,-0.41000,-0.41000,1.28700,-1.35260,-0.57490,64.48990,-131.37040,-131.37050,-174.71000,-174.71010,0.15670,0.17450,0.66500,135.33210,12.38350,12.38190,-27.37860,29.13370,-3.78520,-0.4341,-0.4341
2023-09-30,33.96900,13.37700,20.59200,14.88500,33.24000,48.12500,-27.53300,-13.71700,-41.25000,-41.25000,-41.25000,-41.25000,-27.08000,-27.53300,111.86900,111.86900,-0.37000,-0.37000,1.58470,-1.75470,-0.63700,60.62000,-81.05330,-81.05330,-121.43420,-121.43420,0.15350,0.26010,0.79700,112.92860,10.06090,10.05950,-18.63940,27.71450,-3.65630,-0.1558,-0.1558
2023-06-30,25.78600,6.78600,19.00000,22.09900,33.95900,56.05800,-37.05800,-12.87700,-49.93500,-49.93500,-49.93500,-49.93500,-36.65800,-37.05800,109.24400,109.24400,-0.46000,-0.46000,2.16590,-2.34390,-0.70100,73.68340,-143.71370,-143.71370,-193.65160,-193.65160,0.10990,0.14860,0.63200,142.39940,13.42420,13.42220,-21.28280,44.88940,-3.68770,-0.0311,-0.0311
2023-03-31,24.32900,11.65200,12.67700,31.38100,29.90100,61.28200,-48.60500,-13.11400,-61.71900,-61.71900,-61.71900,-61.71900,-48.44600,-48.60500,78.44000,78.44000,-0.79000,-0.79000,2.62450,-3.75380,-0.78960,52.10650,-199.78210,-199.78210,-253.68490,-253.68490,0.09660,0.29610,0.66810,134.70960,18.72190,18.71870,-24.50930,89.00030,-3.77870,-0.69300,-0.69300
2022-12-31,18.81800,4.16000,14.65800,33.03300,24.13800,57.17100,-42.51300,-12.97400,-55.48700,-55.48700,-55.48700,-55.48700,-42.26700,-42.51300,66.40700,66.40700,-0.73000,-0.73000,2.67240,-4.06860,-0.80270,77.89350,-225.91670,-225.91680,-294.86150,-294.86130,0.07590,0.11820,0.55790,161.31420,17.13740,17.13440,-22.37930,86.86270,-4.34190,-0.6807,-0.6807
2022-09-30,18.98000,6.50600,12.47400,29.14300,24.95400,54.09700,-41.62300,-13.49400,-55.11700,-55.11700,-55.11700,-55.11700,-40.94400,-41.62300,67.80600,67.80600,-0.81000,-0.81000,3.17910,-7.49680,-0.88230,65.72180,-219.29920,-219.29920,-290.39510,-290.39520,0.06070,0.22020,0.60280,149.31560,18.74090,18.73730,-17.61900,159.23780,-4.09920,-0.5361,-0.5361
2022-06-30,18.84100,9.17600,9.66500,32.43200,29.60900,62.04100,-52.37600,-13.94800,-66.32400,-66.32400,-66.32400,-66.32400,-51.62500,-52.37600,63.22700,63.22700,-1.05000,-1.05000,3.06870,-7.94290,-0.88820,51.29770,-277.98950,-277.98950,-352.01950,-352.01950,0.06200,0.31390,0.67670,133.00570,22.73720,22.73290,-21.81850,203.33550,-4.51570,-0.7762,-0.7762
