Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,88.83200,51.17100,37.66100,39.34900,,59.47700,-21.81600,-8.23800,-30.05400,0.58500,-30.63900,-30.63900,,-23.60200,-0.73700,-21.81600,70.04500,70.04500,-0.34000,-0.34000,1.36350,0.71600,2.67950,42.39580,-24.55870,-24.55870,-33.83240,-26.56930,0.18530,1.54220,58.35940,-29.79120,13.04910,-6.39230,-8.46190,1.12200,0.0008,0.0003
2024-06-30,94.58100,55.79800,38.78300,47.92600,,67.86900,-29.08600,-5.93700,-35.02300,-0.17800,-34.84500,-34.84500,,-26.37300,-8.15600,-29.08600,69.38300,69.38300,-0.38000,-0.38000,1.46110,0.67070,2.16280,41.00510,-30.75250,-30.75250,-37.02960,-27.88400,0.18500,1.52760,58.91620,-26.95330,15.40140,-6.81450,-8.87510,1.42910,0.1491,0.1491
2024-03-31,84.91700,53.69800,31.21900,37.21100,,57.01500,-25.79600,11.95700,-13.83900,-0.04800,-13.79100,-13.79100,,-10.53700,-4.96200,-25.79600,67.78100,67.78100,-0.16000,-0.16000,1.79140,0.62610,1.77540,36.76410,-30.37790,-30.37790,-16.29710,-12.40860,0.16300,1.61030,55.89160,-8.59760,6.47820,-2.64670,-3.21470,1.78550,-0.23590,-0.23590
2023-12-31,96.12100,58.55000,37.57100,36.91300,,56.65200,-19.08100,-15.10500,-34.18600,-8.75600,-25.43000,-25.43000,-11.10100,-27.62800,2.51800,-19.08100,91.45400,91.45400,-0.36000,-0.36000,2.33750,0.66380,2.06420,39.08720,-19.85100,-19.85100,-35.56560,-28.74290,0.15880,1.71360,52.52100,-15.01940,11.47990,-4.20000,-5.05020,1.93800,-0.2079,-0.2123
2023-09-30,87.81800,50.58500,37.23300,38.50300,,58.08700,-20.85400,-6.19000,-27.04400,-1.11600,-25.92800,-25.92800,-137.20900,-131.49000,124.29700,-20.85400,94.35900,94.35900,-1.39000,-1.39000,0.38090,0.61740,1.67700,42.39790,-23.74680,-23.74680,-30.79550,-149.73010,0.09470,1.47860,60.86870,-10.78190,15.34850,-2.79530,-4.12510,2.07720,-0.077,-0.0816
2023-06-30,96.91400,56.65700,40.25700,42.39400,,62.08200,-21.82500,-14.35200,-36.17700,-6.67000,-29.50700,-29.50700,-13.48400,-34.30100,9.16000,-21.82500,93.79900,93.79900,-0.37000,-0.37000,0.45320,0.49680,1.02540,41.53890,-22.52000,-22.52000,-37.32900,-35.39320,0.08990,1.54350,58.30950,-7.43350,5.21200,-2.73670,-3.74060,3.44820,0.0769,0.0678
2023-03-31,121.11800,82.95300,38.16500,43.00200,,62.39400,-24.22900,-9.99300,-34.22200,-3.82900,-30.39300,-30.39300,-12.53300,-33.80200,5.14500,-24.22900,92.77100,92.77100,-0.36000,-0.36000,0.48910,0.47600,0.94280,31.51060,-20.00450,-20.00450,-28.25510,-27.90830,0.10960,1.74730,51.50940,-6.97600,5.49910,-2.75100,-3.65570,3.79970,-0.06250,-0.07020
2022-12-31,69.42900,54.68000,14.74900,17.49000,,46.63300,-31.88410,0.58400,-31.30000,-23.78100,-7.51900,-7.51900,-42.88200,-26.88900,34.44690,-31.88410,89.31000,89.31000,0.13000,0.17000,0.59940,0.45910,0.88070,21.24320,-45.92330,-45.92330,-45.08200,-38.72880,0.05980,0.86320,104.25790,-1.59750,-77.87600,-0.64790,-0.86410,4.14980,0.0431,0.0388
2022-09-30,156.89500,111.21700,45.67800,41.84200,,400.87400,-355.19600,-14.22200,-369.41800,-69.79600,-299.62200,-299.62200,-14.07700,-241.69700,20.66700,-355.19600,91.00200,91.00200,-2.66000,-2.66000,0.61730,0.43740,0.80630,29.11370,-226.39090,-226.39090,-235.45560,-154.05020,0.12910,1.98990,45.22860,-57.90320,54.02240,-24.64490,-32.57730,4.56960,0.0826,0.0726
2022-06-30,219.79700,152.55800,67.23900,66.25800,,98.35200,-31.11300,-3.18500,-34.29800,-0.45400,-33.84400,-33.84400,,-25.73700,0.98100,-31.11300,89.70100,91.18200,-0.29000,-0.33000,0.73780,0.33010,0.51090,30.59140,-14.15530,-14.15530,-15.60440,-11.70940,0.13700,2.34670,38.35170,-4.10790,5.48130,-2.10940,-2.75180,7.31260,0.294,0.2859
