Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,399.26500,277.89900,121.36600,81.20400,,84.22700,37.13900,-1.01600,36.12300,9.26700,26.85600,26.85600,-22.77100,3.81000,45.94300,37.13900,21.71600,22.15400,0.18000,0.17000,2.25010,0.17660,0.21860,30.39740,9.30180,9.30180,9.04740,0.95430,0.29560,0.55250,1.83880,48.94420,4.10990,6.20400,1.98850,3.38400,30.08350,3.9868,3.48
2024-06-30,389.82900,278.38200,111.44700,83.88500,-0.01700,86.46100,24.98600,-0.55300,24.43300,6.10900,18.32400,18.32400,-0.91700,17.06300,32.42400,24.98600,21.76800,22.18600,0.78000,0.77000,2.45860,0.23690,0.31820,28.58870,6.40950,6.40950,6.26760,4.37700,0.28370,0.54780,1.62890,55.25120,2.80050,4.23920,1.33330,2.13700,30.13640,1.5864,1.0032
2024-03-31,331.40300,241.88100,89.52200,74.73300,0.02200,74.90300,14.61900,-1.24800,13.37100,3.34200,10.02900,10.02900,-1.03900,8.82400,22.04000,14.61900,21.92400,22.37300,0.40000,0.39000,2.66180,0.24260,0.32800,27.01300,4.41130,4.41130,4.03470,2.66260,0.24520,0.46450,1.62500,55.38450,1.53090,2.32960,0.74200,1.15940,29.89510,-2.04340,-2.49420
2023-12-31,290.75600,209.22600,81.53000,70.32600,0.00200,71.58290,9.94710,-2.95400,6.99300,-0.28800,7.28100,7.28100,-0.79500,6.43400,17.62910,9.94700,21.71600,22.16100,0.29000,0.29000,2.44600,0.18850,0.24000,28.04070,3.42110,3.42110,2.40510,2.21290,0.22490,0.41260,1.81400,49.61340,1.11870,1.71790,0.56310,0.90780,29.69720,0.538,0.0538
2023-09-30,386.41300,271.65300,114.76000,79.78100,0.00400,79.95400,34.80600,-1.88900,32.91700,7.99500,24.92200,24.92200,-18.20000,6.65900,42.26000,34.80600,21.72700,22.25400,0.31000,0.30000,2.04210,0.12850,0.22870,29.69880,9.00750,9.00750,8.51860,1.72330,0.29730,0.56620,1.85730,48.45790,3.86100,5.97980,1.91720,3.36490,29.70700,4.1968,3.8176
2023-06-30,353.07500,251.80600,101.26900,73.84300,0.04600,74.09100,27.17800,-2.48100,24.69700,6.28900,18.40800,18.40800,-9.22100,9.13700,34.34900,27.17800,21.68900,22.18300,0.42000,0.41000,2.26090,0.20440,0.34850,28.68200,7.69750,7.69750,6.99480,2.58780,0.27110,0.50450,1.61880,55.59570,2.87440,4.47090,1.41370,2.28700,29.47690,2.6999,2.4687
2023-03-31,328.02800,236.76100,91.26700,69.63300,0.02400,70.52100,20.74600,-3.63700,17.10900,4.37200,12.73700,12.73700,-0.78000,11.91800,27.95200,20.74600,21.61000,22.09800,0.55000,0.54000,2.50090,0.25410,0.43170,27.82290,6.32450,6.32450,5.21570,3.63320,0.24850,0.45350,1.55610,57.83680,2.01320,3.16850,0.96490,1.50170,29.19440,-0.92510,-1.12250
2022-12-31,308.19900,218.63500,89.56400,72.07500,0.07000,73.85200,15.71200,-4.41000,11.30200,2.79900,8.50300,8.50300,-0.61500,7.93300,23.24200,15.71200,21.68400,22.13900,0.38000,0.37000,2.35950,0.22910,0.38580,29.06050,5.09800,5.09800,3.66710,2.57400,0.24560,0.41350,1.83850,48.95350,1.36920,2.18900,0.67760,1.05550,28.77040,2.211,1.9309
2022-09-30,381.37300,274.58900,106.78400,73.19900,0.03000,73.16900,33.61500,-2.14300,31.47200,8.28000,23.19200,23.19200,-14.29400,8.84600,40.74700,33.61500,21.42700,21.84800,0.41000,0.40000,2.21920,0.25720,0.44160,27.99990,8.81420,8.81420,8.25230,2.31950,0.28920,0.51390,1.65500,54.38190,3.79960,6.10470,1.75870,2.82210,28.29800,0.8289,0.5297
2022-06-30,359.41200,263.06100,96.35100,68.46800,0.01300,68.45800,27.89300,0.10600,27.99900,7.12200,20.87700,20.87700,-1.66600,19.12600,34.93100,27.89300,21.75800,22.25600,0.88000,0.86000,2.05470,0.24930,0.43660,26.80800,7.76070,7.76070,7.79020,5.32150,0.27090,0.47710,1.56500,57.50820,3.40770,5.49580,1.57380,2.55800,28.52450,0.3416,0.0353
2022-03-31,322.83100,232.99100,89.84000,62.88400,,62.92500,26.91500,0.64400,27.55900,7.00500,20.55400,20.55400,-1.11600,19.44600,33.93400,26.91500,21.97900,22.47800,0.88000,0.87000,1.41740,,0.39920,27.82880,8.33720,8.33720,8.53670,6.02360,0.24640,0.43600,1.43290,62.81080,3.29970,5.31070,1.56850,3.29970,28.41110,-4.62510,-4.91200
2021-12-31,309.87700,221.20700,88.67000,64.23100,-0.00100,64.45800,24.21200,0.57500,24.78700,4.72900,20.05800,20.05800,-1.32800,18.69400,31.35200,24.21200,22.14740,22.61600,0.85000,0.83000,1.49300,0.00000,0.20960,28.61460,7.81340,7.81340,7.99900,6.03270,0.25870,0.47190,1.71580,52.45420,3.27410,5.35250,1.67430,3.27400,27.81630,0.2729,-0.0104
2021-09-30,370.31000,265.10500,105.20500,66.50900,0.00800,66.66700,38.53800,0.12800,38.66600,9.48100,29.18500,29.18500,-5.12200,24.05000,45.65500,38.53800,22.09000,22.54400,1.09000,1.07000,1.48600,0.00010,0.22040,28.41000,10.40700,10.40700,10.44150,6.49460,0.30970,0.63930,1.65010,54.54320,4.87590,8.13650,2.44080,4.87540,27.37110,2.4898,2.1451
2021-06-30,342.07600,242.80400,99.27200,62.34700,,62.34700,36.92500,0.33700,37.26200,9.24800,28.01400,28.01400,-0.85300,27.14200,43.56800,36.92500,22.19900,22.68600,1.22000,1.20000,1.52250,0.00010,0.23100,29.02050,10.79440,10.79440,10.89290,7.93450,0.29610,0.59970,1.61530,55.71870,4.70730,7.72240,2.42490,4.70670,26.78170,1.5213,1.2233
2021-03-31,276.55300,192.76900,83.78400,54.46000,,54.46000,29.32400,0.42600,29.75000,7.58600,22.16400,22.16400,-1.16400,21.00000,35.89500,29.32400,22.31800,22.76600,0.94000,0.92000,1.96870,0.00020,0.07640,30.29580,10.60340,10.60340,10.75740,7.59350,0.28320,0.49310,1.58840,56.65950,3.97960,5.19920,2.26980,3.97900,25.11910,-0.50070,-0.71880
2020-12-31,282.73800,188.58400,94.15400,60.97200,0.00500,63.56700,30.58710,-0.00100,30.58600,7.84400,22.74200,22.74200,-13.56800,9.17400,40.25410,30.58710,22.37400,22.82600,0.42000,0.39000,1.97800,0.00020,0.01860,33.30080,10.81820,10.81820,10.81780,3.24470,0.29560,0.54580,1.42770,63.03900,4.13310,5.43550,2.37750,4.13240,24.62020,0.8348,0.6328
2020-09-30,343.60900,235.86100,107.74800,59.49700,-0.03700,59.78400,47.96400,0.05200,48.01600,11.80400,36.21200,36.21200,-7.58700,28.62500,54.45700,47.96400,22.34900,22.75800,1.28000,1.26000,1.96260,0.00020,0.02220,31.35770,13.95890,13.95890,13.97400,8.33070,0.36130,0.75740,1.44350,62.35010,6.64560,8.86070,3.80780,6.64430,24.37290,3.493,3.3115
2020-06-30,247.93900,183.58100,64.35800,48.32800,,48.33700,16.02100,-0.17000,15.85100,4.00900,11.84200,11.84200,-0.87500,10.96700,22.41600,16.02100,22.33000,22.71900,0.49000,0.48000,1.74730,0.00020,0.17860,25.95720,6.46170,6.46170,6.39310,4.42330,0.26240,0.51960,1.34370,66.97870,2.31900,3.17930,1.25340,2.31850,22.85020,1.3948,1.1909
2020-03-31,254.30200,183.90700,70.39500,55.87300,0.00600,56.07200,14.32300,-1.39700,12.92600,3.30500,9.62100,9.62100,-0.99400,8.62700,20.91900,14.32300,22.43800,22.86900,0.38000,0.38000,1.67910,0.00020,0.22090,27.68170,5.63230,5.63230,5.08290,3.39240,0.27030,0.49580,1.53490,58.63760,1.93730,2.69840,1.02270,1.93690,22.25670,-1.43380,-1.62710
2019-12-31,241.25200,168.40800,72.84400,54.23200,0.01000,55.33790,17.50600,-0.66200,16.84400,4.10600,12.73800,12.73800,-1.22000,11.51800,24.11000,17.50600,22.37800,22.81800,0.52000,0.51000,1.79830,0.00030,0.11310,30.19420,7.25630,7.25630,6.98190,4.77430,0.26690,0.45740,1.90500,47.24360,2.52620,3.52300,1.40930,2.52560,22.45200,1.4771,1.3096
2019-09-30,307.72300,215.63500,92.08800,59.94700,-0.01200,60.78400,31.30400,-1.28300,30.02100,7.36700,22.65400,22.65400,-7.90300,14.75100,37.87700,31.30400,22.33000,22.75400,0.66000,0.65000,1.68980,0.00030,0.16910,29.92560,10.17280,10.17280,9.75590,4.79360,0.33420,0.63380,1.82120,49.41820,4.58530,6.48130,2.46060,4.58410,22.11610,2.75,2.5406
2019-06-30,305.17200,216.26700,88.90500,60.53600,0.00300,61.17700,27.72800,-0.31100,27.41700,6.86200,20.55500,20.55500,-1.12300,19.43200,34.35100,27.72800,22.32800,22.79600,0.87000,0.85000,1.53760,0.00030,0.27870,29.13280,9.08600,9.08600,8.98410,6.36760,0.31480,0.57630,1.70120,52.90370,4.23580,6.07200,2.12010,4.23450,21.75390,0.3111,0.1134
2019-03-31,283.76600,205.80300,77.96300,60.00000,-0.00600,60.00600,17.95700,-0.44300,17.51400,4.41000,13.10400,13.10400,-0.88800,12.21600,24.19100,17.95700,22.42200,22.90500,0.54000,0.53000,1.67940,0.00030,0.17740,27.47440,6.32810,6.32810,6.17200,4.30500,0.31090,0.56350,1.62930,55.23830,2.77020,3.64920,1.43570,2.76920,21.14620,-1.16680,-1.30150
