Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,60.32700,,60.32700,5.93500,-6.87300,,42.78900,-4.19400,38.59500,38.59500,38.59500,,26.57800,45.86400,42.78900,13.04900,13.27100,2.04000,2.00000,2.33070,0.26150,0.38160,100.00000,70.92840,70.92840,63.97630,44.05660,0.07640,,1.63550,55.02910,7.46240,7.65650,4.88630,5.51100,39.63470,4.0771,4.077
2024-06-30,65.54000,,65.54000,5.93100,-5.87200,,50.41300,-4.34900,46.06400,46.06400,46.06400,,30.33600,53.53800,50.41300,13.03200,13.26700,2.33000,2.29000,2.43470,0.28240,0.42200,100.00000,76.91940,76.91940,70.28380,46.28620,0.08300,,2.14020,42.05310,9.24220,9.49260,5.83420,6.63250,38.19500,4.69,5.041
2024-03-31,76.41400,,76.41400,6.32700,-5.73300,,59.70000,-3.48700,56.21300,56.21300,56.21300,,52.98200,63.60500,59.70000,12.83200,14.39300,4.13000,3.83000,1.76420,0.26500,0.38980,100.00000,78.12700,78.12700,73.56370,69.33550,0.09820,,2.25580,39.89660,11.60600,11.93470,7.22360,8.53080,37.37210,4.96760,4.97910
2023-12-31,93.16300,,93.16300,8.95400,-9.28800,,68.90100,-3.92100,64.98000,64.98000,64.98000,,61.57200,75.18100,68.90100,12.61900,16.09600,4.86000,4.24000,1.10940,0.18960,0.29200,100.00000,73.95750,73.95750,69.74870,66.09060,0.11680,,2.26750,39.69110,12.23600,12.55960,8.14410,9.91570,42.03040,4.2473,4.3694
2023-09-30,86.36700,,86.36700,5.66900,-8.42100,,67.68300,-3.83700,63.84600,63.84600,63.84600,,42.95100,72.75400,67.68300,12.63500,15.47100,3.40000,2.91000,1.14390,0.25330,0.41230,100.00000,78.36670,78.36670,73.92410,49.73080,0.10590,,2.23930,40.19140,12.68480,13.04810,7.83190,9.47180,39.83590,5.619,5.6745
2023-06-30,91.26000,,91.26000,5.64300,-7.99900,,73.82600,-3.49200,70.33400,70.33400,70.33400,,36.99000,78.15900,73.82600,12.63500,16.31600,2.93000,2.49000,0.98610,0.22570,0.36500,100.00000,80.89630,80.89630,77.06990,40.53250,0.11130,,2.45850,36.60750,14.07360,14.49210,8.57460,10.89680,39.55360,5.3612,5.3615
2023-03-31,99.21900,,99.21900,5.84500,-7.16300,,82.12800,-2.85300,79.27500,79.27500,79.27500,,55.25800,86.23600,82.12800,12.57000,17.81200,4.40000,3.44000,1.08940,0.22130,0.36710,100.00000,82.77450,82.77450,79.89900,55.69300,0.11870,,2.71740,33.12040,16.83480,17.37400,9.48640,13.10940,37.26940,4.09270,4.09830
2022-12-31,97.05500,,97.05500,7.81500,-12.49700,,70.78900,-7.57100,63.21800,63.21800,63.21800,,54.60300,77.26600,70.78900,12.48400,19.65300,4.37000,3.28000,1.38830,0.21300,0.35250,100.00000,72.93700,72.93700,65.13630,56.25980,0.11070,,2.27290,39.59700,13.24060,13.66160,7.20740,10.42060,38.17820,3.5384,3.5551
2022-09-30,102.25800,,102.25800,4.51800,-8.71000,,82.18000,-7.62500,74.55500,74.55500,74.55500,,65.71400,89.24500,82.18000,12.50600,19.71800,5.25000,3.71000,0.87140,0.26460,0.57750,100.00000,80.36540,80.36540,72.90870,64.26290,0.11630,,2.94470,30.56330,18.03540,18.72240,8.48170,13.26330,33.05470,4.2412,4.2562
2022-06-30,99.93300,,99.93300,5.05200,-10.05800,,78.97600,-12.15600,66.82000,66.82000,66.82000,,58.13400,86.12000,78.97600,12.50600,19.91300,4.65000,3.29000,1.69030,0.42250,0.84200,100.00000,79.02900,79.02900,66.86480,58.17300,0.11320,,2.68000,33.58170,18.85630,19.72660,7.56620,10.88880,28.33550,3.2021,3.2195
2022-03-31,89.71600,,89.71600,4.46700,-8.09500,,73.28600,-9.38700,63.89900,63.89900,63.89900,,55.27100,77.52900,73.28600,12.41500,20.16000,4.45000,3.11000,2.51900,0.55160,1.35720,100.00000,81.68670,81.68670,71.22360,61.60660,0.09320,,2.74120,32.83260,20.78720,21.93000,6.64030,9.32070,24.57990,2.59580,2.59580
2021-12-31,83.90800,,83.90800,5.81000,-8.95900,,65.20900,-9.56800,55.64100,55.64100,55.64100,,46.61100,69.50500,65.20900,12.33700,22.19300,3.78000,3.10000,2.52820,0.60640,1.69340,100.00000,77.71490,77.71490,66.31190,55.55010,0.08800,,3.41950,26.31950,21.73270,23.19400,5.83350,8.55400,20.72900,2.9616,2.9633
2021-09-30,56.79500,,56.79500,4.05200,-8.41100,,39.15000,-9.65200,29.49800,29.49800,29.49800,,21.10600,44.98500,39.15000,12.35100,26.37400,1.71000,1.10000,2.14830,0.64630,1.99950,100.00000,68.93210,68.93210,51.93770,37.16170,0.06040,,2.44480,36.81290,13.00500,14.00820,3.13470,4.60000,18.36450,1.1628,1.1658
2021-06-30,38.51000,,38.51000,3.38800,-5.18600,,25.06500,-9.68300,15.38200,15.38200,15.38200,,7.38900,30.91300,25.06500,12.35100,26.82100,0.60000,0.56000,2.02830,0.66810,2.20330,100.00000,65.08700,65.08700,39.94290,19.18720,0.04230,,2.51340,35.80840,7.47890,8.14160,1.68990,2.48190,16.65230,-0.5058,-0.504
2021-03-31,37.15100,,37.15100,4.11000,-9.59500,,18.35400,-9.97300,8.38100,8.38100,8.38100,,0.64100,23.71500,18.35400,12.29200,12.40800,0.05000,0.05000,1.78920,0.67470,2.26850,100.00000,49.40380,49.40380,22.55930,1.72540,0.04090,,2.33360,38.56690,4.17710,4.56710,0.92180,1.35890,16.24490,1.86980,1.87450
2020-12-31,39.16500,,39.16500,3.12500,-8.26300,,24.76400,-10.07700,14.68700,14.68700,14.68700,,6.93500,28.60900,24.76400,12.26100,12.26100,0.56000,0.94000,1.90950,0.67890,2.30530,100.00000,63.23000,63.23000,37.50040,17.70710,0.04250,,3.17850,28.31560,7.18110,7.85130,1.59320,2.30580,16.68090,1.0729,1.0823
2020-09-30,29.93000,,29.93000,3.63400,-6.71500,,17.47000,-10.25400,7.21600,7.21600,7.21600,,-0.27900,21.15800,17.47000,12.26100,12.26100,-0.02000,-0.02000,2.02640,0.69140,2.43350,100.00000,58.36950,58.36950,24.10960,-0.93220,0.03180,,1.71400,52.50850,3.57300,3.91410,0.76560,1.10280,16.47170,1.9837,1.9838
2020-06-30,31.01100,,31.01100,3.62100,-140.50000,,-115.17200,-10.32900,-125.50100,-125.50100,-125.50100,,-130.45200,-114.64400,-115.17200,12.26100,12.26100,-10.64000,-10.64000,2.15570,0.68840,2.43320,100.00000,-371.39080,-371.39080,-404.69830,-420.66360,0.03290,,1.40680,63.97600,-61.33340,-67.10820,-13.30070,-19.11020,16.68880,3.3257,3.367
2020-03-31,40.21400,,40.21400,3.91300,-5.20200,,29.08700,-10.30800,18.77900,18.77900,18.77900,,11.05300,31.54700,29.08700,12.26100,35.44800,0.90000,0.52000,1.98400,0.57370,1.48150,100.00000,72.33050,72.33050,46.69770,27.48550,0.03710,,1.17880,76.34580,5.56550,5.87190,1.73330,2.37250,27.51950,0.89880,0.89880
2019-12-31,51.71600,,51.71600,3.93100,-153.65500,,-109.05600,-10.39200,-119.44800,-119.44800,-119.44800,0.75000,-123.67400,-105.40600,-109.05600,12.26000,12.26000,-10.09000,-8.63000,2.10630,0.58330,1.53620,100.00000,-210.87480,-210.87480,-230.96920,-239.14070,0.04760,,1.67530,53.72050,-35.54700,-37.52200,-10.99980,-14.81160,27.40630,6.1077,6.3524
2019-09-30,63.70900,,63.70900,4.25300,-6.47800,,49.59400,-10.43100,39.16300,39.16300,39.16300,0.00700,31.03600,54.05000,49.59400,12.26100,23.15700,2.53000,1.66000,1.93530,0.51260,1.14990,100.00000,77.84460,77.84460,61.47170,48.71530,0.05120,,2.32120,38.77360,8.39950,9.19770,3.14840,4.09380,38.02740,-0.6253,-0.3774
2019-06-30,81.46900,,81.46900,4.19600,-12.45900,,60.84400,-41.73800,19.10600,19.10600,19.10600,0.24500,11.61400,65.16900,60.84400,12.26100,13.38800,0.95000,0.87000,1.76930,0.53080,1.23580,100.00000,74.68360,74.68360,23.45190,14.25570,0.06680,,2.85330,31.54290,4.33970,4.78540,1.56680,2.03630,35.90740,4.5707,4.5955
