,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$0.20,$0.13
1,2024-08-06,2024-06-30,$0.08,$0.08
2,2024-05-08,2024-03-31,$0.20,$0.18
3,2024-02-27,2023-12-31,$0.28,$0.30
4,2023-11-08,2023-09-30,$0.23,$0.27
5,2023-08-03,2023-06-30,$0.09,$0.15
6,2023-05-04,2023-03-31,$0.26,$0.27
7,2023-02-28,2022-12-31,$0.23,$0.40
8,2022-11-09,2022-09-30,$0.31,$0.31
9,2022-08-04,2022-06-30,$0.27,$0.07
10,2022-05-05,2022-03-31,$0.39,$0.34
11,2022-03-01,2021-12-31,$0.42,$0.39
12,2021-11-04,2021-09-30,$0.56,$0.55
13,2021-08-05,2021-06-30,$0.44,$0.41
14,2021-05-11,2021-03-31,$0.55,$0.52
15,2021-03-02,2020-12-31,$0.44,$0.35
16,2020-11-05,2020-09-30,$0.64,$0.74
17,2020-07-30,2020-06-30,$0.62,$0.71
18,2020-05-05,2020-03-31,$0.43,$0.46
19,2020-02-25,2019-12-31,$0.28,$0.28
20,2019-10-31,2019-09-30,$0.51,$0.54
21,2019-08-01,2019-06-30,$0.35,$0.38
22,2019-05-02,2019-03-31,$0.51,$0.44
23,2019-02-26,2018-12-31,$0.52,$0.34
24,2018-10-30,2018-09-30,$0.59,$0.57
25,2018-08-02,2018-06-30,$0.42,$0.38
26,2018-05-03,2018-03-31,$0.51,$0.55
27,2018-02-27,2017-12-31,$0.59,$0.57
28,2017-10-31,2017-09-30,$0.48,$0.55
29,2017-08-03,2017-06-30,$0.49,$0.41
30,2017-05-04,2017-03-31,$0.55,$0.58
31,2017-02-23,2016-12-31,$0.41,$0.29
32,2016-10-27,2016-09-30,$0.52,$0.56
33,2016-07-28,2016-06-30,$0.46,$0.57
34,2016-04-28,2016-03-31,$0.51,$0.65
35,2016-02-25,2015-12-31,$0.48,$0.43
36,2015-10-27,2015-09-30,$0.38,$0.39
37,2015-07-22,2015-06-30,$0.33,$0.34
38,2015-04-23,2015-03-31,$0.32,$0.38
39,2015-02-18,2014-12-31,$0.50,$0.39
