,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-18,2024-12-31,$0.02,$0.16
1,2024-10-30,2024-09-30,$-0.16,$-0.17
2,2024-07-30,2024-06-30,$-0.17,$-0.20
3,2024-05-01,2024-03-31,$-0.08,$-0.03
4,2024-02-13,2023-12-31,$0.16,$0.10
5,2023-10-30,2023-09-30,$0.06,$0.04
6,2023-07-31,2023-06-30,$0.05,$0.00
7,2023-05-02,2023-03-31,$0.33,$0.33
8,2023-02-14,2022-12-31,$0.84,$1.05
9,2022-11-01,2022-09-30,$1.15,$1.18
10,2022-08-01,2022-06-30,$0.93,$1.00
11,2022-05-03,2022-03-31,$0.51,$0.51
12,2022-02-15,2021-12-31,$0.40,$0.37
13,2021-11-02,2021-09-30,$0.34,$0.34
14,2021-08-03,2021-06-30,$0.18,$0.22
15,2021-05-04,2021-03-31,$0.13,$0.25
16,2021-02-16,2020-12-31,$0.09,$0.14
17,2020-11-04,2020-09-30,$0.02,$-0.06
18,2020-08-05,2020-06-30,$0.00,$0.01
19,2020-05-06,2020-03-31,$0.06,$0.12
20,2020-02-26,2019-12-31,$0.18,$0.22
21,2019-11-07,2019-09-30,$0.14,$0.17
22,2019-08-07,2019-06-30,$0.22,$0.12
23,2019-05-09,2019-03-31,$0.27,$0.22
24,2019-02-21,2018-12-31,$0.36,$0.35
25,2018-08-08,2018-06-30,$-0.79,$-0.78
26,2018-05-10,2018-03-31,$-0.68,$-0.23
27,2018-02-26,2017-12-31,$-0.94,$-0.31
28,2017-11-02,2017-09-30,$-1.45,$-1.10
29,2017-08-07,2017-06-30,$-1.67,$-1.07
30,2017-05-08,2017-03-31,$-1.86,$-1.75
31,2017-02-24,2016-12-31,$-1.37,$-2.58
32,2016-11-08,2016-09-30,$-2.14,$-3.27
33,2016-08-01,2016-06-30,$-3.05,$-20.25
34,2016-05-04,2016-03-31,$-4.95,$-5.15
35,2016-02-24,2015-12-31,$-5.55,$-4.55
36,2015-11-04,2015-09-30,$-6.15,$-5.30
37,2015-08-05,2015-06-30,$-5.90,$-5.55
38,2015-05-11,2015-03-31,$-4.75,$-5.30
39,2015-02-09,2014-12-31,$-1.05,$-0.95
