Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,
2024-06-30,21860.21000,9791.32100,12068.89000,7375.39200,7375.38900,4693.49800,17.29920,4710.79700,984.23040,3726.56600,3726.56600,,3557.72200,11703.74000,11703.74000,0.30400,0.30340,0.69240,5.67230,39.03260,29.47850,0.00460,2.72470,2.99400,0.14300,0.83820,11.73270,0.00000,
2023-06-30,19596.43000,7934.70600,11661.73000,6364.95800,6364.95400,5296.77000,-164.42520,5132.34500,930.75000,4201.59500,4201.59500,,4076.24000,12023.93000,12023.93000,0.33900,0.33790,0.73050,6.21880,44.01020,34.95400,0.00410,3.00110,3.24210,0.14860,0.80880,11.64330,0.00000,
2022-06-30,16048.84000,1684.96800,14363.87000,12339.05000,12339.05200,2024.82300,-168.76860,1856.03100,824.81630,1031.21500,1031.21500,,875.37450,12586.90000,12586.90000,0.06950,0.06880,0.75360,6.82410,12.92150,6.09430,0.00480,0.75950,0.82540,0.03460,0.18720,10.85360,0.00000,
2021-06-30,13940.30000,446.76450,13493.53000,8338.35700,8338.35750,5155.17700,-869.47770,4520.60700,853.38890,3667.21800,3667.21800,,3486.04600,12839.24000,12839.24000,0.27150,0.27070,0.74860,5.93250,33.50200,25.83490,0.00410,2.20170,2.39310,0.11130,0.55350,12.97810,0.00000,
2020-06-30,15269.41000,2752.74400,12516.67000,9933.55300,9933.55600,2583.11300,-129.43740,2453.67500,584.79330,1868.88200,1868.88200,,1706.47600,12840.90000,12840.90000,0.13290,0.13250,0.73700,6.26280,19.60330,13.63360,0.00390,1.18920,1.29690,0.05880,0.31280,12.23830,0.00000,
2019-06-30,15884.18000,4846.43300,11037.74000,6910.89500,6910.89700,4126.84900,69.01440,4195.85500,413.99540,3781.86000,3781.86000,,3558.71000,12922.47000,12922.47000,0.27540,0.27490,0.67370,5.16840,38.01370,32.24130,0.00390,2.35260,2.57450,0.13290,0.76760,12.43980,0.00000,
2018-06-30,14588.73000,3599.27000,10989.46000,7127.16700,7127.17000,3862.28900,-129.59120,3732.69800,601.42240,3131.27500,3131.27500,,2898.00000,13132.25000,13132.25000,0.22070,0.21990,0.68630,5.03630,33.96620,26.37070,0.00400,1.99560,2.15010,0.11380,0.62590,11.99750,0.00000,
2017-06-30,13084.07000,2403.89100,10680.18000,7102.90800,7102.90800,3577.27500,-188.91900,3388.36500,561.51000,2826.85500,2826.85500,,2601.22500,13389.29000,13389.29000,0.19400,0.19400,0.68260,5.40230,31.72570,24.35560,0.00390,1.87840,2.02860,0.10320,0.59610,11.32610,0.00000,
2016-06-30,12419.26000,1805.58600,10613.67000,7444.12900,7444.12900,3169.54200,-511.30470,2658.23800,565.30050,2092.93700,2092.93700,,1756.99300,13719.97000,13769.97000,0.12810,0.12760,0.63420,5.42100,25.04540,16.55410,0.00380,1.31620,1.41670,0.07550,0.48150,11.70900,0.00000,
