,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-08-14,2024-06-30,$-0.09,$-0.01
1,2024-05-20,2024-03-31,$-0.16,$-0.09
2,2024-04-16,2023-12-31,--,$-0.24
3,2023-11-20,2023-09-30,$-0.14,$-0.15
4,2023-08-10,2023-06-30,$-0.13,$-0.09
5,2023-05-18,2023-03-31,$-0.17,$-0.19
6,2023-04-17,2022-12-31,--,$-0.32
7,2022-11-14,2022-09-30,$-0.19,$-0.17
8,2022-08-15,2022-06-30,--,$-0.20
9,2022-05-23,2022-03-31,--,$-0.10
10,2022-04-14,2021-12-31,--,$-0.22
11,2021-11-15,2021-09-30,--,$-0.01
12,2021-08-12,2021-06-30,--,$-0.03
13,2021-05-17,2021-03-31,--,$-0.08
14,2021-04-21,2020-12-31,--,$-0.02
15,2020-11-12,2020-09-30,--,$0.04
16,2020-08-19,2020-06-30,$0.02,$0.03
17,2020-05-19,2020-03-31,$-0.06,$-0.01
18,2020-04-13,2019-12-31,--,$0.04
19,2019-11-13,2019-09-30,$0.10,$0.05
20,2019-08-08,2019-06-30,$0.04,$0.05
21,2019-05-14,2019-03-31,$0.03,$0.06
22,2019-03-28,2018-12-31,$0.03,$0.03
23,2018-11-14,2018-09-30,$0.04,$0.06
24,2018-08-09,2018-06-30,$0.04,$0.05
25,2018-05-14,2018-03-31,--,$0.05
26,2018-03-29,2017-12-31,$-0.02,$0.00
27,2017-11-09,2017-09-30,$0.10,$0.09
28,2017-08-09,2017-06-30,$0.09,$0.08
29,2017-05-09,2017-03-31,$0.05,$0.00
30,2017-03-21,2016-12-31,$0.04,$-0.04
31,2016-11-10,2016-09-30,$0.09,$0.01
32,2016-08-09,2016-06-30,$0.08,$0.04
33,2016-05-09,2016-03-31,$0.06,$0.00
34,2016-03-15,2015-12-31,$0.10,$0.04
35,2015-11-12,2015-09-30,$0.04,$0.00
36,2015-08-14,2015-06-30,--,$0.01
