Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,28.40100,6.44400,-36.37200,2.45100,-33.92100,0.48500,-34.40600,-34.40600,-34.40600,-37.28400,-36.37200,42.45300,42.45300,-0.81000,-0.81000,6.44710,,,,,,,,,-19.66520,-19.66520,-16.67050,-19.66520,4.11560,-0.7193,-0.7193
2024-06-30,1.07300,1.07300,30.07500,8.31700,-37.31900,2.87100,-34.44800,0.32600,-34.77400,-34.77400,-34.77400,-38.49400,-37.31900,42.44500,42.44500,-0.82000,-0.82000,7.26700,100.00000,-3478.00600,-3478.00600,-3210.43800,-3240.82000,0.00460,0.07330,1228.21100,-17.07310,-17.07310,-14.77580,-17.07310,4.79850,-0.7088,-0.7088
2024-03-31,52.40400,52.40400,32.97000,8.61800,10.81600,2.97500,13.79100,0.62900,13.16200,13.16200,13.16200,10.07200,10.81600,42.23400,44.02400,0.31000,0.30000,8.33070,100.00000,20.63960,20.63960,26.31670,25.11640,0.19920,3.68890,24.39780,5.67440,5.67440,5.00300,5.67440,5.46480,0.27100,0.27100
2023-12-31,13.04700,13.04700,35.26600,8.64800,-30.86700,3.02700,-27.84000,0.19000,-28.03000,-28.03000,-28.03000,-32.01700,-30.86700,42.09300,42.09300,-0.67000,-0.67000,6.23580,100.00000,-236.58320,-236.58320,-213.38240,-214.83870,0.05140,0.85210,105.62430,-13.21660,-13.21660,-11.03970,-13.21660,5.02850,-0.6695,-0.6789
2023-09-30,2.15900,2.15900,32.70900,7.86800,-38.41800,3.24000,-35.17800,-16.29900,-18.87900,-18.87900,-18.87900,-39.80100,-38.41800,42.10300,42.10300,-0.45000,-0.45000,5.61740,100.00000,-1779.43500,-1779.43500,-1629.36500,-874.43270,0.00750,0.11090,811.62590,-8.08980,-8.08980,-6.59170,-8.08980,5.53940,-0.7802,-0.7802
2023-06-30,30.24900,30.24900,33.78800,8.71900,-12.25800,3.42200,-8.83600,3.11000,-11.94600,-11.94600,-11.94600,-13.84100,-12.25800,42.09000,42.09000,-0.28000,-0.28000,5.48190,100.00000,-40.52360,-40.52360,-29.21090,-39.49220,0.10030,4.30160,20.92230,-4.86770,-4.86770,-3.96100,-4.86770,5.83010,-0.8151,-0.8404
2023-03-31,5.67800,5.67800,31.83000,8.52900,-34.68100,3.35600,-31.32500,3.61600,-34.94100,-34.94100,-34.94100,-36.07900,-34.68100,42.04100,42.04100,-0.83000,-0.83000,4.02210,100.00000,-610.79610,-610.79610,-551.69080,-615.37520,0.01690,0.80960,111.16060,-13.90720,-13.90720,-10.38970,-13.90720,5.97080,-0.75610,-0.76740
2022-12-31,18.19800,18.19800,29.89100,7.93900,-19.63200,3.00200,-16.63000,15.02800,-31.65800,-31.65800,-31.65800,-20.67700,-19.63200,41.92200,41.92200,-0.75000,-0.66000,4.50250,100.00000,-107.88000,-107.88000,-91.38370,-173.96410,0.05000,4.20960,21.37980,-11.32600,-11.32600,-8.69550,-11.32600,6.64950,-0.6705,-0.6323
2022-09-30,112.54500,112.54500,31.24200,7.90400,73.39900,2.11600,75.51500,0.05400,75.46100,75.46100,75.46100,73.11600,73.39900,41.94600,44.17700,1.80000,1.71000,6.31310,100.00000,65.21750,65.21750,67.09760,67.04960,0.27510,7.70380,11.68250,24.67850,24.67850,18.44300,24.67850,7.28700,2.0672,2.0637
2022-06-30,0.67900,0.67900,31.47500,7.93800,-38.73400,0.67400,-38.06000,0.03300,-38.09300,-38.09300,-38.09300,-38.19800,-38.73400,41.90000,41.90000,-0.91000,-0.91000,7.34630,100.00000,-5704.56500,-5704.56500,-5605.30200,-5610.16200,0.00220,0.15410,584.13840,-16.89140,-16.89140,-12.36610,-16.89140,5.37930,-0.6722,-0.7097
2022-03-31,0.40800,0.40800,26.45800,8.77900,-34.82900,0.10400,-34.72500,0.03200,-34.75700,-34.75700,-34.75700,-34.29200,-34.82900,41.86200,41.86200,-0.83000,-0.83000,9.36620,100.00000,-8536.52000,-8536.52000,-8511.02900,-8518.87300,0.00120,0.11180,804.92650,-13.43730,-13.43730,-10.30910,-13.43730,6.17640,-0.71680,-0.72840
2021-12-31,6.87700,6.87700,27.97200,7.63900,-28.73400,0.03200,-28.70200,-0.41200,-28.29000,-28.29000,-28.29000,-28.33800,-28.73400,37.81800,37.81800,-0.71000,-0.71000,10.01490,100.00000,-417.82740,-417.82750,-417.36220,-411.37120,0.01870,2.12650,42.32370,-9.80860,-9.80860,-7.67260,-9.80860,6.89180,-0.5162,-0.5187
2021-09-30,0.27800,0.27800,25.36100,6.59600,-31.67900,0.07900,-31.60000,-0.70800,-30.89200,-30.89200,-30.89200,-31.27900,-31.67900,37.12300,37.12300,-0.83000,-0.83000,11.97680,100.00000,-11395.32000,-11395.32000,-11366.91000,-11112.23000,0.00090,0.09010,998.41720,-14.15420,-14.15420,-10.44900,-14.15420,5.87740,-0.8808,-0.8895
2021-06-30,0.27900,0.27900,20.20500,6.74100,-26.66700,-0.06300,-26.73000,-0.42100,-26.30900,-26.30900,-26.30900,-26.23000,-26.66700,37.03700,37.03700,-0.71000,-0.71000,13.31390,100.00000,-9558.06400,-9558.06400,-9580.64500,-9429.74800,0.00090,0.04450,2020.64500,-10.73450,-10.73450,-8.20490,-10.73450,6.60440,-0.4863,-0.4978
2021-03-31,0.16600,0.16600,16.50900,5.23700,-21.58000,0.02600,-21.55400,-0.13700,-21.41700,-21.41700,-21.41700,-21.22900,-21.58000,36.91700,36.91700,-0.58000,-0.58000,26.42590,100.00000,-13000.00000,-13000.00000,-12984.34000,-12901.81000,0.00050,0.03060,2945.06100,-8.00180,-8.00180,-6.31640,-8.00180,7.23560,-0.38540,-0.40630
2020-12-31,,,12.41700,4.79500,-17.21200,0.26000,-16.81700,-1.55400,-15.26300,-15.26300,-15.26300,-16.92500,-17.07700,20.04600,20.04600,7.87000,7.87000,31.46470,,,,,,,,,-5.32130,-5.32130,-4.27430,-5.32130,7.77250,-0.4902,-0.5878
2020-09-30,,,10.09100,3.99600,-14.08700,0.44200,-13.64500,0.10600,-13.75100,-13.75100,-13.75100,-13.88000,-14.08700,36.75700,36.75700,-0.37000,-0.37000,35.44250,,,,,,,,,-4.57150,-4.57150,-3.71410,-4.57150,8.18160,-5.4023,-5.4074
2020-06-30,,,8.95100,3.37200,-12.32300,0.59100,-11.73200,0.07000,-11.80200,-11.80200,-11.80200,-12.11600,-12.32300,4.82500,4.82500,-2.45000,-2.45000,38.50810,,,,,,,,,-3.76270,-3.76270,-3.09170,-3.76270,8.53420,11.5358,11.5452
