Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,146.17000,102.95500,43.21500,57.87600,60.61300,-17.39800,2.64600,-14.75200,0.32200,-15.07400,-15.07400,-15.27400,-14.66100,-17.39800,19.30200,19.30200,-0.79000,-0.79000,1.35790,29.56490,-11.90260,-11.90260,-10.09240,-10.44950,0.34440,0.96080,5.89970,15.25510,-8.51160,-8.51160,-3.55180,-8.51160,8.62300,-1.1452,-1.2337
2024-07-31,168.62800,109.12200,59.50600,58.18100,60.51000,-1.00400,1.74200,0.73800,0.64300,0.09500,0.09500,0.10400,1.32500,-1.00400,19.29700,19.29700,0.01000,0.01000,1.40260,35.28830,-0.59540,-0.59540,0.43760,0.06170,0.37010,1.13700,5.66400,15.88990,0.04870,0.04870,0.02090,0.04870,9.48330,0.1631,0.0829
2024-04-30,177.09900,112.50500,64.59400,56.75200,58.79200,5.80200,5.82100,11.62300,0.64900,10.97400,10.97400,10.41700,7.84200,5.80200,19.35680,19.35680,0.54000,0.54000,1.35820,36.47340,3.27610,3.27610,6.56300,5.88200,0.37120,1.11040,5.58390,16.11780,5.57310,5.57310,2.29990,5.57310,9.57920,0.29480,0.12630
2024-01-31,174.88200,118.77700,56.10510,67.39800,69.89800,-13.79300,1.31200,-12.48100,10.93800,-23.41900,-23.41900,-22.13700,-11.29300,-13.79300,19.38990,19.38990,-1.15000,-1.15000,1.29280,32.08160,-7.88700,-7.88700,-7.13680,-12.65830,0.35920,1.20460,5.87820,15.31080,-12.17700,-12.17700,-4.81060,-12.17700,9.35100,-0.5763,-0.6937
2023-10-31,158.25600,105.83200,52.42400,61.79200,64.29600,-11.87200,1.52300,-10.34900,-4.27200,-6.07700,-6.07700,-5.73100,-9.36800,-11.87200,19.42200,19.42200,-0.30000,-0.30000,1.41710,33.12610,-7.50180,-7.50180,-6.53940,-3.62130,0.32470,1.07040,5.08620,17.69510,-2.79640,-2.79640,-1.24690,-2.79640,10.55660,-0.5117,-0.6039
2023-07-31,182.87100,117.61700,65.25400,61.61800,64.12800,1.12600,1.33400,2.46000,1.33300,1.12700,1.12700,1.07300,3.63600,1.12600,19.39500,19.39500,0.06000,0.06000,1.64470,35.68310,0.61570,0.61570,1.34520,0.58680,0.36020,1.26850,6.79440,13.24620,0.49970,0.49970,0.22200,0.49970,10.95350,0.6,0.4829
2023-04-30,192.05000,122.08700,69.96300,61.93400,64.29100,5.67200,0.89700,6.56900,2.14100,4.42800,4.42800,4.20100,8.02900,5.67200,19.30310,19.30310,0.22000,0.22000,1.47340,36.42960,2.95340,2.95340,3.42050,2.18750,0.35920,1.14300,6.81220,13.21160,1.95250,1.95250,0.82820,1.95250,11.20240,0.51260,0.19300
2023-01-31,179.04900,121.92000,57.12900,59.95500,62.61700,-5.48800,1.25000,-4.23800,-1.24600,-2.99200,-2.99200,-2.81100,-2.82600,-5.48800,19.93100,19.93100,-0.13790,-0.13790,1.36810,31.90690,-3.06510,-3.06510,-2.36690,-1.57000,0.32370,1.08800,6.75730,13.31890,-1.32040,-1.32040,-0.54090,-1.32040,11.06030,-0.2972,-0.5508
2022-10-31,176.62600,123.75200,52.87400,61.39700,64.26100,-11.38700,2.27800,-9.10900,-4.65600,-4.45300,-4.45300,-4.21300,-8.52300,-11.38700,19.93500,19.93500,-0.21000,-0.21000,1.46900,29.93560,-6.44700,-6.44700,-5.15720,-2.38530,0.32680,1.06030,6.87820,13.08480,-1.89650,-1.89650,-0.82380,-1.89650,11.23860,0.1194,-0.0829
2022-07-31,196.86400,131.74900,65.11500,60.76800,63.57900,1.53600,1.88400,3.42000,5.69400,-2.27400,-2.27400,-2.14200,4.34700,1.53600,20.00500,20.00500,-0.11000,-0.11000,1.53290,33.07610,0.78020,0.78020,1.73720,-1.08810,0.35100,1.13000,7.92850,11.35150,-0.92500,-0.92500,-0.40550,-0.92500,11.60630,0.8866,0.5878
2022-04-30,206.72100,132.24300,74.47800,60.44100,63.18400,11.29400,0.40300,11.69700,1.94900,9.74800,9.74800,9.20700,14.03700,11.29400,20.14900,20.14900,0.46000,0.46000,1.45730,36.02830,5.46340,5.46340,5.65840,4.45380,0.33780,1.03660,3.43840,26.17480,3.88910,3.88910,1.59270,3.88910,11.94260,-0.03800,-0.25830
2022-01-31,176.22700,109.57800,66.64900,70.26700,73.27100,-6.62200,0.35000,-6.27200,0.19200,-6.46400,-6.46400,-6.23900,-3.61800,-6.62200,21.11380,21.11380,-0.28000,-0.28000,1.45690,37.82000,-3.75770,-3.75770,-3.55900,-3.54030,0.27810,0.87730,3.15750,28.50350,-2.54290,-2.54290,-1.01990,-2.54290,11.77490,-0.9443,-1.0536
2021-10-31,172.21300,104.22500,67.98800,62.46600,65.63900,2.34900,0.54100,2.89000,-5.71300,8.60300,8.60300,8.13900,5.52200,2.34900,21.03000,21.03000,0.39000,0.39000,1.68780,39.47900,1.36400,1.36400,1.67820,4.72610,0.29330,1.15510,3.07430,29.27500,3.17710,3.17710,1.46520,3.17710,12.29410,-0.0595,-0.092
2021-07-31,207.74600,115.58700,92.15900,70.98400,74.12100,18.03800,0.51500,18.55300,4.56100,13.99200,13.99200,13.23600,21.17500,18.03800,21.36800,21.36800,0.62000,0.62000,1.73560,44.36140,8.68270,8.68270,8.93060,6.37120,0.35160,1.60440,4.04990,22.22250,5.11010,5.11010,2.36830,5.11010,12.14730,1.7647,1.7379
2021-04-30,213.08500,123.67500,89.41000,63.23700,66.27900,23.13100,0.66300,23.79400,3.08100,20.71300,20.71300,19.77100,26.17300,23.13100,21.48900,21.48900,0.92000,0.92000,1.64430,41.95980,10.85530,10.85530,11.16640,9.27850,0.34480,1.45760,3.86440,23.28930,7.90930,7.90930,3.35210,7.90930,11.59080,2.07080,2.04500
2021-01-31,155.41800,107.45000,47.96800,58.13900,61.70700,-13.73890,2.84000,-10.89900,-2.62500,-8.27400,-8.27400,-7.78800,-10.17090,-13.73900,22.53600,22.53600,-0.37000,-0.37000,1.59700,30.86390,-8.84000,-8.84000,-7.01270,-5.01100,0.26280,1.27730,2.94670,30.54260,-3.35660,-3.35660,-1.39890,-3.35660,10.90510,-0.2132,-0.3373
2020-10-31,150.79100,109.40400,41.38700,51.88500,55.50400,-14.11700,0.79100,-13.32600,-9.70400,-3.62200,-3.62200,-3.46700,-10.49800,-14.11700,22.67500,22.67500,-0.15000,-0.15000,1.66630,27.44660,-9.36200,-9.36200,-8.83740,-2.29920,0.25520,1.29810,3.15960,28.48480,-1.41410,-1.41410,-0.61300,-1.41410,11.16840,0.9557,0.8884
2020-07-31,168.17000,132.73600,35.43400,43.95700,47.44500,-12.01100,0.96100,-11.05000,-3.88000,-7.17000,-7.17000,-6.85000,-8.52300,-12.01100,22.90900,22.90900,-0.30000,-0.30000,1.82210,21.07040,-7.14220,-7.14220,-6.57070,-4.07330,0.28200,1.50360,4.30800,20.89150,-2.69330,-2.69330,-1.20220,-2.69330,11.11190,1.0017,0.8051
2020-04-30,100.73200,83.59700,17.13500,52.51100,56.51700,-39.38200,1.85100,-37.53100,-9.11400,-28.41700,-28.41700,-27.28200,-35.37600,-39.38200,22.96000,22.96000,-1.19000,-1.19000,1.68590,17.01050,-39.09580,-39.09580,-37.25830,-27.08380,0.15720,0.68090,3.30680,27.21660,-10.46080,-10.46080,-4.43350,-10.46080,11.31130,-3.10690,-3.33820
2020-01-31,190.88000,123.82700,67.05300,67.03600,70.99800,-3.94500,1.54500,-2.40000,0.80900,-3.20900,-3.20900,-3.15800,0.01700,-3.94500,23.73800,23.73800,-0.13000,-0.13000,1.82030,35.12840,-2.06680,-2.06670,-1.25730,-1.65440,0.27870,1.07340,7.31680,12.30050,-1.01390,-1.01390,-0.46850,-1.01390,13.02530,0.1733,0.0316
2019-10-31,191.52300,118.62400,72.89900,64.68100,68.52500,4.37400,1.66200,6.03600,0.05100,5.98500,5.98500,5.76500,8.21800,4.37400,23.74900,23.74900,0.24000,0.24000,2.00380,38.06280,2.28380,2.28380,3.15160,3.01010,0.29410,1.04010,6.96980,12.91290,1.80430,1.80430,0.91910,1.80430,13.46390,0.1769,0.0619
2019-07-31,212.58100,130.37200,82.20900,66.06600,69.90200,12.30700,1.69300,14.00000,2.13400,11.86600,11.86600,11.41500,16.14300,12.30700,23.78900,23.78900,0.48000,0.48000,2.05620,38.67190,5.78930,5.78930,6.58570,5.36970,0.32340,1.30430,7.73610,11.63370,3.54610,3.54610,1.80510,3.54610,13.51060,1.2818,1.2305
2019-04-30,230.35100,136.08300,94.26800,65.99000,69.83300,24.43500,1.13600,25.57100,4.31600,21.25500,21.25500,20.59500,28.27800,24.43500,23.75700,23.75700,0.87000,0.87000,2.00850,40.92360,10.60770,10.60770,11.10090,8.94070,0.34640,1.22360,7.70770,11.67670,6.47020,6.47020,3.19630,6.47020,13.26220,0.61740,0.57550
2019-01-31,192.43500,127.43300,65.00200,65.89400,69.88700,-4.88510,1.33600,-3.54900,-0.31700,-3.23200,-3.23200,-3.25100,-0.89210,-4.88500,23.99500,23.99500,-0.13000,-0.13000,2.62670,33.77870,-2.53850,-2.53850,-1.84430,-1.68940,0.38650,1.06560,6.83920,13.15940,-1.02010,-1.02010,-0.64910,-1.02010,12.87850,0.2342,0.188
2018-10-31,190.01200,123.01400,66.99800,61.76500,65.85900,1.13900,1.37400,2.51300,-1.28700,3.80000,3.80000,3.69300,5.23300,1.13900,23.82000,23.82000,0.16000,0.16000,2.71470,35.25990,0.59940,0.59940,1.32250,1.94360,0.37490,1.08820,5.13320,17.53280,1.16490,1.16490,0.74970,1.16490,13.25530,-0.063,-0.1205
