Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-07-31,208.91700,129.80100,79.11600,68.89200,73.04400,6.07200,1.43100,7.50300,1.02100,6.48200,6.48200,6.29000,10.22400,6.07200,24.13100,24.13100,0.26000,0.26000,2.73390,37.86960,2.90640,2.90640,3.59140,3.01080,0.40560,1.24250,6.01290,14.96790,1.95640,1.95640,1.25830,1.95640,13.42830,1.0327,0.9828
2018-04-30,238.30000,142.28700,96.01300,65.95900,70.18300,25.83000,0.75400,26.58400,3.17300,23.41100,23.41100,22.86700,30.05400,25.83000,24.20200,24.20200,0.94000,0.94000,2.89350,40.29080,10.83930,10.83930,11.15570,9.59590,0.45960,1.31880,6.42920,13.99850,6.86040,6.86040,4.51540,6.86040,13.59000,1.30680,1.27890
2018-01-31,213.00600,141.55500,71.45100,76.14400,80.79800,-9.34700,1.52600,-7.82100,7.68500,-15.50600,-15.50600,-15.18600,-4.69300,-9.34700,24.90600,24.90600,-0.59000,-0.59000,2.67820,33.54410,-4.38810,-4.38810,-3.67170,-7.12940,0.41270,1.16470,7.60250,11.83830,-4.75130,-4.75130,-3.00460,-4.75130,13.15890,-0.1164,-0.2048
2017-10-31,190.27300,124.46200,65.81100,62.10000,67.14700,-1.33600,1.20000,-0.13600,-2.83000,2.69400,2.69400,2.63800,3.71100,-1.33600,24.53800,24.53800,0.11000,0.11000,2.63800,34.58770,-0.70220,-0.70220,-0.07150,1.38640,0.34700,0.97420,6.23700,14.43000,0.76440,0.76440,0.49130,0.76440,14.07900,-0.1626,-0.2645
2017-07-31,206.96100,141.25800,65.70300,64.28000,69.16200,-3.45900,1.32900,-2.13000,-1.24900,-0.88100,-0.88100,-0.85300,1.42300,-3.45900,25.17700,25.17700,-0.03000,-0.03000,2.84700,31.74660,-1.67130,-1.67130,-1.02920,-0.41220,0.37700,1.33020,7.00260,12.85240,-0.24300,-0.24300,-0.16050,-0.24300,14.25390,1.1177,0.9964
2017-04-30,239.74100,145.78300,93.95800,63.78000,68.84000,25.11800,0.94200,26.06000,3.82700,22.23300,22.23300,21.76900,30.17800,25.11800,25.73600,25.73600,0.85000,0.85000,2.87110,39.19150,10.47710,10.47710,10.87010,9.08020,0.41800,1.10620,7.42280,12.12480,5.85390,5.85390,3.87620,5.85390,14.74610,0.60630,0.47240
2017-01-31,220.44700,155.32590,65.12110,83.17800,88.81200,-23.69090,1.27200,-22.41900,-9.61000,-12.80900,-12.80900,-12.55600,-18.05690,-23.69100,26.84000,26.84200,-0.44000,-0.44000,2.58160,29.54040,-10.74680,-10.74680,-10.16980,-5.69570,0.36360,1.06620,7.26680,12.38500,-3.33650,-3.33650,-2.11260,-3.33650,14.42970,0.9573,0.8396
2016-10-31,209.26200,133.62700,75.63500,67.81500,73.54900,2.08600,1.28800,3.37400,-4.88600,8.26000,8.26000,8.09000,7.82000,2.08600,26.73900,26.74000,0.30000,0.30000,2.87640,36.14370,0.99680,0.99680,1.61230,3.86600,0.33880,0.87140,6.32080,14.23880,2.00620,2.00620,1.33750,2.00620,15.33760,-0.2921,-0.8255
2016-07-31,238.88700,149.05900,89.82800,67.55500,73.22700,16.60100,1.37700,17.97800,2.09100,15.88700,15.88700,15.57500,22.27300,16.60100,27.20300,27.20500,0.57000,0.57000,3.10520,37.60270,6.94930,6.94930,7.52570,6.51980,0.36640,1.11230,6.99810,12.86060,3.59190,3.59190,2.43700,3.59180,15.91780,0.6916,0.5476
2016-04-30,287.97300,163.97300,124.00000,71.07100,76.74700,47.25300,2.92800,50.18100,14.30700,35.87400,35.87400,35.14700,52.92900,47.25300,27.17900,27.18100,1.29000,1.29000,2.94710,43.05960,16.40880,16.40880,17.42560,12.20500,0.44390,1.22220,7.69550,11.69520,8.26270,8.26270,5.52930,8.26270,15.69900,1.33030,1.10850
2016-01-31,250.45610,159.21400,91.24210,69.35900,75.35400,15.88800,0.93300,16.82100,4.97500,11.84600,11.84600,11.56500,21.88300,15.88800,27.37200,27.37700,0.42000,0.42000,2.63070,36.43040,6.34360,6.34360,6.71610,4.61760,0.38990,1.12840,6.84120,13.15560,2.87060,2.87060,1.84420,2.87060,14.80520,1.3187,1.169
2015-10-31,225.46700,140.26300,85.20400,70.65900,76.69900,8.50500,0.85700,9.36200,1.04300,8.31900,8.31900,8.14400,14.54500,8.50500,27.36900,27.37400,0.30000,0.30000,2.59990,37.79000,3.77220,3.77220,4.15230,3.61210,0.36460,1.03060,5.90150,15.25040,2.04130,2.04130,1.34530,2.04130,14.60760,0.0785,-0.3257
2015-07-31,251.26900,154.48300,96.78600,67.11100,72.66500,24.12100,0.83400,24.95500,9.36100,15.59400,15.59400,15.25900,29.67500,24.12100,27.45200,27.45800,0.56000,0.56000,2.64510,38.51890,9.59970,9.59970,9.93160,6.07280,0.40310,1.25400,6.68620,13.46050,3.78780,3.78780,2.50140,3.78780,14.67120,0.9437,0.6957
2015-04-30,283.89900,162.52000,121.37900,68.58400,73.95800,47.42100,0.56800,47.98900,16.90600,31.08300,31.08300,30.47400,52.79500,47.42100,27.36900,27.37500,1.11000,1.11000,2.51960,42.75430,16.70350,16.70350,16.90360,10.73410,0.45630,1.21410,7.40940,12.14670,7.71310,7.71310,4.99540,7.71310,14.36010,1.08730,0.92000
2015-01-31,240.11400,151.07400,89.04000,72.79200,78.52000,10.52000,0.86100,11.38100,2.22800,9.15300,9.15300,8.91800,16.24900,10.52000,27.60000,27.60400,0.35000,0.35000,2.34370,37.08240,4.38130,4.38130,4.73980,3.71410,0.39470,1.09830,5.85320,15.37630,2.40740,2.40740,1.50470,2.40740,13.61840,0.9266,0.661
2014-10-31,216.01000,136.49500,79.51500,67.62300,73.04500,6.47000,0.68600,7.15600,1.46400,5.69200,5.69200,5.57900,11.89200,6.47000,27.36000,27.36400,0.20000,0.20000,2.47470,36.81080,2.99520,2.99520,3.31280,2.58280,0.37080,1.06820,5.32630,16.89710,1.50710,1.50710,0.97720,1.50710,13.53140,0.2339,-0.0369
2014-07-31,246.05800,148.63700,97.42100,68.33200,73.75600,23.66500,1.09900,24.76400,9.11300,15.65100,15.65100,15.32800,29.08800,23.66500,27.35800,27.36000,0.56000,0.56000,2.50660,39.59270,9.61770,9.61770,10.06430,6.22940,0.42420,1.28110,6.10340,14.74590,4.12710,4.12710,2.69790,4.12710,13.58310,1.1529,0.9044
2014-04-30,284.73200,164.36300,120.36900,67.48700,72.93900,47.43000,0.74200,48.17200,18.16600,30.00600,30.00600,29.49700,52.88200,47.43000,28.33500,28.33600,1.04000,1.04000,2.39150,42.27450,16.65780,16.65780,16.91840,10.35960,0.48820,1.26770,6.93860,12.97090,8.03360,8.03360,5.14470,8.03360,13.32760,1.94170,1.67970
2014-01-31,217.57400,140.60800,76.96600,66.48200,71.96290,5.00310,0.86400,5.86700,2.04400,3.82300,3.82300,3.02000,11.82210,5.00310,28.76800,28.77300,0.13000,0.13000,2.52210,35.37470,2.29950,2.29950,2.69660,1.38800,0.36450,0.93200,5.54700,16.22510,0.97750,0.97750,0.64050,0.97750,13.37540,0.5995,0.3303
2013-10-31,201.04300,128.78700,72.25600,61.03200,66.49100,5.76500,0.72300,6.48800,1.60300,4.88500,4.88500,4.80400,11.32800,5.76500,28.74600,28.75400,0.17000,0.17000,2.76750,35.94060,2.86750,2.86750,3.22720,2.38950,0.35140,0.98300,4.88490,18.42410,1.25810,1.25810,0.85380,1.25810,13.27010,0.0458,-0.4123
2013-07-31,231.71800,144.95000,86.76800,58.96500,64.40100,22.36700,0.73000,23.09700,8.32200,14.77500,14.77500,14.77500,26.36100,22.36700,28.73600,28.74100,0.51000,0.51000,2.71190,37.44550,9.65270,9.65270,9.96770,6.37630,0.40840,1.30340,5.80630,15.50040,3.85210,3.85210,2.60390,3.85210,13.11190,0.9313,0.7567
2013-04-30,269.69800,156.90100,112.79700,59.38900,64.83800,47.95900,0.87500,48.83400,17.99500,30.83900,30.83900,30.83900,53.40800,47.95900,28.83300,28.83300,1.05000,1.05000,2.54300,41.82350,17.78250,17.78250,18.10690,11.43460,0.48140,1.24260,6.73250,13.36800,8.34270,8.34270,5.50490,8.34270,12.63300,1.65420,1.45980
2013-01-31,234.63600,151.27100,83.36500,65.50000,71.09600,12.26900,0.96100,13.23000,5.28700,7.94300,7.94300,7.38400,17.86500,12.26890,28.79700,28.80000,0.27000,0.27000,2.44490,35.52950,5.22890,5.22890,5.63850,3.14700,0.44050,1.07480,5.86360,15.34910,2.30080,2.30080,1.49120,2.30080,11.78840,0.4154,-0.0789
2012-10-31,200.00500,130.39900,69.60600,58.25200,63.59800,6.00800,0.81400,6.82200,2.15300,4.66900,4.66900,4.60100,11.35400,6.00800,28.82200,28.82600,0.16000,0.16000,3.03100,34.80210,3.00390,3.00390,3.41090,2.30040,0.34470,0.99670,4.67410,19.25500,1.16300,1.16300,0.80470,1.16300,13.70870,-0.1093,-0.4923
2012-07-31,234.06300,142.45900,91.60400,59.22000,64.96200,26.64200,0.98500,27.62700,10.29400,17.33300,17.33300,17.06600,32.38400,26.64200,28.81400,28.81800,0.59000,0.59000,3.19460,39.13650,11.38240,11.38240,11.80320,7.29120,0.40820,1.33100,5.39650,16.67740,4.29810,4.29810,3.02290,4.29810,13.77560,0.4288,0.0632
2012-04-30,275.34400,157.83200,117.51200,61.35500,67.12600,50.38600,0.90600,51.29200,19.56900,31.72300,31.72300,31.72300,56.15700,50.38600,28.70600,28.71100,1.09000,1.09000,2.77520,42.67830,18.29930,18.29930,18.62830,11.52120,0.46700,1.30700,6.23660,14.43100,8.07820,8.07820,5.38060,8.07820,13.46100,2.01890,1.69320
2012-01-31,224.30700,144.79700,79.51000,59.20600,64.93500,14.57500,1.02900,15.60400,5.49900,10.10500,10.10500,10.00000,20.30400,14.57500,28.89600,28.90100,0.35000,0.35000,2.73340,35.44700,6.49780,6.49780,6.95650,4.45820,0.40700,1.11060,5.21350,17.26280,2.75580,2.75580,1.83360,2.75580,12.57340,0.459,0.1392
2011-10-31,196.68500,125.81800,70.86700,57.50500,62.82600,8.04100,0.86100,8.90200,2.79700,6.10500,6.10500,6.01000,13.36200,8.04100,28.85200,28.85700,0.21000,0.21000,2.80460,36.03070,4.08830,4.08830,4.52600,3.05560,0.36650,0.98880,5.17240,17.40010,1.68660,1.68660,1.13750,1.68660,12.41150,0.0305,-0.3487
2011-07-31,236.80600,145.15600,91.65000,58.95500,64.32600,27.32400,0.94900,28.27300,10.17000,18.10300,18.10300,17.81100,32.69500,27.32400,29.01000,29.01600,0.61000,0.61000,2.80570,38.70260,11.53860,11.53860,11.93930,7.52130,0.43180,1.23830,6.29450,14.29820,4.89590,4.89590,3.30110,4.89590,12.54060,0.8386,0.4474
2011-04-30,273.66000,158.40500,115.25500,63.31600,68.72000,46.53500,0.95700,47.49200,16.97100,30.52100,30.52100,29.99700,51.93900,46.53500,28.94700,28.95300,1.04000,1.04000,2.68310,42.11610,17.00470,17.00470,17.35440,10.96140,0.50150,1.26540,6.89420,13.05440,8.53670,8.53670,5.59340,8.53670,12.16000,1.48640,1.33470
2011-01-31,227.04600,144.86200,82.18390,59.77800,65.40700,16.77690,1.04600,17.82300,6.88200,10.94100,10.94100,9.95200,22.40790,16.77690,28.98600,28.99200,0.37000,0.37000,2.44620,36.19710,7.38920,7.38920,7.85000,4.38330,0.42620,1.00580,5.71860,15.73810,3.27560,3.27560,2.05370,3.27560,11.32170,0.656,0.4736
2010-10-31,200.97500,127.13600,73.83900,60.56500,66.21000,7.62900,1.03900,8.66800,2.77000,5.89800,5.89800,5.89800,13.27300,7.62900,28.97000,28.97700,0.20000,0.20000,2.50550,36.74040,3.79600,3.79600,4.31300,2.93470,0.39190,0.98890,5.18480,17.35830,1.79760,1.79760,1.15000,1.79760,11.12080,0.0168,-0.1694
2010-07-31,234.70100,141.40400,93.29700,62.34000,67.61700,25.68000,0.95700,26.63700,9.65900,16.97800,16.97800,16.97800,30.95600,25.68000,28.96600,28.97900,0.58000,0.58000,2.58960,39.75140,10.94160,10.94160,11.34930,7.23390,0.46650,1.34470,5.90490,15.24170,5.20080,5.20080,3.37490,5.20080,11.07360,0.9161,0.7488
2010-04-30,261.96300,149.86000,112.10300,68.08000,73.35100,38.75200,0.89200,39.64400,14.61000,25.03400,25.03400,25.03400,44.02300,38.75200,29.01500,29.02800,0.85000,0.85000,2.45000,42.79350,14.79290,14.79290,15.13340,9.55630,0.52410,1.30840,6.42980,13.99730,7.90680,7.90680,5.00810,7.90680,10.70070,1.15240,1.01370
2010-01-31,220.88800,144.13800,76.75000,63.80100,69.16300,7.58700,1.36900,8.95600,2.42500,6.53100,6.53100,5.88800,12.94900,7.58690,29.03700,29.05500,0.22000,0.23000,2.20080,34.74610,3.43480,3.43470,4.05450,2.66560,0.45920,1.21500,5.50100,16.36060,2.24190,2.24190,1.35780,2.24190,9.84590,0.8133,0.7929
2009-10-31,193.82000,124.54500,69.27500,60.51900,65.96000,3.31500,0.95700,4.27200,1.28900,2.98300,2.98300,2.98300,8.75600,3.31500,29.06300,29.08400,0.10000,0.10000,2.35530,35.74190,1.71040,1.71040,2.20410,1.53910,0.42920,1.23140,4.78900,18.79310,1.03450,1.03450,0.66060,1.03450,9.74690,0.2432,0.1333
2009-07-31,228.26600,143.45900,84.80700,56.48000,61.96200,22.84500,0.86100,23.70600,7.04800,16.65800,16.65800,16.65800,28.32700,22.84500,29.04000,29.04000,0.57000,0.56000,2.36140,37.15270,10.00810,10.00810,10.38530,7.29760,0.50550,1.52930,5.46120,16.48000,5.75830,5.75830,3.68880,5.75830,9.78880,0.8221,0.7315
2009-04-30,241.02700,141.91300,99.11400,64.64400,70.18800,28.92600,1.06000,29.98600,11.17300,18.81300,18.81300,18.81300,34.47000,28.92600,28.95600,28.97300,0.64000,0.64000,2.10290,41.12150,12.00110,12.00110,12.44090,7.80540,0.52530,1.24120,5.66880,15.87630,6.80440,6.80440,4.10020,6.80440,9.36340,1.03620,0.91430
2009-01-31,212.23700,145.24400,66.99300,56.84000,62.53110,4.46190,1.37200,5.83400,1.96700,3.86700,3.86700,3.44200,10.15290,4.46190,29.06600,29.07900,0.13000,0.13000,2.09230,31.56520,2.10230,2.10230,2.74880,1.62180,0.48750,1.29350,4.80870,18.71610,1.47700,1.47700,0.88820,1.47700,8.90880,2.4611,1.7925
