Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1521.18200,1045.97500,475.20700,77.60100,7.34600,70.25500,404.95200,9.95000,414.90200,79.08100,335.82100,339.01000,341.46900,404.95200,404.95200,804.56600,838.13200,0.42000,0.41000,0.96400,,0.29040,31.23930,26.62090,26.62090,27.27500,22.44760,0.11440,265.47590,5.19270,17.33190,3.89230,4.68640,2.54930,3.89230,10.83120,0.563,0.9967
2024-06-30,1475.94200,977.74800,498.19400,81.59600,25.82800,55.76800,442.42600,8.18800,450.61400,91.50900,359.10500,359.69900,359.39700,442.42600,442.42600,806.66800,839.69800,0.45000,0.43000,1.26480,0.10580,0.28880,33.75430,29.97580,29.97580,30.53060,24.35040,0.11770,252.90950,6.10000,14.75410,4.28710,5.13240,2.86930,3.83340,10.40120,0.5667,0.133
2024-03-31,1379.44500,963.66100,415.78390,124.18300,22.33400,101.84900,313.93490,-37.21500,276.72000,78.43200,198.28800,200.51200,197.50600,313.93490,313.93490,804.93600,836.14500,0.25000,0.24000,1.14960,0.10920,0.26030,30.14140,22.75810,22.75810,20.06020,14.31780,0.11080,167.85590,6.44240,13.97000,2.47940,2.98810,1.61080,2.20860,10.02520,0.33640,0.33640
2023-12-31,1515.92000,1067.37500,448.54490,98.02200,45.87000,52.15200,396.39290,14.91300,411.30600,90.21800,321.08800,319.65000,317.17290,396.39290,396.39300,807.74000,838.94900,0.40000,0.38000,1.34360,0.10440,0.24540,29.58900,26.14870,26.14870,27.13240,20.92280,0.12170,269.94820,6.30140,14.28240,3.76490,4.50490,2.56540,3.37170,10.55070,0.7,-0.372
2023-09-30,1243.95800,873.00900,370.94900,59.44100,20.67600,38.76490,332.18410,25.57500,357.75900,37.19700,320.56200,322.04000,321.43000,332.18410,332.18410,807.08100,838.29000,0.40000,0.39000,1.17050,0.11010,0.28810,29.82010,26.70380,26.70380,28.75970,25.83930,0.10380,230.83260,5.47860,16.42760,4.02810,4.85240,2.68640,3.58480,9.90730,0.4763,1.2062
2023-06-30,1343.25200,887.55100,455.70090,69.58800,10.88900,58.69910,397.00190,31.29100,428.29300,79.37700,348.91600,348.93300,350.44900,397.00190,397.00190,808.96700,840.17600,0.43000,0.42000,1.31630,0.11270,0.24600,33.92520,29.55530,29.55530,31.88480,26.08960,0.11870,241.64200,6.18980,14.54000,4.49150,5.45390,3.08360,3.98510,9.60590,0.5925,-0.1374
2023-03-31,1308.06100,940.62400,367.43700,114.53900,31.10900,83.43000,284.00700,24.10700,308.11400,66.25400,241.86000,242.41700,243.22000,284.00700,284.00700,808.86600,840.49100,0.30000,0.30000,1.32360,0.11140,0.25130,28.09020,21.71210,21.71210,23.55500,18.59390,0.11130,221.68840,5.39180,16.69210,3.08280,3.77780,2.06310,2.73940,9.72050,0.47430,0.47430
2022-12-31,1332.48100,949.87910,382.60210,73.40700,34.23400,39.17310,343.42900,19.31700,362.74600,69.36100,293.38490,298.32090,302.73500,343.42900,343.42900,809.44300,820.27400,0.37000,0.37000,1.49190,0.11080,0.22730,28.71350,25.77360,25.77370,27.22340,22.71960,0.11700,161.62650,5.19140,17.33640,3.77730,4.59710,2.62030,3.35870,9.75940,0.7091,-0.5202
2022-09-30,1257.46000,913.83000,343.62990,62.05200,24.15600,37.89600,305.73390,24.37200,330.10600,61.76800,268.33800,266.46000,272.01800,305.73390,305.73390,809.73300,821.07700,0.34000,0.33000,1.58630,0.11780,0.27080,27.32730,24.31360,24.31360,26.25180,21.63230,0.11530,100.52030,5.51420,16.32160,3.61940,4.43560,2.44280,3.19310,9.09190,0.419,1.0171
2022-06-30,1292.40800,963.53500,328.87300,68.21400,35.77600,32.43800,296.43490,30.10000,326.53500,65.42200,261.11300,262.56700,269.50600,296.43490,296.43490,809.73310,809.73310,0.33000,0.33000,1.24740,,0.14400,25.44650,22.93660,22.93660,25.26560,20.85300,0.12640,224.49560,4.82950,18.63530,3.46630,4.28680,2.56720,3.46630,9.35490,0.6853,0.0872
