Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,227.04900,141.07000,85.97900,34.16100,,47.89400,38.08500,-22.57800,15.50700,4.89900,10.60800,10.60800,5.48700,52.24400,38.08500,77.97300,80.09500,0.07000,0.07000,1.03800,1.25450,-4.97980,37.86800,16.77390,16.77390,6.82980,2.41670,0.12900,3.09360,29.09230,-6.47030,-1.34470,0.60280,1.64690,-2.12660,0.2318,0.0765
2024-06-30,219.86700,138.11800,81.74900,33.33100,,48.57500,33.17400,-29.66500,3.50900,2.51500,0.99400,0.99400,-17.62900,49.17700,33.17400,77.73600,77.73600,-0.23000,-0.23000,1.02580,1.26660,-4.80040,37.18110,15.08820,15.08820,1.59600,-8.01800,0.13140,3.34420,26.91240,-0.58380,-0.12350,0.05940,0.15560,-2.24140,0.3698,0.3038
2024-03-31,205.71900,129.29800,76.42100,33.14500,,48.39800,28.02300,-20.24800,7.77500,2.58200,5.19300,5.19300,-8.05000,44.34100,28.02300,78.02100,78.02100,-0.10000,-0.10000,1.03810,1.33410,-4.03530,37.14820,13.62200,13.62200,3.77940,-3.91310,0.12780,3.06420,29.37180,-3.28420,-0.65250,0.32260,1.09740,-2.08510,0.17060,0.08580
2023-12-31,199.27900,126.37800,72.90100,35.77200,,50.86400,22.03700,-20.23000,1.80700,1.91300,-0.10600,-0.10600,-12.59800,38.16600,22.03700,78.33300,78.33300,-0.16000,-0.16000,1.03430,1.30060,-4.37260,36.58240,11.05840,11.05840,0.90680,-6.32180,0.12340,3.40350,26.44330,0.07260,0.01330,-0.00660,-0.02180,-1.89800,0.11,0.0497
2023-09-30,189.01500,116.68200,72.33300,31.55200,,48.82700,23.50600,-19.26500,4.24100,4.32800,-0.08700,-0.08700,-12.27900,41.76700,23.50600,78.38100,78.38100,-0.16000,-0.16000,1.02050,1.27990,-4.61870,38.26840,12.43610,12.43610,2.24370,-6.49630,0.12090,3.09180,29.10910,0.06450,0.01090,-0.00560,-0.01810,-1.76010,0.3288,0.159
2023-06-30,182.29000,115.28100,67.00900,29.89600,,47.87600,19.13300,-17.39000,1.74300,2.35500,-0.61200,-0.61200,-12.37700,38.03600,19.13300,78.29200,78.29200,-0.16000,-0.16000,1.00420,1.26770,-4.78470,36.75960,10.49590,10.49590,0.95620,-6.78970,0.11900,3.03160,29.68730,0.49120,0.08020,-0.03990,-0.13150,-1.62800,0.2443,0.1828
2023-03-31,185.02800,121.96600,63.06200,28.16600,,46.21400,16.84800,-17.48700,-0.63900,-0.13300,-0.50600,-0.50600,-11.80100,35.79900,16.84800,78.13300,78.13300,-0.15000,-0.15000,1.01240,1.23780,-5.26040,34.08240,9.10560,9.10560,-0.34540,-6.37800,0.12800,2.37090,37.96060,0.44480,0.06660,-0.03500,-0.10570,-1.48900,0.35420,0.28960
2022-12-31,177.55500,116.56600,60.98900,24.78400,,42.79000,18.19900,-15.99400,2.20500,3.51700,-1.31200,-1.31200,-11.77700,37.11300,18.19900,78.23300,78.23300,-0.15000,-0.15000,1.03570,1.20720,-5.88720,34.34940,10.24980,10.24980,1.24190,-6.63290,0.12930,2.27310,39.59430,1.27640,0.17240,-0.09550,-0.26440,-1.35160,0.2531,0.1385
2022-09-30,166.41700,107.95800,58.45900,26.56200,,44.37900,14.08000,-13.18100,0.89900,1.69100,-0.79200,-0.79200,-10.25800,32.79100,14.08000,77.98400,77.98400,-0.13000,-0.13000,1.03040,1.18330,-6.52340,35.12800,8.46070,8.46070,0.54020,-6.16400,0.12330,2.38800,37.68800,0.86210,0.10440,-0.05870,-0.15800,-1.20900,0.2624,0.1101
2022-06-30,166.43000,110.74900,55.68100,25.11600,,42.62100,13.06000,-12.30600,0.75400,0.46700,0.28700,0.28700,-8.26200,31.43600,13.06000,78.60300,78.60300,-0.11000,-0.11000,1.03940,1.15350,-7.59070,33.45610,7.84710,7.84710,0.45300,-4.96430,0.12230,2.36280,38.09010,-0.35810,-0.03760,0.02110,0.05500,-1.04680,0.2636,0.2172
