Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,23.23500,6.87100,16.36400,5.92200,10.65900,16.58100,-0.21700,0.51300,0.29600,0.54000,-0.24400,-0.24400,-0.24400,1.03200,-0.21700,39.20300,39.20300,-0.01000,-0.01000,2.32290,0.45450,0.83320,70.42820,-0.93390,-0.93390,1.27390,-1.05010,0.16660,0.68370,0.96490,93.27310,,-1.56160,-0.17500,-0.27780,,0.0484,0.0415
2024-06-30,22.16400,6.98900,15.17500,7.32600,11.21500,18.54100,-3.36600,0.48900,-2.87700,0.47900,-3.35600,-3.35600,-3.35600,-2.05700,-3.36600,38.71200,38.71200,-0.09000,-0.09000,2.39800,0.46030,0.85300,68.46690,-15.18680,-15.18680,-12.98050,-15.14170,0.16730,0.72760,0.93360,96.40360,,-23.46850,-2.53300,-3.87460,,0.0308,0.0062
2024-03-31,21.89000,6.79200,15.09800,7.14900,10.69200,17.84100,-2.74300,0.54000,-2.20300,0.30700,-2.51000,-2.51000,-2.51000,-1.37600,-2.74300,38.41200,38.41200,-0.07000,-0.07000,2.43410,0.45220,0.82540,68.97210,-12.53080,-12.53080,-10.06400,-11.46640,0.16430,0.58020,0.99430,90.51390,,-16.03940,-1.88350,-2.85010,,-0.06010,-0.07130
2023-12-31,24.34200,12.94100,11.40100,7.94200,22.37300,30.31500,-18.91400,0.66100,-18.25300,0.09600,-18.34900,-18.34900,-18.34900,-15.51000,-18.91400,37.91100,37.91100,-0.49000,-0.49000,2.28160,0.44420,0.79920,46.83670,-77.70110,-77.70110,-74.98560,-75.38000,0.17620,1.08990,1.04630,86.01800,,-107.84020,-13.28070,-20.49340,,-0.1411,-0.1577
2023-09-30,22.63500,12.16500,10.47000,9.92700,13.20600,23.13300,-12.66300,0.77500,-11.88800,0.47300,-12.36100,-12.36100,-12.36100,-11.13500,-12.66300,38.17400,38.17400,-0.32000,-0.32000,2.38130,0.37870,0.60960,46.25580,-55.94430,-55.94430,-52.52040,-54.61010,0.14340,0.86650,0.78810,114.19480,,-40.33740,-7.83200,-11.78570,,-0.1099,-0.1441
2023-06-30,25.04700,7.70700,17.34000,10.75200,28.08000,38.83200,-21.49200,0.98500,-20.50700,0.22500,-20.73200,-20.73200,-20.73200,-19.88800,-21.49200,37.74300,37.74300,-0.55000,-0.55000,2.27040,0.34280,0.52160,69.22990,-85.80670,-85.80670,-81.87410,-82.77240,0.14090,0.41980,0.68680,131.03840,,-50.22890,-11.66270,-17.91270,,-0.2981,-0.3057
2023-03-31,21.12600,7.65100,13.47500,10.49400,14.84700,25.34100,-11.86600,0.79400,-11.07200,0.29000,-11.36200,-11.36200,-11.36200,-10.27000,-11.86600,37.42200,37.42200,-0.30000,-0.30000,2.46610,0.29650,0.42140,63.78400,-56.16780,-56.16780,-52.40940,-53.78210,0.10540,0.45770,0.45110,199.51580,,-19.26940,-5.66990,-8.50090,,-0.23530,-0.24250
2022-12-31,33.02900,11.13400,21.89500,12.37100,16.58400,28.95500,-7.06000,0.79600,-6.26400,0.47400,-6.73800,-6.73800,-6.73800,-4.53200,-7.06000,36.97500,36.97500,-0.18000,-0.18000,2.50520,0.27960,0.38810,66.29020,-21.37510,-21.37510,-18.96520,-20.40030,0.15510,0.83950,0.63330,142.10780,-6.60760,-10.11270,-3.16410,-4.76020,2.72870,-0.2656,-0.3071
2022-09-30,25.04000,8.66300,16.37700,12.91900,16.54200,29.46100,-13.08400,0.47100,-12.61300,0.31900,-12.93200,-12.93200,-12.93200,-11.47600,-13.08400,37.19800,37.19800,-0.35000,-0.35000,2.52470,0.27450,0.37830,65.40340,-52.25240,-52.25240,-50.37140,-51.64540,0.11510,0.68340,0.59220,151.96480,,-18.46220,-5.94630,-8.98030,,-0.2191,-0.2608
2022-06-30,32.77200,10.24200,22.53000,12.48000,16.52300,29.00300,-6.47300,0.62000,-5.85300,0.38000,-6.23300,-6.23300,-6.23300,-4.90600,-6.47300,36.82700,36.82700,-0.17000,-0.17000,2.81670,0.25650,0.34500,68.74770,-19.75160,-19.75160,-17.85980,-19.01930,0.14290,0.83570,0.72960,123.35320,,-7.81690,-2.71780,-4.05050,,-0.2098,-0.2443
2022-03-31,31.89600,9.79200,22.10400,12.03000,15.72600,27.75600,-5.65200,0.24700,-5.40500,0.72200,-6.12700,-6.12700,-6.12700,-4.00300,-5.65200,36.53900,36.53900,-0.17000,-0.17000,3.06380,0.24510,0.32470,69.30020,-17.72010,-17.72010,-16.94570,-19.20930,0.13500,0.76220,0.78150,115.16080,,-7.08300,-2.59240,-3.80960,,-0.18620,-0.22110
2021-12-31,40.97400,12.51600,28.45800,13.00500,19.17000,32.17500,-3.71700,0.17600,-3.54100,0.48900,-4.03000,-4.03000,-4.03000,-2.22800,-3.71700,36.05100,36.05100,-0.12000,-0.12000,2.46510,,,69.45380,-9.07160,-9.07160,-8.64210,-9.83550,0.20140,1.12840,1.04210,86.36470,-3.19820,-4.43490,-1.98120,-3.19820,3.45310,-0.2917,-0.3771
2021-09-30,38.15500,11.62400,26.53100,12.14800,16.62100,28.76900,-2.23800,-0.14600,-2.38400,0.68900,-3.07300,-3.07300,-3.07300,-0.85200,-2.23800,36.28600,36.28600,-0.08000,-0.08000,2.74590,,,69.53480,-5.86550,-5.86550,-6.24820,-8.05400,0.18930,1.30640,0.95470,94.26940,,-3.35180,-1.52440,-2.41870,,-0.1537,-0.1793
2021-06-30,35.28800,10.82200,24.46600,11.37300,16.89800,28.27100,-3.80500,0.19400,-3.61100,0.36800,-3.97900,-3.97900,-3.97900,-2.43000,-3.80500,35.94100,35.94100,-0.11000,-0.11000,2.59470,,,69.33240,-10.78270,-10.78270,-10.23290,-11.27580,0.16880,1.16400,0.88660,101.51530,,-4.33250,-1.90360,-3.12210,,0.0521,-0.0011
2021-03-31,31.18300,9.59100,21.59200,10.56700,14.79300,25.36000,-3.76800,0.11500,-3.65300,0.30500,-3.95800,-3.95800,-3.95800,-2.44300,-3.76800,35.53500,35.53500,-0.11000,-0.11000,2.63060,,,69.24290,-12.08350,-12.08350,-11.71470,-12.69280,0.14820,0.70820,0.79380,113.37810,,-4.29470,-1.88140,-3.09210,,0.16110,0.11340
2020-12-31,39.09100,11.62700,27.46400,12.61100,16.01000,28.62100,-1.15700,0.34300,-0.81400,0.86700,-1.68100,-1.68100,-1.68100,0.03600,-1.15700,35.00720,35.00720,-0.05000,-0.05000,2.49190,,,70.25660,-2.95980,-2.95980,-2.08230,-4.30020,0.19390,0.92380,1.12040,80.32800,-1.29160,-1.75610,-0.83380,-1.29160,3.67840,-0.1667,-0.2255
2020-09-30,34.75200,11.00700,23.74500,11.74100,14.51500,26.25600,-2.51100,0.64600,-1.86500,0.52800,-2.39300,-2.39300,-2.39300,-1.38100,-2.51100,35.16300,35.16300,-0.07000,-0.07000,2.48220,,,68.32700,-7.22550,-7.22550,-5.36660,-6.88590,0.17280,0.70850,1.32730,67.80560,,-2.53330,-1.19000,-1.85440,,-0.0027,-0.0546
2020-06-30,32.79000,9.83800,22.95200,10.39600,16.33400,26.73000,-3.77800,0.71700,-3.06100,0.55300,-3.61400,-3.61400,-3.61400,-2.72900,-3.77800,34.91760,34.91760,-0.10000,-0.10000,2.41030,,,69.99700,-11.52180,-11.52180,-9.33520,-11.02170,0.15740,0.56980,1.10580,81.38700,,-3.75170,-1.73520,-2.75750,,-0.0207,-0.0876
2020-03-31,29.28900,7.61000,21.67900,8.69900,14.56300,23.26200,-1.58300,0.15100,-1.43200,0.22800,-1.66000,-1.66000,-1.66000,-0.64300,-1.58300,34.62600,34.62600,-0.05000,-0.05000,2.34140,,,74.01760,-5.40480,-5.40480,-4.88920,-5.66770,0.14110,0.50220,0.95310,94.42490,,-1.72220,-0.79990,-1.26460,,-0.15910,-0.19810
2019-12-31,30.56700,9.78400,20.78300,8.56300,14.14000,22.70300,-1.92000,0.60000,-1.32000,0.36200,-1.68200,-1.68200,-1.68200,-0.74200,-1.92000,34.25060,34.25060,-0.05000,-0.05000,2.08170,,,67.99160,-6.28130,-6.28130,-4.31840,-5.50270,0.14210,0.91710,0.86020,104.63050,-1.27570,-1.73740,-0.78170,-1.27570,3.81940,0.1025,0.0755
2019-09-30,27.63700,8.45600,19.18100,8.09100,13.32900,21.42000,-2.23900,0.25700,-1.98200,0.12900,-2.11100,-2.11100,-2.11100,-1.13200,-2.23900,34.34820,34.34820,-0.06000,-0.06000,2.56140,,,69.40330,-8.10150,-8.10150,-7.17150,-7.63830,0.13710,0.91490,1.06240,84.71470,,-2.15320,-1.04740,-1.58220,,0.4213,0.3833
