Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,284.63800,174.38000,110.25800,89.84500,89.84500,20.41300,-9.01800,11.39500,3.06700,8.32800,8.32800,8.32800,39.78700,20.41300,104.50000,106.07400,0.08000,0.08000,0.88430,3.06420,-1.56990,38.73620,7.17160,7.17160,4.00330,2.92580,0.58390,1.35780,,,-4.40760,-4.22000,1.70830,9.09820,-1.80570,0.3828,0.3534
2024-04-30,279.77100,164.35000,115.42100,89.27800,89.27800,26.14300,-9.48700,16.65600,4.48400,12.17200,12.17200,12.17200,45.95100,26.14300,104.26800,105.24700,0.12000,0.12000,0.82920,3.31310,-1.51360,41.25550,9.34440,9.34440,5.95340,4.35070,0.58320,1.13500,,,-6.12770,-5.87910,2.53750,14.17380,-1.90370,0.26250,0.19590
2024-01-31,293.53890,192.38200,101.15700,97.14200,97.14200,4.01500,-10.04400,-6.02900,-1.95900,-4.07000,-4.07000,-4.07000,24.64700,4.01500,103.99000,104.40000,-0.03000,-0.03000,0.77170,3.75540,-1.47350,34.46120,1.36780,1.36780,-2.05390,-1.38650,0.61550,1.35290,,,1.92240,1.84900,-0.85330,-5.29700,-2.03170,0.0856,-0.0172
2023-10-31,275.40800,183.90600,91.50200,84.62000,84.62000,6.88200,-10.02400,-3.14200,-0.39400,-2.74800,-2.74800,-2.74800,26.42200,6.88200,104.08100,104.08100,-0.03000,-0.03000,0.85680,3.51020,-1.49990,33.22420,2.49880,2.49880,-1.14090,-0.99780,0.54060,1.07530,,,1.31330,1.26270,-0.53940,-3.29680,-2.00990,0.0198,-0.0344
2023-07-31,289.14400,186.46700,102.67700,82.48900,82.48900,20.18800,-9.51700,10.67100,4.04200,6.62900,6.62900,6.62900,39.78500,20.18800,103.93000,104.17200,0.06000,0.06000,0.86630,3.33410,-1.50620,35.51070,6.98200,6.98200,3.69050,2.29260,0.58720,1.18150,,,-3.19230,-3.06820,1.34630,7.45100,-1.99590,0.1964,0.1587
2023-04-30,293.85400,183.21200,110.64200,84.57900,84.57900,26.06300,-9.52800,16.53500,4.72700,11.80800,11.80800,11.80800,45.66200,26.06300,103.80000,104.02700,0.11000,0.11000,0.85190,3.56530,-1.51970,37.65200,8.86940,8.86940,5.62690,4.01830,0.57010,1.04810,,,-5.45830,-5.25430,2.29070,14.00230,-2.08360,0.10790,0.05350
2023-01-31,301.22800,205.04900,96.17910,93.66400,93.66400,2.51500,-8.36900,-5.85400,-2.01000,-3.84400,-3.84400,-3.84400,22.61700,2.51500,104.34200,104.48900,-0.04000,-0.04000,0.80850,4.09140,-1.43000,31.92900,0.83490,0.83490,-1.94340,-1.27610,0.57130,1.13880,,,1.66970,1.61090,-0.72900,-5.16160,-2.21850,-0.0091,-0.0681
2022-10-31,300.20100,198.26300,101.93800,81.98500,81.98500,19.95300,-8.53700,11.41600,4.13900,7.27700,7.27700,7.27700,39.71900,19.95300,103.62300,103.80500,0.07000,0.07000,0.82640,3.87620,-1.42750,33.95660,6.64650,6.64650,3.80280,2.42400,0.53200,0.99190,,,-3.17660,-3.06420,1.28950,9.13630,-2.21040,0.0932,0.0387
2022-07-31,353.52200,222.03000,131.49200,92.07600,92.07600,39.41600,-6.74500,32.67100,9.96100,22.71000,22.71000,22.71000,59.10500,39.41600,103.83600,103.95300,0.22000,0.22000,0.79820,4.22020,-1.40310,37.19490,11.14950,11.14950,9.24160,6.42390,0.63520,1.22850,,,-9.51580,-9.19220,4.08050,30.64240,-2.30360,0.3398,0.2933
2022-04-30,333.19300,203.26300,129.93000,90.18900,90.18900,39.74100,-6.29200,33.44900,9.38300,24.06600,24.06600,24.06600,59.61500,39.74100,106.22600,106.24300,0.23000,0.23000,0.74770,5.11400,-1.40180,38.99540,11.92730,11.92730,10.03890,7.22280,0.58750,1.13660,,,-9.44300,-9.14170,4.24320,38.84810,-2.42770,0.08630,0.02270
