Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,367.07100,,367.07100,318.15100,,40.76200,40.76200,10.11900,30.64300,30.64300,,30.64300,23.91200,24.40700,1.28000,1.26000,0.77210,3.38760,11.10470,8.34800,0.07350,2.92370,7.29640,0.61360,0.66630,44.24060,1.8361,1.5895
2024-06-30,355.28500,,355.28500,305.31400,,42.51000,42.51000,10.32900,32.18100,32.18100,,32.18100,23.88300,24.09700,1.35000,1.34000,0.77760,3.49660,11.96500,9.05780,0.07380,3.25680,8.35180,0.66810,0.72430,41.70900,1.5141,1.2031
2024-03-31,328.38600,,328.38600,290.04600,,30.49200,30.49200,7.25300,23.23900,23.23900,,23.23900,23.78400,24.46800,0.98000,0.95000,0.77910,3.52680,9.28540,7.07670,0.07010,2.43630,6.61220,0.49580,0.53820,40.26930,2.08370,1.80330
2023-12-31,277.38710,,277.38710,283.18800,,-252.97000,-271.69600,-0.93400,-270.76200,-270.76200,,-270.76200,23.67000,23.67000,-11.44000,-11.34000,0.77990,3.54290,-97.94840,-97.61160,0.05990,-28.91100,-82.03350,-5.84740,-6.36400,39.77650,1.6972,3.5605
2023-09-30,309.61900,,309.61900,268.36000,,30.06300,30.06300,10.72400,19.33900,19.33900,,19.33900,23.71200,24.38200,0.82000,0.79000,0.72210,2.59780,9.70970,6.24610,0.06500,1.61320,5.18790,0.40630,0.44840,50.94920,2.1871,1.8909
2023-06-30,323.04400,,323.04400,276.00800,,36.33400,36.33400,10.02900,26.30500,26.30500,,26.30500,23.67000,24.28000,1.11000,1.08000,0.72190,2.59630,11.24740,8.14290,0.06620,2.13200,6.89260,0.53940,0.59280,52.53720,1.1393,0.9438
2023-03-31,312.63000,,312.63000,276.72500,,25.03500,25.03500,6.40900,18.62600,18.62600,,18.62600,23.54800,24.94200,0.79000,0.75000,0.72240,2.60250,8.00790,5.95780,0.06670,1.57290,5.32200,0.39750,0.43660,50.42820,1.43990,1.24400
2022-12-31,233.99600,,233.99600,264.52300,,-41.81200,-45.88700,27.23100,-73.11800,-73.11800,,-73.11800,24.14200,26.09200,-2.84000,-2.45000,0.71080,2.45740,-19.61020,-31.24750,0.05190,-6.19840,-20.40050,-1.62180,-1.79280,50.57780,2.0991,2.5479
2022-09-30,307.75200,,307.75200,253.67900,,42.41400,42.41400,10.92000,31.49400,31.49400,,31.49400,23.95800,25.91900,1.31000,1.22000,0.69280,2.25510,13.78190,10.23360,0.07110,2.64010,7.43870,0.72770,0.81100,50.68100,2.2448,1.8838
2022-06-30,356.91700,,356.91700,261.58200,,83.68900,83.68900,23.25000,60.43900,60.43900,,60.43900,24.35900,26.41100,2.48000,2.29000,0.69400,2.26780,23.44780,16.93360,0.08000,4.90740,14.83570,1.35530,1.50170,51.34020,1.7464,1.5521
2022-03-31,499.68200,,499.68200,257.08000,,230.77300,230.77300,55.02400,175.74900,175.74900,,175.74900,24.72200,27.48200,7.11000,6.40000,0.70190,2.35410,46.18400,35.17220,0.10830,14.10080,47.52110,3.80870,4.20410,51.16270,1.98420,1.72660
2021-12-31,357.30300,,357.30300,259.77300,,85.14500,85.14500,9.06200,76.08300,76.08300,,76.08300,30.12900,31.15300,2.75000,2.56000,0.71660,2.52880,23.82990,21.29370,0.07750,6.41910,26.46680,1.65110,1.81900,48.29720,2.9684,3.6679
2021-09-30,412.62400,,412.62400,290.21900,,108.26900,108.26900,24.70300,83.56600,83.56600,,83.56600,30.22500,31.36200,2.76000,2.66000,0.66660,1.99900,26.23910,20.25230,0.09070,5.97400,16.60350,1.83660,1.99200,47.26060,2.0177,1.5766
2021-06-30,427.73500,,427.73500,294.29500,,121.39400,121.39400,24.60700,96.78700,96.78700,,96.50300,30.90900,31.41500,3.12000,3.07000,0.68890,2.21460,28.38070,22.56140,0.09140,7.14640,22.03300,2.06820,2.22310,44.53190,2.5704,2.3602
2021-03-31,416.83700,,416.83700,283.59200,,121.73300,121.73300,26.96800,94.76500,94.76500,,94.63000,31.46900,31.83200,3.01000,2.97000,0.71140,2.46480,29.20400,22.70190,0.08740,7.41060,25.84870,1.98660,2.13880,41.23780,2.17140,2.05220
2020-12-31,382.61000,,382.61000,323.55500,,47.71110,47.71100,10.49900,37.21200,37.21200,,37.32000,31.42700,31.71000,1.18000,1.16000,0.72900,2.68970,12.46990,9.75410,0.07870,3.05000,11.88450,0.76500,0.82660,38.92410,2.0118,1.6326
2020-09-30,403.67600,,403.67600,318.21300,,74.85400,74.85400,19.74700,55.10700,55.10700,,54.65000,31.48400,31.82600,1.74000,1.72000,0.74260,2.88500,18.54310,13.53810,0.08530,4.88860,21.14630,1.16450,1.25830,35.96290,1.2096,0.9105
2020-06-30,426.03300,,426.03300,249.13700,,166.35400,166.35400,35.57000,130.78400,130.78400,,130.33200,31.41300,31.56000,4.15000,4.13000,0.76290,3.21740,39.04720,30.59200,0.08990,12.54660,63.99590,2.75870,2.97500,33.31590,4.3834,3.9706
2020-03-31,289.08100,,289.08100,284.81700,,-6.02100,-6.02100,4.55800,-10.57900,-10.57900,,-10.45400,31.30800,31.30800,-0.33000,-0.33000,0.78980,3.75840,-2.08280,-3.61630,0.06260,-1.16790,-15.90590,-0.22920,-0.24540,29.00080,2.26160,2.26160
2019-12-31,347.79390,,347.79390,279.38290,,57.11790,57.11800,13.88600,43.23200,43.23200,,43.08500,31.21000,31.47400,1.39000,1.36000,0.77410,3.42620,16.42300,12.38810,0.07080,4.21610,30.61300,0.88050,0.95250,32.97440,1.5545,4.6958
2019-09-30,355.93600,,355.93600,292.78400,,42.43400,42.43400,3.02100,39.41300,39.41300,,38.86900,31.33800,31.65700,1.24000,1.23000,0.78770,3.71140,11.92180,10.92020,0.07560,4.26550,42.63260,0.83710,0.90540,29.74970,2.7585,2.3446
2019-06-30,346.87400,,346.87400,288.55800,,48.57500,48.57500,11.75300,36.82200,36.82200,,36.66100,31.22500,31.42600,1.17000,1.17000,0.79630,3.90910,14.00360,10.56900,0.07210,4.07790,98.37610,0.76540,0.83070,29.14650,3.1122,2.8821
2019-03-31,347.07700,,347.07700,283.96700,,53.11500,53.11500,3.67300,49.44200,49.44200,,49.25400,31.20100,31.35900,1.58000,1.57000,0.80420,4.10830,15.30350,14.19110,0.07210,5.65340,-593.74900,1.02710,1.10670,28.24160,0.35050,0.02440
2018-12-31,348.72120,,348.72120,283.59700,,55.12820,55.12800,9.09500,46.03300,46.03300,,47.03600,28.31300,28.57200,1.55000,1.54000,0.80980,4.25850,15.80860,13.48810,0.07530,5.61590,-95.03490,0.99380,1.06800,26.54090,2.5529,1.4342
2018-09-30,336.77400,,336.77400,297.00600,,29.89500,29.89500,16.87900,13.01600,13.01600,,20.72500,29.86700,30.12100,0.69000,0.69000,0.82090,4.58240,8.87690,6.15400,0.07250,1.67470,-10.72360,0.28010,0.30000,25.19170,0.288,-0.0213
2018-06-30,349.74700,,349.74700,300.54200,,38.28200,38.28200,11.30800,26.97400,26.97400,,26.29800,26.15000,26.40900,1.01000,1.00000,0.85150,5.73600,10.94560,7.51920,0.07590,4.38260,-9.18810,0.58560,0.65060,23.73550,3.6577,3.1489
