Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,403.50000,232.20000,171.30000,96.30000,96.30000,75.00000,-11.70000,63.30000,16.20000,47.10000,47.10000,,47.10000,99.70000,75.00000,57.20000,57.80000,0.82000,0.81000,1.38170,0.37350,0.74080,42.45350,18.58740,18.58740,15.68770,11.67290,0.16740,1.36750,1.87500,48.00000,4.39900,-14.06390,1.95390,2.75620,18.72570,1.1539,0.9256
2024-06-30,370.60000,209.70000,160.90000,93.30000,93.30000,67.60000,-12.20000,55.40000,13.80000,41.60000,41.60000,,41.60000,87.80000,67.60000,57.10000,57.80000,0.73000,0.72000,1.19930,0.39230,0.86800,43.41610,18.24070,18.24070,14.94870,11.22500,0.15520,1.22630,1.64420,54.73830,4.20290,-10.29190,1.74240,2.55420,17.32370,0.9825,0.8288
2024-03-31,313.60000,161.20000,152.40000,94.30000,97.00000,55.40000,-8.70000,46.70000,8.90000,37.80000,37.80000,,37.80000,73.90000,55.40000,57.00000,57.70000,0.66000,0.66000,2.11890,0.39880,0.69470,48.59690,17.66580,17.66580,14.89160,12.05360,0.14940,0.97050,1.71550,52.46170,3.92080,-23.19020,1.80110,2.35710,16.87980,0.16460,-0.05200
2023-12-31,356.90000,191.40010,165.49990,92.60000,93.09980,72.40010,-11.00000,61.40000,11.90000,49.50000,49.50000,,49.50000,91.00010,72.40010,56.80000,57.50000,0.87000,0.86000,1.92700,0.39910,0.66900,46.37150,20.28580,20.28580,17.20370,13.86940,0.16760,1.21830,1.66080,54.19170,5.13490,-26.59860,2.32460,3.08550,16.94280,1.3652,1.1043
2023-09-30,352.90000,187.40000,165.50000,85.80000,85.80000,79.70000,-11.80000,67.90000,16.00000,51.90000,51.90000,,51.90000,100.20000,79.70000,56.80000,57.50000,0.91000,0.90000,2.00000,0.44800,0.81900,46.89710,22.58430,22.58430,19.24060,14.70670,0.16850,1.12960,1.97040,45.67580,5.94770,-19.29370,2.47840,3.28340,15.36180,1.7849,1.653
2023-06-30,352.40000,184.00000,168.40000,99.60000,99.60000,68.80000,-12.90000,55.90000,12.70000,43.20000,43.20000,,43.20000,88.30000,68.80000,56.80000,57.40000,0.76000,0.75000,2.21270,0.49240,0.98110,47.78660,19.52330,19.52330,15.86270,12.25880,0.16050,1.05870,1.75410,51.30820,5.05150,-14.15930,1.96810,2.56410,15.05790,1.029,0.9514
2023-03-31,329.10000,174.40000,154.70000,88.80000,88.80000,65.90000,-11.30000,54.60000,10.90000,43.70000,43.70000,,43.70000,84.90000,65.90000,56.70000,56.70000,0.77000,0.77000,1.74020,0.30390,0.58940,47.00700,20.02430,20.02430,16.59070,13.27860,0.07590,0.35380,0.65890,136.59980,2.16580,54.42100,1.00780,1.50770,35.56970,0.62610,0.55560
2022-12-31,-200.70000,-170.20000,-30.50000,-39.60000,-33.40000,2.90000,-20.20000,-17.30000,-23.80000,6.50000,6.50000,,6.50000,22.30000,2.90000,56.70000,56.70000,0.12000,0.15000,0.98720,0.41020,1.07780,15.19680,-1.44500,-1.44500,8.61980,-3.23870,-0.09430,-1.16900,-0.97850,-91.97310,0.82930,-1.63440,0.30520,0.48910,13.91570,1.3245,1.1641
2022-09-30,335.10000,174.90000,160.20000,82.20000,82.20000,78.00000,-13.60000,64.40000,19.80000,44.60000,44.60000,,44.60000,97.40000,78.00000,56.70000,56.70000,0.79000,0.79000,1.37790,0.33010,0.72640,47.80660,23.27660,23.27660,19.21810,13.30950,0.08110,0.40140,0.68820,130.76990,2.60700,-21.62950,1.07930,1.74630,30.47540,1.9365,1.8553
2022-06-30,334.00000,182.80000,151.20000,77.80000,77.80000,73.40000,-11.90000,61.50000,12.70000,48.80000,48.80000,,48.80000,84.70000,73.40000,56.70000,56.70000,0.86000,0.86000,2.04470,0.31130,0.51610,45.26950,21.97610,21.97610,18.41320,14.61080,0.07420,0.41270,0.66260,135.83530,2.61720,-51.42260,1.08470,1.80240,33.24120,3.0943,3.1849
2022-03-31,871.50000,526.20000,345.30000,198.30000,198.30000,147.00000,-7.30000,139.70000,34.70000,105.00000,105.00000,,105.00000,175.60000,147.00000,57.10000,57.90000,1.84000,1.81000,2.07110,0.32800,0.54840,39.62130,16.86750,16.86750,16.02980,12.04820,0.20020,1.11650,1.66130,54.17560,6.08270,-81.64870,2.41200,4.08740,30.65750,-0.95850,-1.18310
2021-12-31,-1183.80000,-804.10000,-379.70010,-240.20000,-229.50000,-150.20010,-35.30000,-185.50000,-5.20000,-180.30000,-180.30000,,-185.30000,-159.80010,-150.20000,56.70000,56.70000,-3.10000,-2.99000,1.95500,0.31460,0.45900,32.07470,12.68800,12.68800,15.66990,15.65300,-0.26390,-1.79050,-2.38330,-37.76230,-9.82510,83.54960,-4.01860,-6.73390,31.72950,-0.6104,-0.832
