Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,225.62800,225.62800,94.10000,-3.47500,120.36300,-12.86300,107.50000,25.51700,81.98300,81.98300,81.98300,127.87300,120.36300,64.87500,66.05700,1.26000,1.24000,1.18930,0.45550,0.83650,100.00000,53.34580,53.34580,47.64480,36.33550,0.08640,,,6.97930,-7.64020,3.13860,3.80020,18.09290,1.5111,1.5051
2024-06-30,219.62100,219.62100,106.51900,5.15100,110.59700,-14.82200,95.77500,21.52400,74.25100,74.25100,74.25100,118.14800,110.59700,64.73400,66.07500,1.15000,1.12000,0.90740,0.46650,0.87430,100.00000,50.35810,50.35810,43.60920,33.80870,0.08640,,,6.61300,-6.56980,2.92180,3.52810,17.32490,1.2047,1.2013
2024-03-31,215.85700,215.85700,109.72900,-13.22600,84.80900,-12.92100,71.88800,16.19700,55.69100,55.69100,55.69100,92.41000,84.80900,64.38900,65.97200,0.86000,0.84000,0.70950,0.47900,0.91930,100.00000,39.28940,39.28940,33.30350,25.80000,0.08610,,,5.17030,-4.71490,2.22210,2.69380,16.65560,1.04110,1.03350
2023-12-31,205.79400,205.79400,107.08900,-4.08300,86.31800,-12.79600,73.52200,18.31600,55.20600,55.20600,55.20600,94.30200,86.31800,66.20200,68.21400,0.85000,0.81000,0.65900,0.48440,0.93950,100.00000,41.94390,41.94390,35.72600,26.82590,0.08090,,,5.24270,-4.56010,2.17120,2.70320,16.38790,1.3963,1.3851
2023-09-30,209.68800,209.68800,106.60800,-10.45200,80.04900,-14.12800,65.92100,13.91400,52.00700,52.00700,52.00700,92.38200,80.04900,65.77400,67.67600,0.79000,0.77000,0.58010,0.47870,0.91840,100.00000,38.17530,38.17530,31.43770,24.80210,0.08090,,,4.83280,-4.35860,2.00660,2.51920,16.32690,1.3791,1.352
2023-06-30,204.22600,204.22600,105.53400,-1.51600,87.52600,-12.93100,74.59500,17.92400,56.67100,56.67100,56.67100,97.17600,87.52600,66.46600,68.50000,0.85000,0.83000,0.41930,0.48560,0.94390,100.00000,42.85740,42.85740,36.52570,27.74920,0.08050,,,5.41740,-4.59520,2.23250,2.78690,15.94200,1.1465,1.1172
2023-03-31,201.32000,201.32000,107.64400,-7.40200,74.56500,-12.69500,61.87000,12.59700,49.27300,49.27300,49.27300,86.24500,74.56500,67.28800,69.72700,0.73000,0.71000,0.39830,0.48470,0.94080,100.00000,37.03810,37.03810,30.73220,24.47500,0.07960,,,4.69910,-3.97950,1.94890,2.42130,15.67790,0.92010,0.91190
2022-12-31,201.51500,201.51500,109.86900,-0.08500,79.60300,-10.45500,69.14800,16.87900,52.26900,52.26900,52.26900,90.75300,79.60300,68.48100,72.26600,0.76000,0.74000,0.38590,0.48050,0.92500,100.00000,39.50230,39.50230,34.31410,25.93800,0.07930,2.38560,37.72710,4.90600,-4.24590,2.05710,2.54860,15.82470,0.9084,0.8954
2022-09-30,207.26000,207.26000,108.18900,10.31100,98.64000,-13.29400,85.34600,12.58200,72.76400,72.76400,72.76400,109.32600,98.64000,68.60900,71.87700,1.06000,1.01000,0.43540,0.48380,0.93710,100.00000,47.59240,47.59240,41.17820,35.10760,0.08010,,,6.81940,-5.87460,2.81040,3.52050,15.58090,1.465,1.4454
2022-06-30,216.00600,216.00600,112.37100,26.45700,119.32600,-14.33100,104.99500,25.79000,79.20500,79.20500,79.20500,130.08400,119.32600,68.52100,72.86700,1.16000,1.09000,0.37960,0.49500,0.98010,100.00000,55.24200,55.24200,48.60750,36.66800,0.08410,,,7.62920,-6.20680,3.08480,3.85300,15.18560,1.2494,1.2254
