Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,21.19000,6.15400,15.03600,5.47100,16.01000,-0.94700,22.42800,-7.39200,1.71300,-5.67900,-0.00400,-5.67500,-5.67500,-5.68300,-6.40500,-7.39200,36.71930,36.71930,-0.15000,-0.15000,4.23020,70.95800,-34.88440,-34.88440,-26.80040,-26.81930,0.13720,5.41110,16.63240,-5.29220,-5.51300,-3.67500,-5.29220,2.91180,-0.0073,-0.0092
2024-06-30,22.23500,6.29000,15.94500,5.47000,16.14700,-0.82200,22.43900,-6.49400,2.06100,-4.43300,-0.00400,-4.42900,-4.42900,-4.43700,-5.72400,-6.49400,38.51780,38.51780,-0.12000,-0.12000,4.46790,71.71130,-29.20620,-29.20620,-19.93700,-19.95500,0.14110,5.58110,16.12590,-4.01230,-4.17260,-2.81060,-4.01230,3.00840,-0.0711,-0.0806
2024-03-31,22.06200,6.07600,15.98600,4.74500,16.17900,-0.41400,21.33800,-5.35200,2.04900,-3.30300,,-3.30300,-3.30300,-3.30300,-4.86800,-5.35200,39.74500,39.74500,-0.08000,-0.08000,5.21780,72.45940,-24.25890,-24.25890,-14.97140,-14.97140,0.12290,5.43670,16.55430,-2.52110,-2.60270,-1.84040,-2.52110,3.29750,-0.07700,-0.08190
2023-12-31,20.92200,5.96700,14.95500,4.44500,14.89700,-0.78900,20.13100,-5.17600,2.24900,-2.92700,,-2.94100,-2.94100,-2.94100,-4.97400,-5.17600,39.72500,39.72500,-0.07000,-0.07000,5.33690,71.47980,-24.73950,-24.73950,-13.99010,-14.05700,0.11570,6.31510,14.25150,-2.19010,-2.25930,-1.62650,-2.19010,3.36430,-0.0541,-0.0547
2023-09-30,20.66300,5.51000,15.15300,4.51500,15.18300,-0.68800,20.38600,-5.23300,1.92800,-3.30500,,-3.30500,-3.30500,-3.30500,-5.18000,-5.23300,39.96290,39.96290,-0.08000,-0.08000,5.59010,73.33400,-25.32550,-25.32550,-15.99480,-15.99480,0.11310,4.95750,18.15420,-2.42460,-2.49940,-1.80820,-2.42460,3.40350,-0.0533,-0.0544
2023-06-30,20.92100,6.32700,14.59400,6.88900,17.25400,-0.88800,25.03100,-10.43700,2.11700,-8.32000,,-8.32000,-8.32000,-8.32000,-10.17500,-10.43700,39.64270,39.64270,-0.21000,-0.21000,5.67220,69.75770,-49.88770,-49.88770,-39.76870,-39.76870,0.11290,6.73350,13.36600,-6.03010,-6.21530,-4.49000,-6.03010,3.44620,-0.1626,-0.1627
2023-03-31,22.17800,7.30700,14.87100,5.79500,17.89300,-1.36400,25.05200,-10.18100,2.04800,-8.13300,,-8.13300,-8.13300,-8.13300,-8.88800,-10.18100,39.33100,39.33100,-0.21000,-0.21000,5.93300,67.05290,-45.90590,-45.90590,-36.67150,-36.67150,0.11630,6.16910,14.58880,-5.68580,-5.85330,-4.26370,-5.68580,3.62040,-0.07120,-0.07170
2022-12-31,22.95700,6.76200,16.19500,5.72600,17.59600,-1.50100,24.82300,-8.62800,1.80400,-6.82400,,-6.86100,-6.86100,-6.86100,-7.38000,-8.62800,38.47900,38.47900,-0.18000,-0.18000,6.23660,70.54500,-37.58340,-37.58340,-29.72510,-29.88630,0.11720,6.65810,13.51750,-4.63510,-4.76630,-3.50420,-4.63510,3.77030,-0.1459,-0.1462
2022-09-30,22.72900,7.27800,15.45100,6.36300,17.80300,-1.18300,25.34900,-9.89800,0.87000,-9.02800,,-9.02800,-9.02800,-9.02800,-8.47700,-9.89800,38.66800,38.66800,-0.23000,-0.23000,5.60540,67.97920,-43.54790,-43.54790,-39.72020,-39.72020,0.11180,6.58240,13.67280,-5.99070,-6.15510,-4.43900,-5.99070,3.87440,-0.099,-0.1
2022-06-30,24.57600,7.95300,16.62300,6.58700,18.76500,8.10900,17.24300,-0.62000,0.33100,-0.28900,,-0.28900,-0.28900,-0.28900,0.85300,-0.62000,38.17040,38.17040,-0.01000,-0.01000,5.44930,67.63920,-2.52280,-2.52280,-1.17590,-1.17590,0.11590,6.01760,14.95610,-0.18480,-0.18980,-0.13630,-0.18480,4.05380,-0.3168,-0.3175
2022-03-31,26.58700,7.67700,18.91000,5.76100,18.20600,-1.67400,25.64100,-6.73100,0.37100,-6.36000,,-6.36000,-6.36000,-6.36000,-5.31200,-6.73100,38.03030,38.03030,-0.17000,-0.17000,5.11930,71.12500,-25.31690,-25.31690,-23.92150,-23.92150,0.12680,6.88600,13.06990,-4.16790,-4.40750,-3.03440,-4.16790,4.01120,-0.16370,-0.16420
2021-12-31,26.93000,10.30600,16.62400,5.84900,17.82600,-1.40500,25.08000,-8.45600,0.39000,-8.06600,,-8.08700,-8.08700,-8.08700,-7.64600,-8.45600,26.06000,26.06000,0.05000,0.05000,5.46050,61.73040,-31.39990,-31.39990,-29.95170,-30.02970,0.14010,9.47240,9.50130,-5.13660,-5.42490,-4.20640,-5.13660,4.14400,-0.023,-0.0255
2021-09-30,25.57600,7.51500,18.06100,4.77500,18.94200,-1.27000,24.98700,-6.92600,0.33900,-6.58700,,-6.58700,-6.58700,-6.58700,-6.05000,-6.92600,37.83280,37.83280,-0.17000,-0.17000,6.42190,70.61700,-27.08010,-27.08010,-25.75460,-25.75460,0.13110,5.25610,17.12310,-4.01620,-4.23330,-3.37690,-4.01620,4.33150,-0.2434,-0.2429
2021-06-30,24.69900,7.31400,17.38500,4.54100,15.98700,-1.46300,21.99100,-4.60600,0.47500,-4.13100,,-4.13100,-4.13100,-7.36300,-3.68900,-4.60600,16.62940,16.62940,-0.44000,-0.44000,5.89550,70.38750,-18.64850,-18.64850,-16.72540,-29.81090,0.12060,6.54100,13.75930,-2.43590,-2.56410,-2.01740,-2.43590,4.48600,-0.439,-0.4395
2021-03-31,25.52600,7.03200,18.49400,3.94500,15.95200,-1.05300,20.95000,-2.45600,0.29800,-2.15800,,-2.15800,-2.15800,-5.98700,-1.50000,-2.45600,11.44770,11.44770,-0.52000,-0.52000,,72.45160,-9.62160,-9.62160,-8.45410,-23.45450,,,,,,,,,0.53650,0.53410
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.5075,0.5103
2020-09-30,20.97000,6.31800,14.65200,4.06400,11.46700,-0.91600,16.44700,-1.79500,0.42500,-1.37000,-0.00200,-1.36800,-1.36800,-5.19900,-0.56000,-1.79500,11.04290,11.04290,-0.47000,-0.47000,,69.87130,-8.55980,-8.55980,-6.53310,-24.79260,,,,,,,,,0.2277,0.2258
2020-06-30,19.13200,6.08200,13.05000,4.08000,11.47000,-0.87700,16.42700,-3.37700,0.12500,-3.25200,,-3.25200,-3.25200,-6.98000,-3.37700,-3.37700,11.03540,11.03540,-0.63000,-0.63000,,68.21030,-17.65110,-17.65110,-16.99770,-36.48340,,,,,,,,,-0.7352,-0.7361
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
