Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,327.14700,149.74000,177.40700,23.82600,89.88200,-21.96800,199.37500,-91.61600,107.75900,10.41800,97.34100,,97.34100,-24.03100,73.58300,235.52500,199.37500,,,,0.00000,0.66420,1.97760,60.94360,60.94360,32.93900,22.49230,0.03470,3.63290,3.63290,1.03160,1.22010,,0,0
2024-06-30,317.40900,164.77200,152.63700,29.29700,-5.04000,86.96600,65.67100,-37.31600,28.35500,6.57200,21.78300,,21.78300,,21.81700,122.77600,65.67100,,,,0.00000,0.64480,1.81550,20.68970,20.68970,8.93330,6.87350,0.03210,0.71750,0.71750,0.22000,0.25480,,0,0
2024-03-31,171.13800,105.74900,65.38900,30.17400,1.03300,81.38800,-15.99900,-52.93500,-68.93400,-17.02900,-51.90500,,-51.90500,,-51.91500,41.50000,-15.99900,,,,0.00000,0.64150,1.78980,-9.34860,-9.34860,-40.27980,-30.33520,0.01780,-1.72310,-1.72310,-0.53880,-0.61770,,0.00000,
2023-12-31,376.02400,213.80800,162.21600,24.96100,-671.35200,764.51490,-602.29890,-97.16300,-699.46200,-158.31000,-541.15200,,-541.15200,,34.97000,-503.62290,-602.29900,,,,0.00000,0.62730,1.68280,-160.17560,-160.17560,-186.01520,9.29990,0.03930,-17.69280,-17.69280,-5.65140,-6.59490,,0,0
2023-09-30,228.47300,117.42000,111.05300,21.41000,12.61000,51.48600,59.56700,-15.90200,43.66500,11.45300,32.21200,,32.21200,-576.19900,-544.03300,81.22400,59.56700,,,,0.00000,0.63170,1.71500,26.07180,26.07180,19.11170,-238.11700,0.02440,1.06320,1.06320,0.34380,0.39160,,0,0
2023-06-30,223.31600,144.56200,78.75400,20.21700,-4.68600,78.12400,0.63000,-35.14100,-34.51100,-15.37000,-19.14100,,-19.14100,,-19.14300,58.21600,0.63000,,,,0.00000,0.58090,1.38600,0.28210,0.28210,-15.45390,-8.57220,0.02290,-0.53640,-0.53640,-0.19590,-0.22480,71.24370,0,0
2023-03-31,196.28900,114.34500,81.94400,23.55300,8.56000,67.00200,14.94200,-38.84700,-23.90500,-1.27800,-22.62700,,-22.62700,,-22.74500,73.24200,14.94200,,,,0.00000,0.57150,1.33370,7.61220,7.61220,-12.17850,-11.58750,0.02050,-0.63160,-0.63160,-0.23620,-0.27060,71.65620,0.00000,
2022-12-31,482.00500,293.46400,188.54100,20.89800,21.36800,52.30690,136.23410,-64.19200,72.04200,18.67800,53.36400,,53.36400,,52.75100,189.94910,136.23410,,,,0.00000,0.56830,1.31640,28.26410,28.26410,14.94630,10.94410,0.05020,1.47980,1.47980,0.55570,0.63880,72.40900,0,0
2022-09-30,639.54900,411.86200,227.68700,19.47100,-1.00400,70.49000,157.19700,-15.67000,141.52700,33.85800,107.66900,,107.66900,,108.09600,210.93500,157.19700,,,,0.00000,0.56580,1.30320,24.57940,24.57940,22.12920,16.90190,0.06730,3.03220,3.03220,1.13230,1.31650,71.15870,1.8737,5.2901
2022-06-30,276.70800,149.94200,126.76600,15.51200,0.77000,63.71800,63.04800,-34.35300,28.69500,7.26300,21.43200,,21.43200,,21.56400,116.22300,63.04800,50.78600,50.82200,0.42000,0.42000,0.58230,1.39400,22.78500,22.78500,10.37010,7.79310,0.02910,0.62230,0.62230,0.22540,0.26000,68.51560,0.0455,-1.59
