Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.31330,2.31330,0.38050,-0.00080,1.39480,0.00450,1.39930,0.00000,1.39930,1.39930,1.39930,1.41830,1.39480,11.43900,11.43900,0.12000,0.12000,2.57780,,0.57900,100.00000,60.29340,60.29340,60.48790,60.48790,0.03270,1.50540,59.78300,3.23380,3.23380,1.97910,3.23380,3.78280,0.1186,0.1184
2024-06-30,2.44320,2.44320,0.43430,-0.00050,1.40520,0.00450,1.40970,0.00070,1.40910,1.40910,1.40910,1.42860,1.40520,11.43900,11.43900,0.12000,0.12000,2.68020,,0.53750,100.00000,57.51450,57.51450,57.69870,57.67210,0.03550,1.64110,54.84190,3.26290,3.26290,2.04830,3.26290,3.77510,0.122,0.1219
2024-03-31,2.57310,2.57310,0.41030,-0.00050,1.47170,0.00450,1.47620,,1.47620,1.47620,1.47620,1.49470,1.47170,11.43900,11.43900,0.13000,0.13000,2.35370,,0.68000,100.00000,57.19650,57.19650,57.37140,57.37140,0.03440,1.69860,52.98530,3.42610,3.42610,1.97290,3.42610,3.76670,0.10950,0.10950
2023-12-31,2.56530,2.56530,0.55100,-0.00050,1.34400,0.00450,1.34850,,1.34850,1.34850,1.34850,1.36700,1.34400,11.47000,11.47000,0.12000,0.12000,2.27880,,0.72160,100.00000,52.39150,52.39150,52.56700,52.56700,0.03360,1.83780,48.97270,3.14100,3.14100,1.76430,3.14100,3.75250,0.1281,0.128
2023-09-30,2.43380,2.43380,0.37720,-0.00040,1.44180,0.00450,1.44630,0.00000,1.44630,1.44630,1.44630,1.46480,1.44180,11.46100,11.46100,0.13000,0.13000,2.44290,,0.63440,100.00000,59.24250,59.24250,59.42740,59.42740,0.03350,1.80360,49.89950,3.36790,3.36790,1.99180,3.36790,3.74830,0.1241,0.1241
2023-06-30,2.39940,2.39940,0.40100,-0.00100,1.40200,0.02040,1.42230,0.00070,1.42170,1.42170,1.42170,1.42500,1.40200,11.47500,11.47500,0.12000,0.12000,2.47500,,0.61820,100.00000,58.43040,58.43040,59.27980,59.25270,0.03340,1.88290,47.79850,3.32140,3.32140,1.98180,3.32140,3.73440,0.1224,0.1224
2023-03-31,2.39780,2.39780,0.49610,-0.00030,1.25510,0.00450,1.25960,,1.25960,1.25960,1.25960,1.28360,1.25510,11.49500,11.49500,0.11000,0.11000,2.38600,,0.66190,100.00000,52.34570,52.34570,52.53340,52.53340,0.03250,1.90450,47.25770,2.94080,2.94080,1.70990,2.94080,3.72630,0.11440,0.11400
2022-12-31,2.23210,2.23210,0.42410,-0.00060,1.18960,0.00450,1.19410,,1.19410,1.19410,1.19410,1.22070,1.18960,11.49500,11.49500,0.10000,0.10000,2.28070,,0.71730,100.00000,53.29490,53.29490,53.49650,53.49650,0.02930,1.63710,54.97700,2.78580,2.78580,1.56540,2.78580,3.72890,0.0998,0.0997
2022-09-30,2.10700,2.10700,0.37740,-0.00060,1.23220,0.00450,1.23670,0.00000,1.23670,1.23670,1.23670,1.26230,1.23220,11.49500,11.49500,0.11000,0.11000,2.35770,,0.67500,100.00000,58.48260,58.48260,58.69620,58.69620,0.02820,1.86100,48.36070,2.86930,2.86930,1.65410,2.86930,3.74970,0.102,0.102
2022-06-30,2.11680,2.11680,0.38620,-0.00200,1.35220,0.00450,1.35670,0.00070,1.35600,1.35600,1.35600,1.38270,1.35220,11.49500,11.49500,0.12000,0.12000,2.56180,,0.57710,100.00000,63.87980,63.87980,64.09240,64.06170,0.02980,2.01150,44.74280,3.13170,3.13170,1.91200,3.13170,3.76680,0.1211,0.1209
2022-03-31,2.11510,2.11510,0.36150,-0.00140,1.42040,0.00450,1.42490,,1.42490,1.42490,1.42490,1.44480,1.42040,11.49500,11.49500,0.12000,0.12000,2.62140,,0.55530,100.00000,67.15450,67.15450,67.36720,67.36720,0.03020,2.05560,43.78250,3.28480,3.28480,2.03410,3.28480,3.77360,0.12660,0.12660
2021-12-31,1.73780,1.73780,0.36500,-0.00110,1.14520,0.00450,1.14970,,1.14970,1.14970,1.14970,1.16680,1.14520,10.52400,10.52400,0.09000,0.09000,2.81830,,0.49150,100.00000,65.90080,65.90090,66.15980,66.15980,0.02590,1.81880,49.48230,2.65000,2.65000,1.71070,2.65000,3.77440,0.159,0.159
2021-09-30,1.62740,1.62740,0.33530,-0.00210,1.10510,0.00450,1.10960,0.00000,1.10960,1.10960,1.10960,1.12670,1.10510,11.33200,11.33200,0.10000,0.10000,5.49590,,0.20270,100.00000,67.90750,67.90750,68.18410,68.18410,0.02950,1.63490,55.04830,2.46000,2.46000,2.01320,2.46000,3.92410,0.0671,0.0671
