Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-01-31,129.96200,60.44900,69.51300,49.38000,49.38000,20.13300,0.01600,20.14900,-3.97800,24.12700,24.12700,24.12700,23.25700,20.13300,15.46060,16.12260,1.55000,1.49000,1.33490,,53.48720,15.49150,15.49140,15.50380,18.56470,0.48800,0.84180,11.10690,8.10310,25.75390,25.75390,9.05930,25.75390,5.80220,0.68,0.4617
2021-10-31,95.13900,45.52500,49.61400,41.70900,41.70900,7.90500,0.00200,7.90700,1.98400,5.92300,5.92300,5.92300,10.93700,7.90500,15.57800,16.23700,0.38000,0.36000,1.43100,,52.14900,8.30890,8.30890,8.31100,6.22560,0.34980,0.73530,7.43970,12.09730,6.36440,6.36440,2.17760,6.36440,5.71050,-0.0801,-0.2697
2021-07-31,94.72800,44.32800,50.40000,40.91900,40.91900,9.48100,-0.00800,9.47300,2.63800,6.83500,6.83500,6.83500,12.47400,9.48100,15.39800,16.11200,0.44000,0.42000,1.35100,,53.20500,10.00870,10.00870,10.00020,7.21540,0.35840,0.93630,10.95380,8.21640,8.02840,8.02840,2.58630,8.02840,5.31000,0.3763,0.3112
2021-04-30,91.69300,43.26500,48.42800,35.24200,35.24200,13.18600,-0.00500,13.18100,2.80100,10.38000,10.38000,10.38000,16.31300,13.18600,15.06200,15.75700,0.69000,0.66000,1.23300,,52.81540,14.38060,14.38060,14.37510,11.32040,0.34680,0.98880,11.07400,8.12710,13.31160,13.31160,3.92610,13.31160,4.85900,0.76530,0.73400
2021-01-31,93.66000,46.61200,47.04800,36.25300,36.25300,10.79500,-0.00400,10.79100,0.32100,10.47000,10.47000,10.47000,14.18200,10.79500,14.92300,14.92300,0.70000,0.70000,1.12160,,50.23280,11.52580,11.52570,11.52150,11.17870,0.35830,0.99290,11.29110,7.97090,15.55540,15.55540,4.00580,15.55540,4.22500,0.6954,0.622
2020-10-31,74.67300,39.91000,34.76300,33.09100,33.09100,1.67200,-0.00200,1.67000,0.01000,1.66000,1.66000,1.66000,4.86600,1.67200,15.00000,15.22000,0.11000,0.11000,0.99320,,46.55370,2.23910,2.23910,2.23640,2.22300,0.28780,0.77490,9.39280,9.58180,2.92770,2.92770,0.63980,2.92770,3.55260,0.0743,0.0348
2020-07-31,40.35300,32.81300,7.54000,21.51600,21.51600,-13.97600,-0.00700,-13.98300,-0.07400,-13.90900,-13.90900,-13.90900,-10.72200,-13.97600,14.99980,14.99980,-0.93000,-0.93000,0.92740,,18.68510,-34.63440,-34.63440,-34.65170,-34.46830,0.15040,0.59110,6.39100,14.08220,-25.50470,-25.50470,-5.18480,-25.50470,3.49760,0.2952,0.2609
2020-04-30,46.62400,38.56600,8.05800,26.72500,26.72500,-18.66700,0.00300,-18.66400,2.54000,-21.20400,-21.20400,-21.20400,-15.21000,-18.66700,14.92600,14.92600,-1.42000,-1.42000,1.00790,,17.28290,-40.03730,-40.03730,-40.03090,-45.47870,0.16840,0.72440,6.56770,13.70350,-30.97420,-30.97420,-7.65970,-30.97420,4.43370,-0.16790,-0.35880
2020-01-31,104.58300,51.89500,52.68800,45.10700,45.10700,7.58100,0.00600,7.58700,1.42600,6.16100,6.16100,6.16100,10.92700,7.58100,14.71100,14.76000,0.42000,0.42000,1.14870,,50.37910,7.24880,7.24880,7.25450,5.89100,0.35180,0.97220,9.07370,9.91880,6.95130,6.95130,2.07260,6.95130,5.82870,1.57,1.4155
2019-10-31,70.38400,42.65800,27.72600,35.41200,35.41200,-7.68600,-0.00800,-7.69400,-1.82100,-5.87300,-5.87300,-5.87300,-4.12400,-7.68600,14.75200,14.75200,-0.40000,-0.40000,1.09270,,39.39250,-10.92010,-10.92010,-10.93150,-8.34420,0.23720,0.64430,6.86670,13.10670,-7.16720,-7.16720,-1.97960,-7.16720,5.38390,-0.1976,-0.5463
2019-07-31,79.21400,44.24300,34.97100,35.72000,35.72000,-0.74900,0.00700,-0.74200,0.48200,-1.22400,-1.22400,-1.22400,2.53600,-0.74900,14.72670,14.72670,-0.08000,-0.08000,1.23380,,44.14750,-0.94550,-0.94550,-0.93670,-1.54520,0.26480,0.71270,9.09040,9.90050,-1.38300,-1.39980,-0.40910,-1.38300,5.81500,-0.2572,-0.4275
2019-04-30,84.36200,46.12400,38.23800,35.80800,35.80800,2.43000,-0.02000,2.41000,1.21300,1.19700,1.19700,1.19700,5.94200,2.43000,14.61260,14.73820,0.08000,0.08000,1.16640,,45.32610,2.88050,2.88050,2.85670,1.41890,0.27250,0.82360,9.54750,9.42650,1.35350,1.36290,0.38670,1.35350,5.84510,0.34880,0.18330
2019-01-31,101.52900,60.22300,41.30600,47.84200,47.84200,-6.53600,-0.08000,-6.61600,3.80700,-10.42300,-10.42300,-10.42300,-2.68000,-6.53600,14.59100,14.59100,-0.71000,-0.71000,1.77650,,40.68390,-6.43760,-6.43760,-6.51640,-10.26600,0.59010,1.03200,9.58910,9.38570,-11.05140,-11.13770,-6.05830,-11.05140,6.30740,1.2757,1.1112
2018-10-31,68.69400,43.63300,25.06100,35.06900,35.06900,-10.00800,0.01600,-9.99200,-3.92800,-6.06400,-6.06400,-6.06400,-5.96000,-10.00800,14.59100,14.59100,-0.42000,-0.42000,1.78720,0.06980,36.48210,-14.56900,-14.56900,-14.54570,-8.82760,0.38410,0.76140,5.29960,16.98230,-5.83680,-5.88710,-3.39050,-5.83680,6.94600,-1.1464,-1.2667
2018-07-31,83.17800,47.77900,35.39900,37.92800,37.92800,-2.52900,-0.01600,-2.54500,-0.74500,-1.80000,-1.80000,-1.80000,1.49400,-2.52900,14.61900,14.61900,-0.12000,-0.12000,2.05070,,42.55810,-3.04050,-3.04050,-3.05970,-2.16400,0.47580,0.99890,9.56840,9.40600,-1.64640,-1.66180,-1.02970,-1.64640,7.30220,0.4351,0.1545
2018-04-30,83.18400,46.19600,36.98800,36.33700,36.33700,0.65100,-0.00500,0.64600,0.29200,0.35400,0.35400,0.35400,4.76600,0.65100,14.58300,14.72300,0.02000,0.02000,2.18610,,44.46530,0.78260,0.78260,0.77660,0.42560,0.48180,0.93470,9.27560,9.70280,0.31770,0.32050,0.20500,0.31770,7.42880,0.09260,-0.11320
2018-01-31,137.80300,68.81600,68.98700,58.86500,60.30700,8.68000,-0.03000,8.64200,4.24400,6.92500,6.92500,4.40900,14.26800,12.43200,15.57200,15.75700,0.29000,0.29000,1.57780,,50.06210,6.29880,9.02160,6.27130,3.19950,0.69600,1.29510,10.35960,8.68760,6.45300,6.51340,3.49770,6.45300,6.91640,-0.181,-0.2616
2017-12-31,104.00300,49.90200,54.10100,42.51800,42.51800,11.58300,0.40500,11.98800,5.13000,6.85800,6.85800,6.80100,16.17500,11.58300,15.57200,15.75700,0.44000,0.45000,1.57780,,52.01870,11.13710,11.13720,11.52660,6.53920,0.52530,0.93910,7.81860,11.51100,6.39050,6.45030,3.46380,6.39050,6.91640,1.353,1.1376
2017-10-31,76.15100,43.82500,32.32600,36.19600,36.19600,-3.87000,-0.00700,-3.87700,-1.35000,-2.52700,-2.52700,-2.52700,0.32200,-3.87000,15.60000,15.60000,-0.16000,-0.16000,1.46490,,42.44990,-5.08200,-5.08200,-5.09120,-3.31840,0.41380,0.69730,8.73590,10.30230,-2.48880,-2.51820,-1.37300,-2.48880,6.37890,0.4278,0.3064
2017-09-30,82.42800,45.50600,36.92200,34.26800,34.26800,2.65400,-0.49000,2.16400,0.72300,1.44100,1.44100,1.43000,6.84600,2.65400,15.63300,15.81600,0.09000,0.09000,1.58580,,44.79300,3.21980,3.21980,2.62530,1.73480,0.44710,0.73450,10.45910,8.60500,1.37330,1.38830,0.78170,1.37330,6.59190,-0.1058,-0.3181
2017-07-31,79.18000,43.57400,35.60600,35.78000,35.78000,-0.17400,0.01000,-0.16400,-0.20800,0.04400,0.04400,0.04400,3.81100,-0.17400,15.64600,15.87100,0.00000,0.00000,1.59910,,44.96840,-0.21980,-0.21980,-0.20710,0.05560,0.43440,0.73400,9.47470,9.49900,0.04220,0.04270,0.02410,0.04220,6.50890,0.3738,0.3009
2017-06-30,77.22600,43.13300,34.09300,35.84300,35.84300,-1.75000,-0.86600,-2.61600,-1.08300,-1.53300,-1.53300,-1.53300,2.23500,-1.75000,15.62700,15.62700,-0.10000,-0.10000,1.55370,,44.14710,-2.26610,-2.26610,-3.38750,-1.98510,0.42290,0.73850,8.54930,10.52720,-1.48360,-1.50340,-0.83950,-1.48360,6.44420,-1.142,-1.4118
2017-04-30,91.20300,47.55700,43.64600,39.22800,39.22800,4.41800,0.00600,4.42400,1.79500,2.62900,2.62900,2.56900,8.32500,4.41800,15.56200,15.69500,0.17000,0.16000,1.49730,,47.85590,4.84410,4.84410,4.85070,2.81680,0.47660,0.86150,14.10720,6.37970,2.54230,2.58000,1.37370,2.54230,6.46240,0.43150,0.19600
2017-03-31,90.63200,47.75900,42.87300,37.64900,37.64900,5.22400,-0.62900,4.59500,1.83000,2.76500,2.76500,2.76500,9.13100,5.22400,15.54000,15.71000,0.17000,0.17000,1.51120,,47.30450,5.76400,5.76400,5.07000,3.05080,0.47140,0.89580,14.17230,6.35040,2.66950,2.71100,1.43820,2.66950,6.47250,0.37270,0.23410
2016-12-31,104.17400,56.78600,47.38800,47.43700,47.43700,-0.04900,-2.62400,-2.67300,3.21100,-5.88400,-5.88400,-5.75200,,-0.04900,15.44200,15.62200,-0.34000,-0.33000,,,,,,,,,,,,,,,,,0.9142,2.0389
2016-09-30,83.74800,46.99600,36.75200,33.40400,33.40400,3.34800,-0.55200,2.79600,0.95500,1.84100,1.84100,1.80200,7.30200,3.34800,15.51800,15.69100,0.12000,0.11000,1.39290,,43.88400,3.99770,3.99770,3.33860,2.15170,0.45790,0.79120,9.53090,9.44300,1.86480,1.89660,1.00660,1.86480,6.22830,0.5217,0.1278
2016-06-30,75.13900,43.18900,31.95000,37.05000,37.05000,-5.10000,-1.14300,-6.24300,-1.94200,-4.30100,-4.30100,-4.30100,-1.29200,-5.10000,15.48600,15.48600,-0.28000,-0.28000,1.38890,,42.52120,-6.78740,-6.78740,-8.30860,-5.72410,0.42610,0.77870,8.01060,11.23520,-4.45980,-4.54740,-2.43880,-4.45980,6.08220,-0.9866,-1.3208
2016-03-31,94.97600,48.80600,46.17000,39.68100,39.68100,6.48900,-1.21700,5.27200,1.75400,3.51800,3.51800,3.51800,10.30000,6.48900,15.41100,15.59200,0.22000,0.22000,1.38050,,48.61230,6.83230,6.83230,5.55090,3.70410,0.48450,0.90410,9.09730,9.89300,3.48040,3.53490,1.79480,3.48040,6.39140,-0.44930,-0.84590
2015-12-31,116.84300,49.05500,67.78800,51.55100,51.55100,16.23700,-1.74400,14.49300,-10.30900,24.80200,24.80200,24.28200,19.27100,16.23700,16.64200,16.86700,1.47000,1.45000,1.28910,,58.01630,13.89640,13.89640,12.40380,20.78170,0.54770,0.91050,8.75490,10.28000,24.94820,25.39210,11.62590,24.94820,6.29360,2.0597,1.4171
2015-09-30,85.62300,46.66800,38.95500,36.82600,36.82600,2.12900,-0.76100,1.36800,0.30100,1.06700,1.06700,1.06700,6.15800,2.12900,16.67000,16.89100,0.06000,0.06000,1.56990,,45.49600,2.48650,2.48650,1.59770,1.24620,0.46710,0.83950,10.63240,8.46470,1.13180,1.14650,0.58210,1.13180,5.58780,0.2925,-0.0505
2015-06-30,81.01400,45.56100,35.45300,35.69100,35.69100,-0.23800,-0.20000,-0.43800,0.19000,-0.62800,-0.62800,-0.62800,3.77700,-0.23800,16.86100,16.86100,-0.04000,-0.04000,1.65870,,43.76160,-0.29380,-0.29380,-0.54060,-0.77520,0.45620,0.90470,10.53090,8.54630,-0.65980,-0.66240,-0.35360,-0.65980,5.61560,-0.2264,-0.4021
2015-03-31,93.39300,49.15200,44.24100,37.22000,37.22000,7.02100,0.03100,7.05200,0.23000,6.82200,6.82200,6.66100,11.23900,7.02100,16.39940,16.67130,0.41000,0.40000,1.66370,,47.37080,7.51770,7.51770,7.55090,7.13220,0.48630,0.96060,11.41450,7.88470,6.79200,6.80910,3.55240,6.79200,5.80210,-0.22580,-0.39650
2014-12-31,121.37500,49.99500,71.38000,46.80700,46.80700,24.57300,-1.40200,23.17100,1.25000,21.92100,21.92100,21.48200,28.30200,24.57300,16.90800,17.13400,1.28000,1.27000,1.47120,,58.80950,20.24550,20.24550,19.09040,17.69890,0.57240,0.96260,10.59030,8.49840,22.45430,22.52440,10.33750,22.45430,5.62320,1.78,1.4774
2014-09-30,86.66100,48.42400,38.23700,36.21700,36.21700,2.02000,0.03800,2.05800,0.23800,1.82000,1.82000,1.82000,6.42800,2.02000,16.97100,17.13200,0.10000,0.10000,1.51210,,44.12250,2.33090,2.33090,2.37480,2.10010,0.49560,1.05930,8.54310,10.53480,2.10730,2.11630,1.04080,2.10730,4.96840,0.2825,0.1403
2014-06-30,76.24800,46.09900,30.14900,34.04400,34.04400,-3.89500,-0.06400,-3.95900,0.34300,-4.30200,-4.30200,-4.30200,0.57400,-3.89500,17.02500,17.02500,-0.25000,-0.25000,1.51480,,39.54070,-5.10830,-5.10830,-5.19230,-5.64210,0.43990,1.06060,8.19250,10.98560,-4.91440,-4.93680,-2.48200,-4.91440,4.96900,0.0598,-0.0605
2014-03-31,97.94200,54.89800,43.04400,37.80000,37.80000,5.24400,0.06200,5.30600,0.28100,5.02500,5.02500,5.02500,9.75200,5.24400,16.70100,16.91000,0.29000,0.29000,1.60420,,43.94850,5.35420,5.35420,5.41750,5.13060,0.55600,1.24600,9.10160,9.88840,5.58600,5.61550,2.85270,5.58600,5.12660,-0.08630,-0.15100
2013-12-31,116.31500,57.68100,58.63400,46.93400,46.93400,11.70000,0.07400,11.77400,1.06600,10.70800,10.70800,10.70800,15.08400,11.70000,16.46500,16.46500,0.65000,0.65000,1.33450,,50.40970,10.05890,10.05890,10.12250,9.20600,0.59460,1.14790,7.99860,11.25200,12.68870,12.76710,5.47410,12.68870,4.85360,2.1732,1.8925
2013-09-30,84.81200,50.19700,34.61500,35.81900,35.81900,-1.20400,0.06000,-1.14400,0.21000,-1.35400,-1.35400,-1.35400,3.51800,-1.20400,16.53100,16.53100,-0.08000,-0.08000,1.35570,,40.81380,-1.41960,-1.41960,-1.34890,-1.59650,0.50180,0.88580,8.06580,11.15820,-1.74110,-1.75390,-0.80110,-1.74110,4.47850,-0.5624,-0.9004
2013-06-30,81.90200,51.16900,30.73300,36.90100,36.90100,-6.16800,0.05500,-6.11300,0.10500,-6.21800,-6.21800,-6.21800,-1.40700,-6.16800,16.46000,16.46000,-0.38000,-0.38000,1.33960,,37.52410,-7.53100,-7.53100,-7.46380,-7.59200,0.48560,1.06310,11.92860,7.54490,-8.09840,-8.16330,-3.68650,-8.09840,4.44540,-0.5034,-0.8117
2013-03-31,104.26500,60.47100,43.79400,43.73500,43.73500,0.05900,0.05100,0.11000,0.09700,0.01300,0.01300,0.01300,4.97500,0.05900,16.23100,16.23100,0.00000,0.00000,1.44510,,42.00260,0.05660,0.05660,0.10550,0.01250,0.60930,1.59870,17.96430,5.00990,0.01580,0.01600,0.00760,0.01580,4.80090,0.05010,-0.18020
2012-12-31,105.69900,62.45800,43.24100,45.50600,79.17600,-35.93500,-0.04500,-35.98000,5.24300,-41.22300,-41.22300,-41.22300,0.54300,-35.93500,16.33200,16.33200,-2.58000,-2.58000,1.35390,,40.90960,-33.99750,-33.99750,-34.04010,-39.00040,0.55020,1.33160,11.21120,8.02770,-49.58440,-49.96490,-21.45890,-49.58440,4.87090,1.8907,1.6636
2012-09-30,85.97100,53.88700,32.08400,36.57300,36.57300,-4.48900,0.03600,-4.45300,-0.20100,-4.25200,-4.25200,-4.25200,0.70700,-4.48900,16.47300,16.47300,-0.26000,-0.26000,1.41380,,37.31960,-5.22150,-5.22150,-5.17970,-4.94590,0.40710,0.98180,18.21030,4.94220,-3.51560,-4.91210,-2.01360,-3.51560,6.97030,0.0317,-0.2729
2012-06-30,80.41000,51.70400,28.70600,37.07500,37.07500,-8.36900,0.06300,-8.30600,-0.75500,-7.55100,-7.55100,-7.55100,-3.09500,-8.36900,16.45900,16.45900,-0.46000,-0.46000,1.54410,,35.69950,-10.40790,-10.40790,-10.32960,-9.39060,0.39040,1.09940,16.29380,5.52360,-6.16820,-8.46710,-3.66650,-6.16820,7.04120,-0.3246,-0.592
2012-03-31,96.37300,57.46600,38.90700,40.12600,40.12600,-1.21900,0.08600,-1.13300,-0.11600,-1.01700,-1.01700,-1.01700,4.14300,-1.21900,16.03900,16.03900,-0.06000,-0.06000,1.64220,,40.37130,-1.26490,-1.26490,-1.17560,-1.05530,0.44720,1.26070,23.11100,3.89420,-0.77950,-1.05590,-0.47190,-0.77950,7.50040,-0.58490,-0.80430
2011-12-31,118.71200,62.07700,56.63500,47.83200,47.83200,8.80300,0.23200,9.03500,17.92100,-8.88600,-8.88600,-8.88600,12.69700,8.80300,17.37100,17.37100,-0.55000,-0.55000,1.43350,,47.70790,7.41540,7.41540,7.61090,-7.48530,0.49140,1.19700,15.06880,5.97260,-6.87540,-9.22910,-3.67840,-6.87540,7.42560,1.7517,1.6174
2011-09-30,97.41000,57.57200,39.83800,38.01300,38.01300,1.82500,0.04000,1.86500,1.01100,0.85400,0.85400,0.85400,7.70900,1.82500,17.37800,17.39600,0.05000,0.05000,1.56760,,40.89720,1.87350,1.87350,1.91460,0.87670,0.40160,1.02340,19.92430,4.51710,0.59930,0.78310,0.35210,0.59930,7.84810,-0.0372,-0.2595
2011-06-30,81.84100,51.92600,29.91500,40.68500,40.68500,-10.77000,0.10500,-10.66500,-3.99000,-6.67500,-6.67500,-6.67500,-4.56400,-10.77000,17.83900,17.83900,-0.37000,-0.37000,1.64220,,36.55260,-13.15970,-13.15970,-13.03140,-8.15610,0.33190,1.12500,17.76840,5.06520,-4.52360,-5.90840,-2.70740,-4.52360,7.68580,-0.1942,-0.4071
2011-03-31,95.99100,58.22500,37.76600,41.31200,41.31200,-3.54600,-0.10300,-3.64900,-1.39800,-2.25100,-2.25100,-2.25100,2.97800,-3.54600,18.09000,18.09000,-0.12000,-0.12000,1.83600,,39.34330,-3.69410,-3.69410,-3.80140,-2.34500,0.38780,1.47430,27.40250,3.28440,-1.44620,-1.86310,-0.90940,-1.44620,7.94110,-0.52820,-0.65150
2010-12-31,128.60700,65.53400,63.07300,50.93600,50.93600,12.13700,6.35500,18.49200,6.83000,11.66200,11.66200,11.65500,17.99900,12.13700,18.60100,18.65300,0.62000,0.62000,1.59140,,49.04320,9.43730,9.43730,14.37870,9.06250,0.46630,1.41010,16.23210,5.54460,7.39440,9.41530,4.22850,7.39440,8.03350,2.119,1.89
2010-09-30,100.09300,62.71000,37.38300,39.11300,39.11300,-1.73000,-0.17200,-1.90200,-0.52400,-1.37800,-1.37800,-1.37800,4.97900,-1.73000,18.42700,18.42700,-0.07000,-0.07000,1.58410,,37.34830,-1.72840,-1.72840,-1.90020,-1.37670,0.39580,1.14590,17.28720,5.20620,-0.91920,-1.20650,-0.54490,-0.91920,7.66410,0.0339,-0.1744
2010-06-30,74.13400,50.33400,23.80000,36.40300,36.40300,-12.60300,,-12.60300,-4.12600,-8.47700,-8.47700,-8.47700,-5.84200,-12.60300,18.86600,18.86600,-0.45000,-0.45000,1.68790,,32.10400,-17.00030,-17.00030,-17.00030,-11.43470,0.29150,0.88130,21.10280,4.26480,-5.61090,-7.27470,-3.33310,-5.61090,7.45240,-0.9216,-1.0891
2010-03-31,101.43600,59.10600,42.33000,39.53300,39.53300,2.79700,0.02100,2.81800,1.13900,1.67900,1.67900,1.67900,9.66500,2.79700,18.97500,19.39200,0.09000,0.09000,1.77470,,41.73080,2.75740,2.75740,2.77810,1.65520,0.37750,1.25590,27.76790,3.24120,1.04450,1.33630,0.62490,1.04450,7.82880,-0.05070,-0.20110
2009-12-31,70.15800,55.87100,14.28700,32.18100,32.18100,-17.89400,-5.37400,-23.26800,-11.20800,-12.06000,-12.06000,-12.06000,-11.03300,-17.89400,18.87400,18.87400,-0.62000,-0.62000,1.65780,,20.36400,-25.50530,-25.50530,-33.16510,-17.18980,0.24680,1.25880,13.14560,6.84640,-7.31880,-9.46630,-4.24240,-7.31880,8.05890,1.8491,1.7778
2009-09-30,92.34600,57.63000,34.71600,39.25500,39.25500,-4.53900,-4.87100,-9.41000,-4.64700,-4.76300,-4.76300,-4.76300,2.48600,-4.53900,18.87700,18.87700,-0.25000,-0.25000,1.71920,,37.59340,-4.91520,-4.91520,-10.18990,-5.15780,0.34840,1.18930,18.02230,4.99380,-2.91250,-3.77260,-1.79700,-2.91250,8.02830,-0.0054,-0.1029
2009-06-30,82.83400,55.01700,27.81700,37.50800,37.50800,-9.69100,-0.75700,-10.44800,-4.47900,-5.96900,-5.96900,-5.96900,-2.64100,-9.69100,18.87100,18.87100,-0.32000,-0.32000,1.67260,,33.58160,-11.69930,-11.69930,-12.61320,-7.20600,0.30160,1.15180,17.39480,5.17400,-3.53540,-4.56670,-2.17340,-3.53540,8.29780,0.0087,-0.0483
2009-03-31,97.66500,61.37500,36.29000,36.91900,36.91900,-0.62900,-0.47700,-1.10600,-0.28000,-0.82600,-0.82600,-0.82600,6.41000,-0.62900,18.78400,18.78400,-0.04000,-0.04000,1.71600,,37.15760,-0.64400,-0.64400,-1.13240,-0.84570,0.36300,1.42570,22.68110,3.96810,-0.49410,-0.62370,-0.30700,-0.49410,8.39940,-0.58130,-0.65900
