Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1210.94900,779.51100,431.43800,243.31500,0.02200,249.78800,181.64990,-6.16300,175.48700,42.66900,132.81800,132.81800,132.81800,206.14490,181.64990,177.59540,179.71420,0.75000,0.74000,1.85430,0.33410,0.67960,35.62810,15.00060,15.00060,14.49170,10.96810,0.22740,0.99740,90.23410,5.54630,19.58090,2.49390,3.69340,13.57940,1.278,1.1665
2024-06-30,1176.21200,759.83400,416.37810,239.64200,0.07300,246.12700,170.25110,-7.83400,162.41700,40.42700,121.99000,121.99000,121.99000,194.62010,170.25110,179.65170,180.91230,0.68000,0.67000,1.89210,0.34060,0.69880,35.39990,14.47450,14.47450,13.80850,10.37140,0.22710,1.01420,88.74320,5.21820,19.67420,2.35580,3.44080,13.12040,1.156,1.0493
2024-03-31,1131.23700,734.75900,396.47810,235.03100,5.46600,236.49200,159.98610,-3.61800,156.36800,39.42100,116.94700,116.94700,116.94700,184.68110,159.98610,180.41700,181.93800,0.65000,0.64000,1.54420,0.26260,0.56300,35.04820,14.14260,14.14260,13.82270,10.33800,0.23860,0.98610,91.27260,5.08830,20.43300,2.46690,3.75230,12.77020,-0.14050,-0.27240
2023-12-31,1146.25300,738.69900,407.55430,237.41900,0.05100,244.82170,162.73260,-4.25800,158.47400,-132.83500,291.30900,291.30900,291.30900,188.80060,162.73240,182.34600,185.14200,1.60000,1.57000,1.43520,0.26840,0.56350,35.55530,14.19690,14.19690,13.82540,25.41400,0.23850,1.02690,87.64610,12.95630,56.94280,6.06170,9.47930,12.52630,1.0248,0.9285
2023-09-30,1135.79200,732.96200,402.83000,229.73100,0.09100,237.13700,165.69300,-10.78800,154.90500,37.31200,117.59300,117.59300,117.59300,191.25000,165.69300,181.39990,183.80180,0.65000,0.64000,1.90970,0.37980,0.65270,35.46690,14.58830,14.58830,13.63850,10.35340,0.24700,1.07710,83.55770,5.85200,43.57820,2.55710,3.62960,11.07670,0.8869,0.8132
2023-06-30,1105.52400,715.48400,390.04000,229.42600,4.96300,232.72000,157.32010,-6.95000,150.37000,34.11800,116.25200,116.25200,116.25200,184.15610,157.32010,183.23030,185.82510,0.63000,0.63000,1.87680,0.39020,0.70660,35.28100,14.23040,14.23040,13.60170,10.51560,0.24660,1.09710,82.03420,6.01450,65.68070,2.59360,3.66780,10.66010,0.9209,0.8587
2023-03-31,1089.31900,719.07800,370.24100,216.48500,-0.38900,225.12900,145.11200,-6.63700,138.47500,32.37400,106.10100,106.10100,106.10100,172.61100,145.11200,183.79500,187.58600,0.58000,0.57000,1.83540,0.39230,0.75260,33.98830,13.32140,13.32140,12.71210,9.74010,0.24180,1.08350,83.06610,5.51080,67.23620,2.35470,3.34890,10.47920,-0.18160,-0.24860
2022-12-31,1102.54500,717.33700,385.20780,236.55700,-11.03800,257.45700,127.75080,-4.63400,123.11700,33.40500,89.71200,89.71200,89.71200,156.84380,127.75090,184.18500,188.08700,0.49000,0.48000,1.61290,0.40620,0.78100,34.93810,11.58690,11.58690,11.16660,8.13680,0.24030,1.10840,81.20120,4.91260,171.70760,1.95500,2.91720,9.98320,1.2167,1.1361
2022-09-30,1111.03700,717.21900,393.81800,231.43600,-20.93700,262.97700,130.84090,-9.76700,121.07400,25.23100,95.84300,95.84300,95.84300,162.31390,130.84090,183.31200,187.39900,0.52000,0.51000,1.07670,0.30120,0.85560,35.44600,11.77650,11.77650,10.89740,8.62640,0.24490,1.11750,80.53960,5.53420,-190.49720,2.11260,3.86700,9.46320,1.2058,1.1608
2022-06-30,1089.14700,714.25600,374.89100,233.09600,-21.21700,265.20800,109.68300,-14.32000,95.36300,23.69300,71.67000,71.67000,71.67000,144.16600,109.68300,184.41800,187.86600,0.39000,0.38000,1.57550,0.41780,0.87970,34.42060,10.07050,10.07050,8.75580,6.58040,0.23990,1.07380,83.81390,4.09440,-142.53340,1.57850,2.38370,9.54000,0.5393,0.4842
