,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-20,2024-09-30,--,$0.58
1,2024-08-20,2024-06-30,--,$0.65
2,2024-06-21,2024-03-31,--,$0.76
3,2024-03-21,2023-12-31,--,$0.91
4,2023-11-21,2023-09-30,--,$0.85
5,2023-08-17,2023-06-30,--,$0.81
6,2023-06-09,2023-03-31,--,$0.69
7,2023-03-16,2022-12-31,--,$0.78
8,2022-11-22,2022-09-30,--,$0.42
9,2022-08-30,2021-12-31,--,$0.61
10,2021-11-24,2021-09-30,--,$0.58
11,2021-08-19,2021-06-30,--,$0.37
12,2021-06-09,2021-03-31,--,$0.33
13,2021-04-01,2020-12-31,--,$0.18
14,2020-11-26,2020-09-30,--,$0.13
15,2020-08-27,2020-06-30,--,$-0.35
16,2020-06-23,2020-03-31,$0.23,$0.03
17,2020-03-25,2019-12-31,$0.36,$0.62
18,2019-11-14,2019-09-30,--,$0.34
19,2019-09-03,2019-06-30,$0.48,$0.24
20,2019-07-10,2019-03-31,--,$0.59
21,2019-03-25,2018-12-31,$0.51,$1.32
22,2018-11-12,2018-09-30,--,$0.35
23,2018-08-28,2018-06-30,$0.55,$1.08
24,2018-05-24,2018-03-31,$0.99,$1.72
25,2018-03-14,2017-12-31,$0.86,$1.11
26,2017-11-14,2017-09-30,$0.78,$0.74
27,2017-08-01,2017-06-30,$0.70,$0.66
28,2017-05-21,2017-03-31,$0.61,$0.84
29,2017-03-15,2016-12-31,$-0.03,$0.91
30,2016-11-15,2016-09-30,$0.10,$0.85
31,2016-08-09,2016-06-30,$0.19,$0.67
32,2016-05-11,2016-03-31,$0.12,$0.34
33,2016-03-09,2015-12-31,$0.11,$0.25
