,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,$0.15,$0.44
1,2024-08-01,2024-06-30,$0.32,$0.36
2,2024-05-01,2024-03-31,$0.13,$0.06
3,2024-02-29,2023-12-31,$0.34,$0.43
4,2023-11-02,2023-09-30,--,$0.30
5,2023-08-01,2023-06-30,$0.22,$0.33
6,2023-05-03,2023-03-31,$0.26,$0.18
7,2023-03-07,2022-12-31,$0.90,$0.81
8,2022-11-03,2022-09-30,$0.50,$0.69
9,2022-08-04,2022-06-30,$0.54,$0.71
10,2022-05-03,2022-03-31,$0.24,$0.71
11,2022-03-10,2021-12-31,$0.73,$0.79
12,2021-11-10,2021-09-30,$0.35,$0.18
13,2021-08-06,2021-06-30,$0.12,$0.38
14,2021-05-06,2021-03-31,$0.15,$0.03
15,2020-11-17,2020-09-30,--,$-0.24
16,2019-08-09,2019-06-30,--,$0.05
17,2019-05-09,2019-03-31,--,$-0.06
18,2018-11-13,2018-09-30,--,$0.04
19,2018-08-13,2018-06-30,--,$0.00
