,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-10-31,$6.47,$7.73
1,2024-08-15,2024-07-31,$5.91,$4.59
2,2024-05-16,2024-04-30,$9.25,$11.09
3,2024-02-26,2024-01-31,$11.59,$13.69
4,2023-11-09,2023-10-31,$6.95,$9.30
5,2023-08-10,2023-07-31,$4.21,$7.98
6,2023-05-11,2023-04-30,$9.07,$11.77
7,2023-02-21,2023-01-31,$8.85,$14.50
8,2022-11-10,2022-10-31,$4.87,$10.96
9,2022-08-11,2022-07-31,$2.88,$9.30
10,2022-05-12,2022-04-30,$5.36,$13.37
11,2022-02-22,2022-01-31,$8.75,$15.68
12,2021-11-11,2021-10-31,$1.93,$9.81
13,2021-08-12,2021-07-31,$2.45,$8.81
14,2021-05-13,2021-04-30,$1.20,$6.37
15,2021-02-22,2021-01-31,$2.65,$3.43
16,2020-11-12,2020-10-31,$-0.86,$1.49
17,2020-08-13,2020-07-31,$-4.54,$-0.37
18,2020-05-14,2020-04-30,$-1.54,$-6.94
19,2020-02-25,2020-01-31,$3.01,$2.75
20,2019-11-14,2019-10-31,$-0.29,$0.23
21,2019-08-15,2019-07-31,$-0.66,$-1.74
22,2019-05-15,2019-04-30,$2.77,$2.77
23,2019-02-25,2019-01-31,$2.77,$3.22
24,2018-11-15,2018-10-31,$0.56,$0.27
25,2018-08-16,2018-07-31,$-0.41,$-0.10
26,2018-05-17,2018-04-30,$2.73,$2.89
27,2018-02-27,2018-01-31,$1.82,$2.82
28,2017-11-09,2017-10-31,$0.19,$0.41
29,2017-08-10,2017-07-31,$0.21,$-0.58
30,2017-05-11,2017-04-30,$1.98,$2.12
31,2017-02-21,2017-01-31,$2.34,$1.85
32,2016-11-10,2016-10-31,$0.77,$0.67
33,2016-08-11,2016-07-31,$0.34,$0.35
34,2016-05-12,2016-04-30,$2.57,$2.17
35,2016-02-22,2016-01-31,$2.55,$2.25
36,2015-11-16,2015-10-31,$1.15,$1.03
37,2015-08-13,2015-07-31,$0.73,$0.75
38,2015-05-14,2015-04-30,$2.80,$2.66
39,2015-02-23,2015-01-31,$3.20,$3.17
