Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,93.07900,35.12000,57.95900,33.40300,33.40300,24.55600,,24.55600,4.93800,19.61800,19.61800,19.61800,16.13830,16.13830,1.22000,1.22000,0.19290,1.33270,43.18750,34.50290,0.00960,3.36320,3.67490,0.33150,2.71460,36.13620,-0.5042,-0.8516
2024-06-30,88.56000,31.80700,56.75300,33.23700,33.23700,23.51600,,23.51600,4.73000,18.78600,18.78600,18.78600,16.12300,16.12300,1.17000,1.17000,0.20160,1.42990,44.15900,35.27690,0.00950,3.40850,3.74460,0.33530,2.72150,34.15240,0.5645,0.5107
2024-03-31,87.59200,29.36300,58.22900,31.24400,31.24400,26.98500,,26.98500,5.42300,21.56200,21.56200,21.56200,16.11890,16.11890,1.34000,1.34000,0.20560,1.51790,47.40120,37.87530,0.01040,4.01790,4.42600,0.39450,3.19190,33.28440,2.49630,2.40560
2023-12-31,82.10300,25.15300,56.95000,29.48300,29.48300,27.46700,,25.20900,5.17800,20.03100,20.03100,20.03100,16.01600,16.01600,1.25000,1.25000,0.20980,1.60160,45.70990,36.32090,0.01030,3.83630,4.23780,0.37420,3.03150,32.37910,-0.455,-0.4892
2023-09-30,80.39900,22.19200,58.20700,32.22000,32.22000,25.98700,,25.98700,5.13200,20.85500,20.85500,20.85500,16.01840,16.01840,1.30000,1.30000,0.22260,1.57350,47.32910,37.98240,0.01050,4.31590,4.81050,0.39720,3.35520,30.15730,2.273,2.182
2023-06-30,73.56300,18.36700,55.19600,29.82900,29.82900,25.36700,,25.36700,5.01000,20.35700,20.35700,20.35700,16.00300,16.00300,1.27000,1.27000,0.22390,1.72440,47.68590,38.26790,0.01040,4.25250,4.74590,0.39620,3.30040,29.88530,1.2119,1.0763
2023-03-31,67.43600,12.10100,55.33500,29.19900,29.19900,26.13600,,26.13600,5.16200,20.97400,20.97400,20.97400,15.99610,15.99610,1.31000,1.31000,0.22780,1.62700,47.75010,38.31920,0.01120,4.48760,5.02400,0.42840,3.46550,29.20890,1.12930,0.97250
2022-12-31,66.05700,7.62100,58.43600,30.32500,30.32500,28.11100,,26.87200,5.06800,21.80400,21.80400,21.80400,15.86000,15.86000,1.37000,1.37000,0.23760,1.45030,48.51770,39.36730,0.01140,4.93960,5.56320,0.44750,3.76580,27.59660,2.3378,2.2841
2022-09-30,55.40900,5.75300,49.65600,29.68300,29.68300,19.97300,,19.97300,3.94300,16.03000,16.03000,16.03000,15.86160,15.86160,1.01000,1.01000,0.24810,1.61970,42.71750,34.28440,0.00930,3.85090,4.37920,0.31950,2.89560,26.23600,2.0651,1.9537
2022-06-30,47.29100,5.22400,42.06700,27.44200,27.44200,14.62500,,14.62500,2.88800,11.73700,11.73700,11.73700,15.84870,15.84870,0.74000,0.74000,0.24210,1.63790,35.18420,28.23630,0.00820,2.73600,3.10000,0.23200,2.07360,27.04640,1.3941,1.39
