Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,74.58600,4.48200,70.10400,45.47300,45.47300,24.63100,24.63100,4.68000,19.95100,19.95100,,19.95100,19.58600,19.79200,1.02000,1.01000,0.45260,0.82690,31.13750,25.22120,0.01050,3.31840,4.35510,0.26560,1.81640,32.14970,6.25950,6.18660
2021-12-31,89.58900,3.88500,85.70400,47.97100,47.97100,37.73300,37.73300,8.30100,29.43200,29.43200,,29.43200,20.88600,21.14300,1.46000,1.43000,0.18930,0.23350,41.14650,32.09460,0.01270,4.11440,5.05160,0.40850,3.33560,35.61560,-0.5804,-0.6785
2021-09-30,85.68600,3.90400,81.78200,46.94900,46.94900,34.83300,34.83300,7.66300,27.17000,27.17000,,27.17000,20.61300,20.82000,1.32000,1.31000,0.15060,0.17730,40.13850,31.30830,0.01180,3.82470,4.70440,0.36850,3.24860,34.74230,6.1726,6.1704
2021-06-30,90.47100,4.27500,86.19600,48.81500,48.81500,37.38100,37.38100,8.22400,29.15700,29.15700,,29.15700,21.05700,21.28800,1.38000,1.37000,0.19890,0.24820,41.44420,32.32630,0.01260,4.11400,5.04930,0.40680,3.29580,34.08670,2.6911,2.6765
2021-03-31,98.52400,5.17400,93.35000,56.60800,56.60800,36.74200,36.74200,7.07900,29.66300,29.66300,,29.66300,21.63800,21.96200,1.37000,1.35000,0.23070,0.29990,39.35940,31.77610,0.01280,4.22870,5.23250,0.40830,3.25310,32.83850,-0.09930,-0.12350
2020-12-31,106.70100,6.67600,100.02500,64.77000,64.77000,35.25500,35.25500,7.65700,27.59800,27.59800,,27.59800,22.86700,23.07700,1.23000,1.21000,0.38460,0.62510,35.24620,27.59110,0.01380,3.84510,4.60630,0.38130,2.36610,32.93190,0.6561,0.6424
2020-09-30,99.89200,8.05300,91.83900,58.05700,58.05700,33.78200,33.78200,7.43300,26.34900,26.34900,,26.34900,22.66500,22.87700,1.16000,1.15000,0.47910,0.91970,36.78390,28.69040,0.01240,3.78410,4.50980,0.35560,1.97120,31.65890,4.4258,4.4086
2020-06-30,98.40400,10.30600,88.09800,64.12100,64.12100,23.97700,23.97700,5.07300,18.90400,18.90400,,18.90400,23.33000,23.48000,0.81000,0.81000,0.54720,1.20830,29.37310,23.15840,0.01110,2.72140,3.24420,0.25720,1.23230,30.19290,-5.6005,-5.6073
2020-03-31,96.37900,18.31500,78.06400,69.18400,69.18400,8.88000,8.88000,1.74100,7.13900,7.13900,,7.13900,23.68900,23.86000,0.30000,0.30000,0.24580,1.01030,13.86110,11.14350,0.00940,1.05400,1.25520,0.10490,0.79500,28.97350,-0.58830,-0.63030
2019-12-31,88.69800,21.25500,67.44300,51.54800,51.54800,15.89500,16.22800,3.12300,13.10500,13.10500,-2.11700,10.98800,25.57300,25.77100,0.39000,0.38000,0.46770,0.87870,23.36880,15.82310,0.01020,1.92800,2.39200,0.19240,1.02630,28.45100,2.6418,2.6027
2019-09-30,94.65700,22.94300,71.71400,55.72100,55.72100,15.99300,15.99300,2.32800,13.66500,13.66500,0.16200,13.82700,24.42000,24.62600,0.55000,0.55000,0.15380,0.18980,22.30110,19.28080,0.01050,1.97720,2.39590,0.19990,1.67310,28.31480,11.4399,11.4347
2019-06-30,91.90800,22.89200,69.01600,58.83200,58.83200,10.18400,10.18400,1.29200,8.89200,8.89200,-14.48000,-5.58800,26.61900,26.80200,-0.22000,-0.22000,0.15760,0.84310,14.75600,-8.09670,0.00960,1.32480,1.62840,0.12350,1.11610,25.73030,-3.5888,-3.6086
2019-03-31,76.77500,21.12600,55.64900,49.01300,49.34600,6.30300,6.30300,1.24500,5.05800,5.05800,-6.77300,-1.71500,27.02200,27.18500,-0.06000,-0.06000,0.14380,1.00680,11.64010,-3.16720,0.00760,0.67710,0.81420,0.07050,0.57970,27.62890,-0.44940,-0.47290
2018-12-31,78.63500,19.34300,59.29200,49.61100,49.61100,9.68100,10.90000,-1.30900,12.20900,12.20900,3.01800,15.22700,26.97100,27.16800,0.56000,0.55000,0.14500,1.45640,18.53990,25.89980,0.00830,1.65090,1.98980,0.17340,1.41150,27.39470,2.1102,2.0244
2018-09-30,74.93000,16.42000,58.51000,48.25800,48.66400,9.84600,9.84600,1.75700,8.08900,8.08900,3.74600,11.83500,26.98500,27.18200,0.44000,0.44000,0.14930,1.39480,17.04640,20.49000,0.00820,1.13170,2.01990,0.11510,0.96280,26.48320,7.1003,7.0761
2018-06-30,70.22300,14.07300,56.15000,50.55700,50.96400,5.18600,5.18600,1.01500,4.17100,4.17100,2.92800,7.09900,26.97700,27.15600,0.26000,0.26000,0.18030,1.64760,9.40340,12.87220,0.00770,0.59040,1.01310,0.05820,0.48400,26.18650,-2.6322,-2.7186
2018-03-31,64.20700,11.66300,52.54400,49.81500,50.22100,2.32300,2.32300,0.56900,1.75400,1.75400,4.11200,5.86600,26.92700,27.15900,0.22000,0.22000,0.15170,1.42940,4.48510,11.32560,0.00750,0.25020,0.48950,0.02530,0.21230,25.98850,3.94920,3.81740
2017-12-31,-158.43300,7.14100,-165.57400,-142.43400,-142.20100,-23.37300,-23.37300,-32.01000,8.63700,8.63700,,34.91500,26.86500,27.09200,1.31000,1.29000,0.15100,1.56800,14.11640,-21.08730,-0.02460,1.22620,2.17470,0.12810,1.04100,26.19680,7.0387,6.7983
2017-09-30,145.86500,11.14100,134.72400,114.47700,114.94700,19.77700,19.77700,5.93800,13.83900,13.83900,,13.83900,26.88300,27.08900,0.51000,0.51000,0.15720,1.87730,14.70690,10.29120,0.01980,2.06100,3.63390,0.20360,1.73690,24.97650,-0.8106,-1.0682
2017-06-30,137.75000,9.87400,127.87600,111.25100,111.74400,16.13200,16.13200,4.92300,11.20900,11.20900,,11.20900,26.86620,27.08460,0.42000,0.41000,0.16030,1.51340,12.66490,8.79990,0.01930,1.70910,2.98550,0.17020,1.43510,24.40340,-5.817,-6.0522
2017-03-31,129.73500,9.62300,120.11200,106.36000,106.87400,13.23800,13.23800,4.25500,8.98300,8.98300,,8.98300,26.82100,27.05700,0.33000,0.33000,0.16340,1.54080,11.02140,7.47890,0.01880,1.40160,2.48610,0.14030,1.17260,23.85880,5.46990,4.64010
2016-12-31,130.08300,8.78800,121.29500,117.35900,117.88900,3.40600,3.40600,1.11200,2.29400,2.29400,,2.29400,24.61600,24.84400,0.09000,0.09000,0.16590,1.57880,2.81620,1.89670,0.01940,0.36450,0.63500,0.03670,0.30410,23.48080,5.4491,5.1631
2016-09-30,167.07500,8.52800,158.54700,115.07000,115.64900,42.89800,42.89800,15.19700,27.70100,27.70100,,27.70100,24.81120,24.99680,1.12000,1.11000,0.17590,1.67920,27.27200,17.61060,0.02530,4.72690,6.94910,0.44490,3.89520,23.59880,-2.8814,-3.1207
2016-06-30,153.76700,6.80900,146.95800,111.60600,112.13100,34.82700,34.82700,13.07800,21.74900,21.74900,,21.74900,24.70840,24.91190,0.88000,0.87000,0.18270,1.79430,23.87730,14.91110,0.02460,3.88650,5.54130,0.36610,3.17630,22.54560,-2.4485,-2.6264
2016-03-31,117.76200,5.36300,112.39900,102.22100,102.75300,9.64600,9.64600,3.23900,6.40700,6.40700,,6.40700,23.67700,23.87700,0.27000,0.27000,0.10470,1.78680,8.69020,5.77210,0.02050,1.21090,1.78010,0.11830,1.08410,21.55320,-1.92220,-2.18720
2015-12-31,109.84700,4.69800,105.14900,94.11100,94.62500,10.52400,10.52400,1.84600,8.67800,8.67800,,8.67800,20.81800,21.05900,0.37000,0.36000,0.11730,2.32120,10.19280,8.40490,0.02110,1.86510,3.07190,0.17730,1.64630,21.07510,10.8635,10.648
2015-09-30,111.45800,4.35600,107.10200,92.19900,92.72600,14.37600,14.37600,4.41500,9.96100,9.96100,,9.96100,22.03500,22.29200,0.45000,0.45000,0.11840,2.36200,13.51100,9.36170,0.02140,2.16330,3.29360,0.20020,1.90710,20.87110,5.5635,5.3264
2015-06-30,115.42700,4.21000,111.21700,92.28800,92.83500,18.38200,18.38200,6.00600,12.37600,12.37600,,12.37600,22.02900,22.29300,0.56000,0.56000,0.12140,2.19930,16.60270,11.17810,0.02280,2.76420,4.38020,0.25430,2.42870,20.29120,-3.5848,-3.8702
2015-03-31,109.61900,3.51200,106.10700,92.14600,92.48200,13.62500,13.62500,3.32100,10.30400,10.30400,,10.30400,17.15800,17.35500,0.60000,0.59000,0.12340,1.68580,13.21440,9.99350,0.02240,2.34500,3.37030,0.22380,2.05570,19.93720,-12.44750,-12.68590
2014-12-31,82.26700,3.27800,78.98900,68.19600,68.19600,10.79300,9.69800,4.07700,5.62100,5.62100,,5.62100,14.80100,14.96100,0.37000,0.38000,0.16990,2.34730,12.35590,7.16150,0.02220,1.85980,3.36650,0.15900,1.54380,20.34310,0.2557,-0.1454
2014-09-30,74.29100,3.17000,71.12100,64.15800,64.15800,6.96300,6.96300,1.98800,4.97500,4.97500,,4.97500,14.80600,14.96800,0.34000,0.33000,0.17350,2.29040,9.79040,6.99510,0.02050,1.68890,3.14810,0.14320,1.39580,19.83220,-7.7618,-7.9319
2014-06-30,79.87500,3.07800,76.79700,62.97100,62.97100,13.82600,13.82600,4.46400,9.36200,9.36200,,9.36200,14.80100,14.95500,0.63000,0.63000,0.17670,1.59800,18.00330,12.19060,0.02370,3.24790,5.91360,0.28930,2.67400,19.41070,-12.1821,-12.5481
2014-03-31,60.51700,3.09800,57.41900,54.59100,54.59100,2.82800,2.82800,0.52700,2.30100,2.30100,,2.30100,14.78400,14.94800,0.16000,0.15000,0.18440,1.49330,4.79980,3.90540,0.01890,0.84130,2.24040,0.07360,0.68610,18.42190,-3.61480,-4.00760
2013-12-31,60.49400,3.04000,57.45400,58.86800,58.86800,-1.41400,-1.41400,-0.55300,-0.86100,-0.86100,,-0.86100,14.41200,14.79800,-0.07000,-0.06000,0.19600,1.92310,-2.46110,-1.49860,0.01870,-0.32380,-0.94200,-0.02810,-0.26030,17.96800,2.8738,2.1882
2013-09-30,61.52200,2.93600,58.58600,56.61600,56.61600,1.97000,1.97000,0.30800,1.66200,1.66200,,1.66200,14.38900,14.79100,0.12000,0.11000,0.18740,1.49340,3.27860,2.76600,0.02110,0.61970,1.36330,0.05820,0.50350,18.59710,9.8854,9.3762
2013-06-30,78.02400,3.05300,74.97100,57.11200,57.11200,17.85900,17.85900,5.79100,12.06800,12.06800,,12.06800,14.37700,14.78500,0.84000,0.82000,0.18730,1.75670,23.94900,16.18320,0.02690,4.49760,9.21670,0.43470,3.65500,18.62440,-3.5487,-3.7163
2013-03-31,79.68100,5.50300,74.17800,57.79900,57.79900,16.37900,16.37900,5.43900,10.94000,10.94000,,10.94000,14.36000,14.80400,0.76000,0.74000,0.18620,0.90770,22.69250,15.15700,0.02880,4.04580,6.89890,0.43620,3.29260,18.77810,11.33480,11.15260
2012-12-31,92.90800,4.33500,88.57300,60.01600,60.01600,28.55700,28.55700,7.05900,21.49800,21.49800,,21.49800,13.31300,13.73900,1.39000,1.36000,0.19000,1.21680,33.76610,25.41950,0.03210,8.15050,12.80830,0.81700,6.60220,18.33850,-5.6546,-5.9405
2012-09-30,90.14400,4.53300,85.61100,51.43400,51.43400,34.17700,34.17700,12.18600,21.99100,21.99100,,21.99100,14.33600,14.69900,1.53000,1.50000,0.20540,0.80860,42.66210,27.45070,0.03190,9.19130,13.94060,0.87690,7.30310,16.66740,-6.2127,-6.7705
2012-06-30,76.70600,5.05700,71.64900,48.95400,48.95400,22.69500,22.69500,4.01700,18.67800,18.67800,,18.67800,14.25200,14.82400,1.31000,1.26000,0.22420,1.06270,32.58480,26.81730,0.02870,8.72710,13.75580,0.77020,6.77030,14.93950,-3.3334,-3.5623
2012-03-31,58.95300,6.02300,52.93000,34.68700,34.68700,18.24300,18.24300,-1.71600,19.95900,19.95900,,19.95900,10.29300,10.72000,1.94000,1.86000,0.24440,0.62630,34.46630,37.70830,0.02240,10.43720,19.11250,0.84300,7.88620,13.34850,-13.32180,-13.41940
2011-12-31,46.90100,6.59000,40.31100,33.76000,33.76000,6.55100,6.42000,-0.60000,7.02000,7.02600,0.00000,7.02600,5.40400,5.40400,1.30000,1.30000,0.41720,1.38620,15.24580,16.68490,0.01860,8.13130,76.98900,0.31020,4.73880,15.99240,17.1461,17.0168
2011-09-30,56.11100,7.16200,48.94900,33.32900,33.32900,15.62000,15.62000,0.36200,15.25800,15.25800,,15.25800,5.40300,5.74500,2.82000,2.66000,,,32.57630,31.82130,,,,,,,-11.5455,-11.6542
2011-06-30,38.48000,7.95400,30.52600,29.25900,29.25900,1.26700,1.26700,-0.01700,1.28400,1.28400,,1.28400,5.40400,5.67600,0.24000,0.22500,,,4.48880,4.54900,,,,,,,-8.6919,-8.7931
2011-03-31,35.07500,9.02000,26.05500,33.46100,33.46100,-7.40600,-7.40600,0.04300,-7.44900,-7.44900,,-7.44900,5.40400,5.40400,-1.38000,-1.38000,,,-28.42450,-28.58950,,,,,,,19.69380,19.53150
2010-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
2009-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
