Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1432.00000,786.40000,645.60000,49.60000,27.20000,-21.10000,97.90000,547.70000,-23.20000,524.50000,134.20000,390.30000,,390.30000,,355.30000,843.90000,547.70000,1225.17200,1225.17200,0.29000,0.29000,1.60790,0.15380,0.24800,45.08380,38.24720,38.24720,36.62710,24.81150,0.13310,0.63820,4.65540,19.33240,5.74580,5.74580,3.62790,4.86190,5.52690,0.6012,0.3723
2024-06-30,1219.50000,831.90000,387.60000,55.70000,31.70000,-1.90000,89.30000,298.30000,-11.60000,286.70000,77.80000,208.90000,,208.90000,,210.90000,594.10000,298.30000,1229.00000,1229.00000,0.17000,0.17000,1.27120,0.16070,0.31550,31.78350,24.46080,24.46080,23.50960,17.29400,0.11460,0.72720,4.40410,20.43540,3.24010,3.24010,1.96350,2.71940,5.24590,0.4913,0.2683
2024-03-31,1081.50000,783.60000,297.90000,41.70000,35.40000,-27.60000,104.70000,193.20000,-17.50000,175.70000,69.10000,106.60000,,106.60000,,107.00000,463.90000,193.20000,1228.30000,1228.30000,0.09000,0.09000,1.14930,0.16450,0.35620,27.54510,17.86410,17.86410,16.24600,9.89370,0.10250,0.70110,3.81890,23.56730,1.70030,1.70030,1.01010,1.42070,5.10130,0.30480,0.10790
2023-12-31,1115.70000,862.59990,253.10030,50.70000,26.50000,17.60000,59.59990,193.50040,-39.30000,154.20000,89.00000,65.20000,,65.20000,,65.40000,465.20040,193.50040,1224.41200,1224.41200,0.06000,0.06000,2.62920,0.26520,0.36090,22.68530,17.34340,17.34340,13.82090,5.86180,0.10580,0.74810,4.15220,21.67520,1.05400,1.05400,0.61840,0.77450,5.03790,0.3312,0.0799
2023-09-30,1102.40000,784.50000,317.90000,51.00000,25.80000,-14.90000,91.70000,226.20000,-14.90000,211.30000,102.40000,108.90000,,108.90000,,109.70000,490.10000,226.20000,1218.88900,1218.88900,0.09000,0.09000,2.70180,0.27880,0.39180,28.83710,20.51890,20.51890,19.16730,9.95100,0.10410,0.65250,3.92450,22.93270,1.76640,1.76640,1.02800,1.27390,5.02160,0.3383,0.1024
2023-06-30,1092.30000,737.20000,355.10000,49.30000,32.00000,-36.00000,117.30000,237.80000,-24.90000,212.90000,62.00000,150.90000,,150.90000,,151.00000,477.10010,237.80000,1227.60000,1227.60000,0.12000,0.12000,1.57270,0.24200,0.40650,32.50940,21.77060,21.77060,19.49100,13.82400,0.10360,0.61990,4.54750,19.79130,2.47780,2.47780,1.43080,1.87820,4.96110,0.4302,0.2009
2023-03-31,929.30000,695.80000,233.50000,34.00000,24.40000,-31.20000,89.60000,143.90000,-13.70000,130.20000,39.80000,90.40000,,90.40000,,90.20000,355.80000,143.90000,1225.00000,1225.00000,0.07000,0.07000,1.72300,0.26600,0.45240,25.12640,15.48480,15.48480,14.01060,9.70620,0.08850,0.61090,3.19900,28.13410,1.51780,1.51780,0.86090,1.11400,4.85170,0.21140,0.03090
2022-12-31,1076.20000,1128.40000,-52.19970,48.50000,29.30000,-30.10000,107.90000,-160.10010,46.70000,-113.40000,-6.60000,-106.80000,,-106.80000,,-106.00010,91.79990,-160.10000,1287.66000,1287.66000,-0.08000,-0.08000,2.46520,0.30300,0.44080,-4.85040,-14.87640,-14.87640,-10.53710,-9.84950,0.10350,1.05240,3.38220,26.61030,-1.81560,-1.81560,-1.02730,-1.26550,4.81400,0.3725,0.1232
2022-09-30,856.50000,650.40000,206.10000,42.30000,40.30000,-12.20000,94.80000,111.30000,-11.20000,100.10000,34.50000,65.60000,,65.60000,-0.80000,64.90000,296.40000,111.30000,1299.80000,1299.80000,0.05000,0.05000,2.97640,0.28390,0.40290,24.06310,12.99480,12.99480,11.68710,7.57740,0.08130,0.59550,2.93120,30.70400,1.05240,1.05240,0.62240,0.75360,4.84920,0.1787,0.0207
2022-06-30,821.50000,631.30000,190.20000,39.90000,30.00000,-56.30000,126.20000,64.00000,-20.80000,43.20000,52.70000,-9.50000,,-9.50000,-30.30000,-40.30000,244.50000,64.00000,1343.33300,1343.33300,-0.03000,-0.03000,3.00010,0.28890,0.41260,23.15280,7.79060,7.79060,5.25870,-4.90570,0.07520,0.59910,5.18620,17.35360,-0.15020,-0.15020,-0.08690,-0.10680,4.86640,0.1869,0.0803
2022-03-31,700.90000,529.60000,171.30000,23.40000,30.20000,-15.20000,68.80000,102.50000,-25.70000,76.80000,-4.50000,81.30000,,81.30000,-605.20000,-523.80000,269.00000,102.50000,1264.50000,1264.50000,-0.41000,-0.41000,3.31210,0.29460,0.42390,24.44000,14.62410,14.62410,10.95730,-74.73250,0.06300,0.50710,5.67070,15.87100,1.26290,1.26290,0.73100,0.89080,4.96260,0.07740,-0.00220
2021-12-31,540.60000,540.10000,0.50010,23.00000,28.80000,-84.70000,136.49980,-135.99980,73.10000,-62.90000,0.20000,-63.10000,,-63.10000,60.10000,27.40000,29.40030,-135.99980,1228.88900,1301.17700,0.01000,0.00000,2.62870,0.19300,0.24510,0.09250,-25.15720,-25.15720,-11.63520,5.06840,0.05180,0.46910,2.52030,35.71030,-0.94890,-0.97210,-0.60510,-0.76580,5.34390,0.1004,-0.0823
2021-09-30,582.40000,463.00000,119.40000,24.40000,26.40000,-92.30000,143.10000,-23.70000,-14.00000,-37.70000,35.40000,-73.10000,,-73.10000,27.20000,-44.90000,149.50000,-23.70000,1261.19600,1261.19600,-0.04000,-0.04000,2.54350,0.17170,0.21170,20.50140,-4.06940,-4.06940,-6.47320,-7.70950,0.05590,0.40050,2.88170,31.23110,-1.08310,-1.10920,-0.70210,-0.89720,5.37080,-0.0921,-0.2558
2021-06-30,707.90000,521.40000,186.50000,20.70000,28.50000,-49.80000,99.00000,87.50000,-33.60000,53.90000,24.30000,29.60000,,29.60000,88.80000,89.20000,255.80000,87.50000,1261.29300,1270.09500,0.09000,0.09000,3.05810,0.16870,0.20720,26.34550,12.36050,12.36050,7.61410,12.60070,0.06770,0.45310,4.24400,21.20640,0.42980,0.43990,0.28290,0.35730,5.45800,0.4107,0.2777
2021-03-31,768.70000,534.00000,234.70000,20.10000,30.70000,-39.60000,90.40000,144.30000,-13.30000,131.00000,55.10000,75.90000,,75.90000,73.30000,149.50000,333.10000,144.30000,1259.20000,1259.20000,0.12000,0.12000,2.15960,0.17390,0.28430,30.53210,18.77200,18.77200,17.04180,19.44840,0.07130,0.48630,6.19920,14.51800,1.12090,1.14780,0.70390,0.92590,5.36970,0.11520,-0.03690
2020-12-31,1195.10000,67.89990,1127.20000,30.70000,36.10000,-68.10000,134.90010,992.29980,-24.00000,968.30000,170.50000,797.80000,,797.80000,,783.30000,1226.30000,992.29980,1257.20000,1268.00000,0.62000,0.62000,1.81670,0.17610,0.28870,94.31850,83.03070,83.03070,81.02250,65.54260,0.10930,0.06330,10.32040,8.72060,11.97360,12.26590,7.29700,9.86500,5.29520,0.5379,0.3063
2020-09-30,1131.30000,644.20000,487.10000,24.80000,25.30000,-43.60000,93.70000,393.40010,-30.00000,363.40000,121.80000,241.60000,,241.60000,,240.70000,598.20010,393.40010,1258.10000,1269.00000,0.19000,0.19000,1.76050,0.19490,0.32700,43.05670,34.77420,34.77420,32.12230,21.27640,0.11300,0.62420,6.20230,14.51070,4.10910,4.22320,2.41410,3.30840,4.67270,0.4285,0.2624
2020-06-30,1007.20000,590.60000,416.60000,17.90000,24.70000,-52.90000,95.50000,321.10000,-22.60000,298.50000,102.50000,196.00000,,196.00000,,195.70000,531.50000,321.10000,1257.60000,1268.50000,0.16000,0.15000,3.76300,0.32220,0.47530,41.36220,31.88050,31.88050,29.63660,19.43010,0.09720,0.59960,7.51080,11.98270,3.48700,3.58840,1.89100,2.36360,4.46810,0.3406,0.1726
2020-03-31,879.80000,614.40000,265.40000,19.10000,31.80000,-21.90000,72.80000,192.60000,-24.30000,168.30000,45.00000,123.30000,,123.30000,,122.70000,385.70000,192.60000,1254.60000,1265.30000,0.10000,0.10000,3.57990,0.31740,0.46490,30.16600,21.89130,21.89130,19.12940,13.94640,0.08950,0.60040,9.83020,9.15550,2.30420,2.37460,1.25480,1.57290,4.25640,0.23680,0.08670
2019-12-31,996.20010,349.09990,647.10020,30.00000,31.30000,-17.00000,78.30010,568.80020,38.40000,607.20000,86.60000,520.60000,,520.60000,,521.49990,779.20010,568.80000,1252.30000,1262.30000,0.41000,0.41000,2.96460,0.25630,0.34460,64.95680,57.09700,57.09700,60.95160,52.34890,0.10980,0.33130,7.25040,12.41320,9.76260,10.06220,5.73600,7.26080,4.25330,0.3245,0.1107
2019-09-30,877.10000,617.50000,259.60000,35.60000,32.30000,-29.10000,96.99990,162.60000,-16.30000,146.30000,85.50000,60.80000,,60.80000,,60.90000,339.50010,162.60000,1252.80000,1263.90000,0.05000,0.05000,2.71350,0.27740,0.38380,29.59750,18.53840,18.53840,16.68000,6.94330,0.10390,0.59740,5.02920,17.89530,1.27040,1.31400,0.72000,0.91810,3.81790,0.1824,-0.0081
