,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-08,2024-08-31,$0.94,$1.33
1,2024-07-09,2024-05-31,$0.97,$1.05
2,2024-05-06,2024-02-29,$0.96,$0.94
3,2024-01-09,2023-11-30,$1.06,$1.01
4,2023-10-09,2023-08-31,$1.02,$1.08
5,2023-07-10,2023-05-31,$0.91,$1.08
6,2023-05-02,2023-02-28,$0.80,$0.98
7,2023-01-10,2022-11-30,$0.67,$0.77
8,2022-10-04,2022-08-31,$0.53,$0.58
9,2022-07-06,2022-05-31,$0.55,$0.53
10,2022-05-04,2022-02-28,$0.55,$0.53
11,2022-01-05,2021-11-30,$0.55,$0.53
12,2021-10-05,2021-08-31,$0.53,$0.63
13,2021-07-07,2021-05-31,$0.51,$0.56
14,2021-05-05,2021-02-28,$0.50,$0.52
15,2021-01-06,2020-11-30,$0.48,$0.50
16,2020-10-07,2020-08-31,$0.47,$0.49
17,2020-07-08,2020-05-31,$0.52,$0.51
18,2020-05-06,2020-02-29,$0.55,$0.61
19,2020-01-08,2019-11-30,$0.59,$0.61
20,2019-10-09,2019-08-31,$0.60,$0.68
21,2019-07-10,2019-05-31,$0.57,$0.60
22,2019-05-08,2019-02-28,$0.58,$0.66
23,2019-01-09,2018-11-30,$0.55,$0.65
24,2018-10-10,2018-08-31,$0.54,$0.69
25,2018-07-10,2018-05-31,$0.54,$0.64
26,2018-05-14,2018-02-28,$0.53,$0.60
27,2018-01-10,2017-11-30,$0.55,$0.54
28,2017-10-11,2017-08-31,$0.51,$0.62
29,2017-07-12,2017-05-31,--,$0.60
30,2017-05-16,2017-02-28,--,$0.19
31,2017-01-11,2016-11-30,--,$0.53
32,2016-10-12,2016-08-31,--,$0.45
33,2016-07-13,2016-05-31,--,$0.44
34,2016-05-17,2016-02-29,--,$0.54
35,2016-01-13,2015-11-30,$0.44,$0.42
36,2015-10-13,2015-08-31,$0.52,$0.65
37,2015-07-14,2015-05-31,$0.44,$0.32
38,2015-05-20,2015-02-28,$0.45,$0.53
39,2015-01-14,2014-11-30,$0.42,$0.53
