Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,16.28500,5.89500,,-22.18000,1.96300,-20.21700,,-20.21700,-20.21700,-20.21700,-22.06100,-22.18000,16.95300,16.95300,-1.19000,-1.19000,9.09160,0.00030,0.00070,,,,,,,,,-14.71250,-14.71250,-12.31840,-14.70830,10.56140,-0.9166,-0.9264
2024-06-30,0.92500,0.92500,15.74400,5.31500,,-20.13400,1.64200,-18.49200,,-18.49200,-18.49200,-18.49200,-19.64300,-20.13400,16.94200,16.94200,-1.09000,-1.09000,12.17390,0.00030,0.00070,100.00000,-2176.64900,-2176.64900,-1999.13500,-1999.13500,0.00510,,,-11.92930,-11.92930,-10.28350,-11.92520,11.93430,-0.9352,-0.9624
2024-03-31,,,13.54100,5.23800,,-18.77900,1.85800,-16.92100,,-16.92100,-16.92100,-16.92100,-18.40000,-18.77900,16.90400,16.90400,-1.00000,-1.00000,14.73520,0.00030,0.00060,,,,,,,,,-9.90820,-9.90820,-8.66190,-9.90520,13.27870,-1.28080,-1.28460
2023-12-31,,,12.18400,2.54900,,-14.73300,17.11600,2.38300,,2.38300,2.38300,2.38300,-14.01000,-14.73300,0.49200,4.65700,13.81000,79.83000,8.72100,0.00030,0.00060,,,,,,,,,1.28100,1.28100,1.07070,1.28060,14.50590,66.2003,66.5641
2023-09-30,,,11.60600,3.61300,,-15.21900,0.64200,-14.57700,,-14.57700,-14.57700,-14.57700,-14.39100,-15.21900,0.44600,0.44600,-32.67000,-32.67000,15.32870,0.00010,0.00010,,,,,,,,,-19.37530,-19.37530,-16.27150,-19.37400,34.17830,-25.7062,-25.8889
2023-06-30,,,10.32100,2.27500,,-12.59600,0.73600,-11.86000,,-11.86000,-11.86000,-11.86000,-11.77300,-12.59600,0.44400,0.44400,-26.68000,-26.68000,17.16800,0.00010,0.00010,,,,,,,,,-14.90400,-14.90400,-12.61640,-14.90290,36.15370,-20.3033,-20.4865
2023-03-31,,,10.28300,2.75200,,-13.03500,0.77200,-12.26300,,-12.26300,-12.26300,-12.26300,-12.21700,-13.03500,0.43400,0.43400,-28.28000,-28.28000,11.96700,0.00010,0.00380,,,,,,,,,-15.07310,-15.07310,-12.45480,-15.07180,38.00130,-31.23270,-31.29950
2022-12-31,,,16.37700,-4.70500,,-11.67200,0.59400,-11.07800,,-11.07800,-11.07800,-11.07800,-10.33600,-11.67200,0.39500,0.39500,-123.80000,-123.80000,12.73780,0.00070,0.00090,,,,,,,,,7.60130,-11.23220,-10.13870,-11.22470,230.43690,-121.1799,-126.4614
2022-09-30,,,9.47100,4.13800,,-13.60900,0.53700,-13.07200,,-13.07200,-13.07200,-13.07200,-13.12700,-13.60900,2.76250,2.76250,-4.72000,-4.72000,10.63370,0.00010,0.00060,,,,,,,,,-12.37330,-12.37330,-10.32740,-12.37220,49.60540,-3.3549,-3.4712
2022-06-30,,,10.95600,4.91500,,-15.87100,0.18300,-15.68800,,-15.68800,-15.68800,-15.68800,-15.15000,-15.87100,2.76020,2.76020,-5.60000,-5.60000,12.78020,0.00010,0.00110,,,,,,,,,-13.44210,-13.44420,-11.44930,-13.44090,54.81820,-4.0862,-4.17
2022-03-31,,,10.70100,4.66400,,-15.36500,0.01400,-15.35100,,-15.35100,-15.35100,-15.35100,-14.70400,-15.36500,2.75720,2.75720,-5.60000,-5.60000,17.16230,0.00050,0.00090,,,,,,,,,-11.80000,-11.80660,-10.29400,-11.79400,61.22890,-5.11060,-5.27460
2021-12-31,,,9.73500,5.43900,,-15.17400,0.00700,-15.16700,,-15.16700,-15.16700,-15.16700,-14.54300,-15.17400,2.75210,2.75210,-5.60000,-5.60000,16.67310,0.00050,0.00090,,,,,,,,,-10.61640,-10.62590,-9.28990,-10.61140,67.29820,-4.4321,-4.5769
2021-09-30,,,9.89600,5.55600,,-15.45200,0.00600,-15.44600,,-15.44600,-15.44600,-15.44600,-14.86000,-15.45200,2.75440,2.75440,-5.60000,-5.60000,17.39640,0.00040,0.00110,,,,,,,,,-9.97380,-9.98560,-8.77940,-9.96940,73.00180,-3.168,-3.3802
