Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,10.79900,1.09200,9.70700,1.43100,,7.10300,2.60400,-1.68000,0.92400,0.92400,0.92400,0.80600,8.30000,2.60400,11.66300,13.36600,0.07000,0.06000,0.57240,1.33860,24.11340,24.11340,8.55640,7.46370,0.01900,0.38800,0.53090,0.16250,0.16590,20.22980,0.45800,-4.48650
2021-12-31,9.46800,1.28400,8.18400,1.34000,9.13100,-2.76600,10.95000,-1.40100,9.54900,9.54900,9.54900,8.30200,16.01200,10.95000,9.78100,11.24600,0.85000,0.74000,0.54020,1.17480,115.65270,115.65270,100.85550,87.68480,0.01870,4.19000,5.64760,1.88900,1.92660,19.89540,0.5222,-7.8797
2021-09-30,8.17100,0.91400,7.25700,1.37100,0.54400,5.13500,2.12200,-1.06600,1.05600,1.05600,1.05600,0.91800,6.44000,2.12200,11.30000,12.99700,0.08000,0.07000,0.46660,0.87490,25.96990,25.96990,12.92380,11.23490,0.01960,0.48570,0.64110,0.25370,0.25910,19.23900,0.1278,-2.3586
2021-06-30,6.59700,0.82400,5.77300,1.28600,,4.74900,1.02400,-0.67800,0.34600,0.34600,0.34600,0.30400,4.52100,1.02400,8.85300,10.08200,0.03000,0.03000,0.39190,0.64460,15.52220,15.52220,5.24480,4.60820,0.01800,0.15840,0.20280,0.09420,0.09630,19.33780,0.446,-3.5769
2021-03-31,5.89000,0.65100,5.23900,1.03000,,4.17300,1.06600,-0.55500,0.51100,0.51100,0.51100,0.44000,4.23300,1.06600,7.56500,8.78900,0.06000,0.05000,0.43370,0.76570,18.09850,18.09850,8.67570,7.47030,0.02100,0.32800,0.43750,0.18190,0.18570,19.73000,0.43340,-2.08310
2020-12-31,5.38500,0.61100,4.77400,1.12500,0.00000,4.07100,0.70300,-0.48700,0.21600,0.21600,0.18600,0.18600,3.48600,0.70300,7.45900,8.68300,0.02000,0.02000,0.41740,0.71640,13.05480,13.05480,4.01110,3.45400,0.02050,0.12480,0.16580,0.07090,0.07270,19.98830,0.2343,11.2728
2020-09-30,5.10100,0.55500,4.54600,1.11900,0.28700,3.52600,1.02000,-0.38400,0.63600,0.63600,0.63600,0.54600,3.72900,1.02000,7.45500,8.67900,0.07000,0.06000,,,19.99610,19.99610,12.46810,10.70380,,,,,,,0.4431,-1.9186
2020-06-30,4.59100,0.55000,4.04100,1.13200,,3.41800,0.62300,-0.34400,0.27900,0.27900,0.27900,0.24000,2.92300,0.62300,7.54500,8.76900,0.03000,0.03000,,,13.57000,13.57000,6.07710,5.22760,,,,,,,0.0963,-3.386
2020-03-31,4.17100,0.60000,3.57100,1.28400,,3.30700,0.26400,-0.24900,0.01500,0.01500,0.01500,0.01300,2.31300,0.26400,7.89700,9.12100,0.00160,0.00140,,,6.32940,6.32940,0.35960,0.31170,,,,,,,0.30820,-4.88630
2019-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
