Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,-0.61420,-0.61420,0.72350,7.38190,-8.71960,0.27910,-8.44050,0.00000,-8.44050,-8.44050,-7.73540,-8.80670,-8.71960,9.29600,9.29600,-0.83000,-0.83000,5.07810,100.00000,1419.56600,1419.56600,1374.12400,1259.34000,-0.01800,-1.10880,-81.16740,-29.94990,-29.94990,-24.67200,-29.94990,3.03160,-0.2315,-0.2234
2024-06-30,2.28850,2.28850,0.23740,7.17580,-5.12470,0.32100,-4.80370,0.00210,-4.80590,-4.80590,-4.27440,-5.19820,-5.12470,9.29600,9.29600,-0.46000,-0.46000,6.63730,100.00000,-223.93890,-223.93890,-209.91160,-186.78320,0.06070,1.99490,45.11590,-14.76190,-14.76190,-12.74580,-14.76190,3.50210,-0.4529,-0.4563
2024-03-31,-0.66040,-0.66040,0.27760,7.00920,-7.94720,0.33790,-7.60930,,-7.60930,-7.60930,-7.21540,-8.18940,-7.94720,9.29600,9.29600,-0.78000,-0.78000,5.03530,100.00000,1203.40900,1203.40900,1152.24900,1092.60200,-0.01610,-0.59410,-151.49400,-22.69840,-22.69840,-18.58660,-22.69840,3.60620,-0.24300,-0.25840
2023-12-31,0.92410,0.92410,0.46110,7.04080,-6.57780,0.37090,-6.20700,-0.25620,-5.95070,-5.95070,-5.54950,-6.79770,-6.57780,8.09900,8.09900,-0.68000,-0.68000,6.99960,100.00000,-711.83290,-711.83290,-671.69890,-600.54680,0.02150,1.04730,85.93380,-15.94510,-15.94510,-13.84370,-15.94510,4.01460,-0.2344,-0.2431
2023-09-30,-0.77540,-0.77540,0.02790,2.49570,-3.29910,0.17630,-3.12280,0.06360,-3.18630,-3.18630,-3.00850,-3.35880,-3.29910,7.82800,7.82800,-0.38000,-0.38000,9.77600,100.00000,425.46280,425.46280,402.72620,387.98630,-0.01780,-1.14630,-78.51480,-8.10340,-8.10340,-7.33110,-8.10340,4.22980,-0.1718,-0.2115
2023-06-30,5.72940,5.72940,0.00760,2.19280,3.52900,0.18490,3.71390,0.32060,3.39330,3.39330,3.46290,3.43800,3.52900,7.62900,7.62900,0.45000,0.45000,8.88760,100.00000,61.59440,61.59440,64.82140,60.44050,0.20900,5.33450,16.87130,13.76730,13.76730,12.37730,13.76730,3.23080,-0.3267,-0.3316
2023-03-31,0.11700,0.11700,0.03160,2.24060,-2.15520,0.18730,-1.96790,,-1.96790,-1.96790,-1.87370,-2.29840,-2.15520,7.62900,7.62900,-0.25000,-0.25000,,100.00000,-1842.22000,-1842.22000,-1682.13000,-1601.61700,,,,,,,,,-0.15130,-0.15220
2022-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.6469,0.6682
2022-09-30,0.07400,0.07400,0.10360,2.19860,-2.22830,,-2.22830,,-2.22830,-2.22830,-2.08360,-2.18710,-2.22830,7.62900,7.62900,-0.27000,-0.27000,,100.00000,-3012.22800,-3012.22800,-3012.22800,-2816.60000,,,,,,,,,-0.2028,-0.2005
2022-06-30,0.01220,0.01220,-0.00910,1.70770,-1.68640,,-1.68640,,-1.68640,-1.68640,-1.56540,-1.68640,-1.68640,5.40100,5.40100,-0.29000,-0.29000,,100.00000,-13810.50000,-13810.50000,-13810.50000,-12819.97000,,,,,,,,,-0.4441,-0.4677
