Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.13590,,0.13590,0.01500,5.37860,,,-5.49330,-7.81670,-13.31000,-13.31000,-13.31000,,-13.31000,-5.25140,-5.49330,5.00100,5.00100,-2.66000,-2.66000,0.57780,,0.17540,100.00000,-4042.57600,-4042.57600,-9794.99300,-9794.99300,0.01210,,3.44220,26.14640,-194.81250,719.46440,-118.31940,-194.81240,0.56080,0.0866,0.3518
2024-06-30,0.13310,,0.13310,0.00530,0.83830,,,-0.98320,-0.03210,-1.01530,-1.01530,-1.01530,,-1.01530,-0.70170,-0.98320,2.86100,2.86100,-0.35000,-0.35000,0.11310,,1.40940,100.00000,-738.67890,-738.67890,-762.78310,-762.78310,0.01360,,3.24300,27.75170,-38.83570,16.04300,-10.38810,-38.83570,0.79870,-0.084,-0.0479
2024-03-31,0.22260,0.00300,0.21950,0.01190,0.94650,,1.27290,-1.05330,0.27490,-0.77840,-0.77840,-0.77840,,-0.77840,-0.55560,-1.05330,1.94700,1.94700,-0.40000,-0.40000,0.12150,,1.28490,98.63900,-473.27430,-473.27430,-349.76530,-349.76530,0.02200,,3.56090,25.27480,-26.22780,12.45990,-7.69700,-26.22780,1.09840,-0.34400,-0.29270
2023-12-31,0.17710,0.55790,-0.38070,0.00550,0.93260,,1.26000,-1.64070,-0.23170,-1.87240,-1.87240,-1.87240,0.53930,-1.33320,-1.17820,-1.64070,1.27110,1.27110,-0.63000,-0.63000,0.21430,,6.05550,-214.90720,-926.18930,-926.18960,-1056.99100,-752.57590,0.01690,,0.43660,206.15940,-201.33760,25.05800,-17.85460,-201.33590,0.64850,0.6245,0.6245
2023-09-30,0.18370,0.25190,-0.06820,0.08490,1.61950,,2.02640,-2.09450,0.78730,-1.30720,-1.30720,-1.30720,0.27650,-1.03070,-1.28100,-2.09450,1.36700,1.36700,-0.75000,-0.75000,0.27910,,,-37.10440,-1140.05700,-1140.05700,-711.51570,-561.00090,0.01610,,2.56540,35.08210,-69.57950,19.09550,-11.43310,-69.57910,1.30110,0.1079,0.1079
2023-06-30,0.57540,0.31800,0.25740,0.08430,0.96600,,1.37600,-1.11860,-0.04120,-1.15990,-1.15990,-1.15990,0.17960,-0.98030,-0.42380,-1.11860,1.15900,1.15900,-0.85000,-0.85000,0.25260,,,44.73410,-194.42620,-194.42620,-201.59140,-170.37770,0.05140,,0.41140,218.78790,-62.36000,16.13970,-10.35400,-62.35950,1.56730,-0.1134,-0.1134
2023-03-31,2.25180,1.59350,0.65830,0.24230,2.99070,,3.54070,-2.88240,-0.51240,-3.39480,-3.39480,-3.39480,0.07900,-3.81940,-2.20460,-2.88240,1.12000,1.12000,-3.41000,-3.41000,0.30810,,,29.23470,-128.00480,-128.00480,-150.75860,-169.61620,0.18760,,1.13270,79.45310,-129.53870,50.28280,-28.28640,-129.53830,2.28300,-1.36430,-1.36430
2022-12-31,1.48600,1.41440,0.07160,0.20820,2.47410,-2.29140,5.74610,-5.67450,-0.62110,-6.29560,-6.29560,-6.29560,0.81840,-6.74020,-4.52860,-5.67450,1.00860,1.00860,-6.49270,-6.49270,0.56350,0.19880,0.97690,4.81790,-381.86520,-381.86520,-423.66240,-453.58070,0.10510,,0.75590,119.06880,-123.97030,136.81720,-44.54440,-99.32050,4.68050,-2.1854,-2.1611
2022-09-30,5.78440,3.89920,1.88530,0.46760,4.05670,-2.12910,7.60550,-5.72030,-0.20900,-5.92930,-5.92930,-5.92930,0.30290,-6.28460,-4.62940,-5.72030,0.99010,0.99010,-6.35000,-6.35000,0.54630,0.02330,0.47730,32.59210,-98.89140,-98.89140,-102.50390,-108.64750,0.30850,,1.27830,70.40410,-62.50230,139.28050,-31.62320,-61.04320,9.57690,-2.9524,-3.5928
2022-06-30,7.11250,4.18350,2.92900,0.08950,4.25540,,5.26210,-2.33320,1.14440,-1.18880,-1.18880,-1.18880,,-1.18880,-1.41570,-2.33320,0.98920,0.98920,-1.19940,-1.19940,0.72020,0.04580,0.34160,41.18090,-32.80410,-32.80410,-16.71380,-16.71380,0.31430,,1.66910,53.92110,-9.03490,38.27660,-5.25270,-8.62070,13.28280,-0.5366,-1.3087
2022-03-31,6.86870,4.17810,2.69060,0.59340,5.21450,,6.81630,-4.12570,-0.05660,-4.18230,-4.18230,-4.18230,,-4.18230,-3.11700,-4.12570,0.98450,0.98450,-4.19790,-4.19790,0.91180,0.13210,0.19630,39.17190,-60.06620,-60.06620,-60.89020,-60.89020,0.30370,,1.41820,63.46270,-30.46820,155.49660,-18.48950,-26.44300,13.91960,-1.21490,-1.21490
