Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.77300,2.09100,4.68200,3.52500,3.52500,1.15700,1.15700,0.20500,0.95200,0.95200,0.95200,3.82130,3.82130,0.25000,0.25000,,,24.73280,20.35060,0.00970,1.16630,1.17180,0.19750,1.16630,19.75960,0.3136,-0.2552
2024-06-30,6.52300,1.94500,4.57800,3.46800,3.46800,1.11000,1.11000,0.20700,0.90300,0.90300,0.90300,3.81800,3.81800,0.24000,0.24000,0.02460,0.02530,24.21990,19.70330,0.00980,1.14020,1.14580,0.19350,1.11210,19.17190,0.13230,0.00920
2024-03-31,6.35200,1.81400,4.53800,3.46700,3.46700,1.07100,1.07100,0.16800,0.90300,0.90300,0.90300,1.71790,1.71790,1.88000,1.88000,,,23.51780,19.82870,0.00980,1.15360,1.15960,0.19490,1.15360,18.94870,1.9406,0.7871
2023-12-31,6.33200,1.69400,4.63800,3.48300,3.48300,1.15500,1.15500,0.21800,0.93700,0.93700,0.93700,3.05800,3.05800,0.31000,0.31000,,,25.97260,21.07040,0.00980,1.20450,1.21110,0.20620,1.20450,18.83630,1.382,1.2077
2023-09-30,5.71400,1.55100,4.16300,2.93100,2.93100,1.23200,1.23200,0.25900,0.97300,0.97300,0.97300,,,,0.00000,,,29.17360,23.04050,0.00930,2.52850,2.55620,0.21440,2.52850,9.31540,0,0
2023-06-30,5.41800,1.43100,3.98700,2.80900,2.80900,1.17800,1.17800,0.23200,0.94600,0.94600,0.94600,,,,0.00000,,,29.34730,23.56750,0.00890,2.44420,2.47100,0.21000,2.44420,,0.00000,
2023-03-31,4.73000,1.07200,3.65800,2.90000,2.90000,0.75800,1.13500,0.18000,0.95500,0.95500,0.95500,,,,0.00000,,,30.25860,25.45990,0.00860,2.46990,2.49790,0.21810,2.46990,9.36000,0,0
2022-12-31,4.80100,0.86100,3.94000,5.25600,5.25600,-1.31600,-1.31600,-0.26000,-1.05600,-1.05600,-1.05600,,,,0.00000,,,-92.80680,-74.47110,,,,,,,0,0
2022-09-30,4.74900,0.52000,4.22900,2.95100,2.95100,1.27800,1.27800,0.20600,1.07200,1.07200,1.07200,,,,0.00000,,,31.47010,26.39740,,,,,,,0,0
2022-06-30,4.14100,0.28800,3.85300,2.98700,2.98700,0.86600,0.86600,0.19100,0.67500,0.67500,0.67500,,,,0.00000,,,23.39910,18.23830,,,,,,,0.00000,
2022-03-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
