Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,4.70800,4.70800,22.54900,9.36600,-27.20700,-0.46400,-27.67100,-27.67100,-27.67100,-27.67100,-26.28600,-27.20700,36.38000,36.38000,-0.76000,-0.76000,4.55280,0.09330,0.10290,100.00000,-577.88870,-577.88870,-587.74430,-587.74430,0.01310,,,-11.50370,-11.50370,-7.67390,-10.43000,6.99280,-0.72960,-0.79320
2020-12-31,3.43600,3.43600,21.78000,7.76000,-26.10400,-0.46700,-26.57100,-26.57100,-26.57100,-26.57100,-25.70100,-26.10400,30.73400,30.73400,-0.79000,-0.79000,8.09140,0.08650,0.09460,100.00000,-759.72080,-759.72080,-773.31230,-773.31210,0.00880,,,-10.18940,-10.18940,-6.84280,-9.30850,7.63560,-0.5982,-0.6602
2020-09-30,3.03700,3.03700,18.38300,8.27200,-23.61800,0.05700,-23.56100,-23.56100,-23.56100,-23.56100,-23.22200,-23.61800,29.77900,29.77900,-0.79000,-0.79000,3.63200,,,100.00000,-777.67530,-777.67530,-775.79850,-775.79850,0.01860,,,-37.41210,-37.41210,-14.41740,-37.41210,2.10500,-0.7839,-0.8454
2020-06-30,3.90000,3.90000,16.99700,6.36500,-19.46200,0.18100,-19.28100,-19.28100,-19.28100,-19.28100,-19.08800,-19.46200,29.69000,29.69000,-0.65000,-0.65000,4.45810,,,100.00000,-499.02560,-499.02560,-494.38460,-494.38460,0.02490,,,-23.46360,-23.46360,-12.33120,-23.46360,2.75060,-0.6683,-0.6707
2020-03-31,5.03000,5.03000,16.90200,5.82200,-17.69400,0.62400,-17.07000,-17.07000,-17.07000,-17.07000,-17.48000,-17.69400,29.52700,29.52700,-0.58000,-0.58000,6.05800,,,100.00000,-351.76940,-351.76940,-339.36380,-339.36380,0.02860,,,-17.30410,-17.30410,-9.71530,-17.30410,3.30660,0.08930,0.08220
2019-12-31,7.57300,7.57300,14.06400,5.85600,-12.34700,0.77400,-11.57300,-11.57300,-11.57300,-11.57300,-12.32800,-12.34700,27.53800,27.53800,-0.40000,-0.40000,5.64290,,,100.00000,-163.03970,-163.03970,-152.81920,-152.81920,0.03860,0.30290,297.10810,-10.25060,-10.25060,-5.89310,-10.25060,3.78950,-0.6824,-0.7393
2019-09-30,4.77400,4.77400,15.69900,6.18100,-17.10600,0.95900,-16.14700,-16.14700,-16.14700,-16.14700,-17.10400,-17.10600,29.23200,29.23200,-0.55000,-0.55000,5.51130,,,100.00000,-358.31590,-358.31590,-338.22790,-338.22790,0.02530,,,-13.25810,-13.25810,-8.56410,-13.25810,4.10370,-0.3775,-0.3842
2019-06-30,5.03900,5.03900,13.71500,4.71000,-13.38600,0.86100,-12.52500,-12.52500,-12.52500,-12.52500,-13.40000,-13.38600,25.92300,25.92300,-0.48000,-0.48000,5.87780,,,100.00000,-265.64790,-265.64790,-248.56120,-248.56120,0.02560,,,-9.71270,-9.71270,-6.36070,-9.71270,4.41170,-0.6252,-0.6479
2019-03-31,3.10600,3.10600,10.73900,4.07000,-11.70300,0.94800,-10.75500,-10.75500,-10.75500,-10.75500,-11.79700,-11.70300,25.59300,25.59300,-0.42000,-0.42000,4.75500,,0.00280,100.00000,-376.78690,-376.78690,-346.26530,-346.26530,0.01820,,,-11.02820,-11.02820,-6.29010,-11.02820,3.71980,-0.60680,-0.63340
2018-12-31,,,10.12400,5.43400,-15.55800,0.59300,-14.96500,-14.96500,-14.96500,-14.96500,-15.66300,-15.55800,15.65500,15.65500,1.86000,1.86000,5.71730,,0.00400,,,,,,,,,-14.03540,-14.03540,-8.25260,-14.03540,4.06680,2.825,2.7623
2018-09-30,,,8.06100,3.17300,-11.23400,0.47200,-10.76200,-10.76200,-10.76200,-10.76200,-11.02600,-11.23400,24.31100,24.31100,-0.44000,-0.44000,18.43200,0.00030,0.00610,,,,,,,,,-10.51560,-10.51560,-9.87180,-10.51270,4.05450,0.7749,0.7604
2018-06-30,,,11.42400,3.46000,-14.88400,0.17700,-14.70700,-14.70700,-14.70700,-14.70700,-14.67300,-14.88400,10.59400,10.59400,-1.39000,-1.39000,17.48950,,0.00650,,,,,,,,,-13.17690,-13.17690,-12.36110,-13.17690,4.42130,1.5059,1.5508
2018-03-31,,,6.70100,2.31500,-9.01600,0.12400,-8.89200,-8.89200,-8.89200,-8.89200,-8.86800,-9.01600,2.79500,2.79500,-3.18000,-3.18000,,,,,,,,,,,,,,,,,-3.53630,-3.59930
2017-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,9.781,9.9351
2017-09-30,,,4.77800,1.16400,-5.94200,0.00500,-5.93700,-5.93700,-5.93700,-5.92900,-5.82700,-5.94200,1.60300,1.60300,-0.00370,-0.00370,,,,,,,,,,,,,,,,,-3.5839,-3.6076
2017-06-30,,,4.71100,1.17700,-5.88800,0.00900,-5.87900,-5.87900,-5.87900,-5.87900,-5.88800,-5.88800,1.60300,1.60300,-3.67000,-3.67000,,,,,,,,,,,,,,,,,-6.1971,-6.3275
2016-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
