Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,353.58000,53.24300,300.33700,15.25500,229.11300,329.64100,-29.30410,-6.65700,-35.96100,12.53900,-48.50000,-48.57700,,-48.57700,110.17400,-29.30410,43.92400,43.92400,-1.11000,-1.11000,1.42500,0.33020,0.49290,84.94170,-8.28780,-8.28780,-10.17050,-13.73860,0.10340,0.75140,119.77350,-2.77220,16.67500,-1.42060,-1.85690,40.99840,2.7944,2.0435
2024-06-30,320.80000,52.59000,268.21000,16.79500,222.84600,239.64100,28.56900,6.51400,35.08300,6.99000,28.09300,36.91000,,36.91000,83.47800,28.56900,45.49300,50.66500,0.81000,0.77000,1.91230,0.34900,0.53610,83.60660,8.90550,8.90550,10.93610,11.50560,0.08760,0.71230,126.35600,1.97390,-25.95580,1.00740,1.28500,41.79450,0.8451,0.3987
2024-03-31,314.48500,47.06700,267.41800,17.77400,213.78300,231.55700,35.86100,-16.35800,19.50300,8.23100,11.27200,10.62700,,10.62700,87.08400,35.86100,45.86000,45.95500,0.23000,0.23000,1.94940,0.34500,0.52670,85.03360,11.40310,11.40310,6.20160,3.37920,0.08440,0.70370,127.88990,0.55870,-8.62730,0.28510,0.36600,41.22710,1.64420,1.03210
2023-12-31,389.88500,48.61500,341.27000,15.53200,245.01800,260.55010,80.71990,-4.67200,76.04800,12.96200,63.08600,63.42200,,63.42200,154.24590,80.72000,46.40100,46.46400,1.36000,1.36000,2.75800,0.34600,0.52900,87.53090,20.70350,20.70350,19.50520,16.26690,0.11230,1.15450,77.95450,3.35030,294.61640,1.82720,2.19130,41.08250,1.9398,1.3903
2023-09-30,340.98500,55.52600,285.45900,17.59700,224.33100,298.77800,-13.31900,-12.40700,-25.72600,5.33500,-31.06100,-30.97100,,-30.97100,100.70900,-13.31900,46.06200,46.06200,-0.67000,-0.67000,2.53560,0.35680,0.55470,83.71600,-3.90600,-3.90600,-7.54460,-9.08280,0.10080,1.16980,76.93490,-1.71670,29.93300,-0.91540,-1.10420,39.23320,1.6336,1.0237
2023-06-30,326.01600,47.42100,278.59500,17.81700,221.88300,239.70000,38.89500,-15.18200,23.71300,6.46100,17.25200,16.67900,,16.67900,98.74200,38.89500,46.79900,46.79900,0.36000,0.36000,2.46500,0.34940,0.53700,85.45440,11.93040,11.93040,7.27360,5.11600,0.09400,1.14030,78.92810,0.89540,-12.01200,0.48080,0.58260,40.14230,0.8588,0.317
2023-03-31,307.14200,45.73000,261.41200,17.91400,217.18300,235.09700,26.31500,-25.37600,0.93900,-0.61600,1.55500,-7.62700,,-7.62700,83.87100,26.31500,46.98700,46.98700,-0.16000,-0.16000,2.50820,0.34540,0.52760,85.11110,8.56770,8.56770,0.30570,-2.48320,0.08710,1.10580,81.39150,-0.40260,5.59250,-0.21620,-0.26350,40.06720,2.45400,1.81520
2022-12-31,396.70010,50.84700,345.85310,18.21000,234.18510,252.39500,93.45800,-1.89900,91.55900,24.72600,66.83300,69.18000,,67.47100,156.34700,93.45800,46.95500,47.02600,1.44000,1.45000,2.50730,0.34550,0.52790,87.18250,23.55890,23.55880,23.08020,17.00810,0.11230,1.30180,69.13660,3.65530,-42.78870,1.95800,2.39240,40.03920,0.8987,0.3645
2022-09-30,341.87300,52.60300,289.27000,17.73500,215.13200,260.23600,29.03400,10.44200,39.47600,18.10000,21.37600,18.18500,,18.18500,115.47000,29.03400,46.87200,46.87200,0.39000,0.39000,2.34190,0.35760,0.55670,84.61330,8.49260,8.49260,11.54700,5.31920,0.09960,1.47170,61.15350,1.01390,-6.38600,0.52970,0.65130,38.00900,2.1585,1.5822
2022-06-30,337.35600,46.00400,291.35200,19.72100,225.74400,245.46500,45.88700,-76.17100,-30.28400,10.05100,-40.33500,-46.43600,,-46.43600,109.28000,45.88700,46.97900,46.97900,-0.99000,-0.99000,2.11770,0.36550,0.61430,86.36340,13.60200,13.60200,-8.97690,-13.76470,0.09520,1.38660,64.90770,-2.58810,13.42530,-1.31060,-1.64210,38.01990,1.8739,1.3092
2022-03-31,315.06800,46.10000,268.96800,18.42700,219.97900,238.40600,30.56200,-0.16000,30.40200,5.08000,25.32200,24.53700,,24.53700,92.02500,30.56200,47.05400,52.40500,0.52000,0.51000,2.76020,0.37580,0.60200,85.36820,9.70010,9.70010,9.64930,7.78780,0.08600,1.19500,75.31490,1.31530,-10.38690,0.66980,0.82110,39.73190,2.22330,1.64120
2021-12-31,408.62800,45.71800,362.91000,21.87500,255.64110,277.51610,85.39400,279.93200,365.32600,5.68400,359.64200,378.89100,-18.38500,360.50600,119.07800,85.39390,45.89400,47.86300,7.80000,7.47000,2.61580,0.34490,0.55430,88.81180,20.89770,20.89770,89.40310,88.22350,0.10840,1.29170,69.67410,19.25520,-277.68190,10.04940,12.61390,41.47830,1.936,1.3605
