Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,96.91000,32.29600,64.61400,10.57900,68.47100,1.30700,78.48000,-13.86600,-1.19800,-15.06400,0.28000,-15.34400,-15.34400,-15.34400,-10.52700,-13.86600,37.32500,37.32500,-0.41000,-0.41000,5.02280,0.40250,0.81230,66.67420,-14.30810,-14.30810,-15.54430,-15.83330,0.16270,0.26820,1.37260,65.56690,-5.60730,-7.29660,-2.57600,-3.35020,7.30880,0.0847,0.0173
2024-06-30,104.16100,36.69400,67.46700,14.11700,76.77400,-0.96000,92.58800,-25.12100,5.80800,-19.31300,0.26200,-19.57500,-19.57500,-19.57500,-21.66200,-25.12100,36.93700,36.93700,-0.53000,-0.53000,4.76960,0.39700,0.79630,64.77180,-24.11750,-24.11750,-18.54150,-18.79300,0.17260,0.29100,1.40240,64.17540,-7.13760,-9.31420,-3.24450,-4.30400,7.37160,-0.2082,-0.273
2024-03-31,101.89900,30.37100,71.52800,14.82800,88.32600,-3.47100,107.36200,-35.83400,10.80700,-25.02700,0.38200,-25.40900,-25.40900,-25.40900,-32.11000,-35.83400,36.46700,36.46700,-0.70000,-0.70000,7.37720,0.43540,0.77100,70.19500,-35.16620,-35.16620,-24.56060,-24.93550,0.17100,0.25140,1.32480,67.93610,-9.12220,-11.89560,-4.26290,-5.15080,7.59240,-0.89550,-0.97210
2023-12-31,116.17600,34.69900,81.47700,12.42000,80.59800,,93.26400,-11.78700,-3.77200,-15.55900,-6.57800,-8.98100,-8.98100,-8.98100,-9.41500,-11.78700,35.98100,35.98100,-0.24000,-0.24000,6.36790,0.41910,0.72140,70.13240,-10.14580,-10.14580,-13.39260,-7.73050,0.18270,0.29240,1.46360,61.49230,-3.06370,-3.94550,-1.41270,-1.77980,8.06210,-0.2542,-0.3068
2023-09-30,103.86200,34.34600,69.51600,13.92300,81.15200,,95.07500,-25.55900,2.21000,-23.34900,0.13000,-23.47900,-23.47900,-23.47900,-23.38600,-25.55900,36.14200,36.14200,-0.65000,-0.65000,6.54580,0.39670,0.65740,66.93110,-24.60860,-24.60860,-22.48080,-22.60600,0.18490,0.28060,1.50560,59.77700,-8.21900,-8.21900,-4.18090,-4.95890,7.89420,-0.161,-0.2138
2023-06-30,108.80900,34.36600,74.44300,13.32000,86.76200,,100.08200,-25.63900,1.39200,-24.24700,0.47700,-24.72400,-24.72400,-24.72400,-23.43700,-25.63900,35.92200,35.92200,-0.69000,-0.69000,6.85350,0.38880,0.63610,68.41620,-23.56330,-23.56330,-22.28400,-22.72240,0.19110,0.28620,1.56790,57.40330,-8.38810,-8.38810,-4.34120,-5.12690,8.16930,-0.396,-0.4568
2023-03-31,96.32700,31.70300,64.62400,14.75500,86.19200,,100.94700,-36.32300,1.61900,-34.70400,0.32500,-35.02900,-35.02900,-35.02900,-34.26400,-36.32300,35.58500,35.58500,-0.98000,-0.98000,7.14710,0.38320,0.62140,67.08810,-37.70800,-37.70800,-36.02730,-36.36470,0.16770,0.27980,1.46560,61.40800,-11.62870,-11.62870,-6.09810,-7.17220,8.43920,-0.82380,-0.89650
2022-12-31,113.84400,38.60500,75.23900,13.94700,80.65000,,94.59700,-19.35800,0.52200,-18.83600,0.35600,-19.19200,-19.19200,-19.19200,-16.94100,-19.35800,35.31800,35.52500,-0.53000,-0.45000,7.10670,0.36590,0.57700,66.08960,-17.00400,-17.00400,-16.54550,-16.85820,0.18900,0.38750,1.44230,62.39860,-5.92570,-5.92570,-3.18590,-3.75770,9.11810,-0.3257,-0.4
2022-09-30,100.46600,31.16400,69.30200,14.03000,78.19000,105.00000,-12.78000,82.08200,-0.08900,81.99300,0.48500,81.50800,81.50800,81.50800,85.07700,82.08200,35.40200,37.33900,2.30000,2.22000,7.04970,0.36470,0.57410,68.98060,81.70130,81.70130,81.61270,81.12990,0.16590,0.31630,1.44410,62.32440,25.08440,25.08440,13.46100,15.93530,9.17250,2.1883,2.1364
2022-06-30,104.21300,31.47900,72.73400,12.55200,83.97300,,96.52500,-23.79100,-0.95800,-24.74900,0.24100,-24.99000,-24.99000,-24.99000,-20.50500,-23.79100,35.31800,35.31800,-0.71000,-0.71000,6.65100,0.44750,0.80990,69.79360,-22.82920,-22.82920,-23.74850,-23.97970,0.19890,0.33660,1.55770,57.77850,-10.86590,-10.86590,-4.76980,-6.00370,6.50020,-0.3578,-0.3981
