Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,168.03300,138.90200,29.13100,14.38500,14.38500,14.74600,-2.41000,12.33600,2.55900,9.77700,9.77700,,6.62800,19.24000,14.74600,15.07700,15.07700,0.39000,0.39000,1.77680,0.21540,0.29440,17.33650,8.77570,8.77570,7.34140,3.94450,0.16330,2.18000,41.28370,2.01960,-5.01810,0.95000,1.58450,32.10960,1.4664,1.2992
2024-06-30,167.19000,133.32800,33.86200,14.24900,14.24900,19.61300,-4.81800,14.79500,3.08300,11.71200,11.71200,,7.04300,24.23100,19.61300,15.07200,15.07200,0.47000,0.47000,1.88310,0.21840,0.29940,20.25360,11.73100,11.73100,8.84920,4.21260,0.16340,2.19040,41.08810,2.41180,-6.25450,1.14470,1.88500,32.20900,1.9225,1.7679
2024-03-31,155.67500,127.27400,28.40100,14.08500,14.08500,14.31600,0.44000,14.75600,3.13900,11.61700,11.61700,,8.04600,18.51700,14.31600,15.01700,15.01700,0.46000,0.46000,2.15670,0.22130,0.30330,18.24380,9.19610,9.19610,9.47870,5.16850,0.15300,2.01820,44.59500,2.41400,-6.83650,1.14200,1.87980,31.93740,0.29430,0.17190
2023-12-31,154.80100,124.28500,30.51600,13.90100,31.39600,-0.88000,0.98600,0.10600,1.39900,-1.29300,-1.29300,,2.78900,20.83300,-0.88000,14.18800,14.18800,-0.45000,-0.45000,2.28380,0.22550,0.30720,19.71310,-0.56850,-0.56850,0.06850,1.80170,0.15520,2.22030,40.53460,-0.27080,0.91160,-0.12970,-0.20980,31.85280,2.0986,1.9155
2023-09-30,150.00700,122.07800,27.92900,12.04800,12.04800,15.88100,-0.10200,15.77900,3.55700,12.22200,12.22200,,9.25400,19.95300,15.88100,14.98700,14.98700,0.51000,0.51000,2.77450,0.22280,0.30200,18.61850,10.58690,10.58690,10.51880,6.16900,0.14850,2.10010,42.85420,2.47660,-8.63680,1.20990,1.92470,32.92910,0.8529,0.7101
2023-06-30,151.48500,119.27800,32.20700,12.14500,12.14500,20.06200,-0.96700,19.09500,4.23100,14.86400,14.86400,,8.78600,23.99300,20.06200,13.72000,13.72000,0.64000,0.64000,2.81760,0.22650,0.30810,21.26090,13.24360,13.24360,12.60520,5.79990,0.15150,2.12950,42.26380,3.03350,-11.95850,1.48700,2.34650,32.69490,1.9552,1.7841
2023-03-31,148.50900,117.65200,30.85700,13.85900,13.85900,16.99800,-2.60200,14.39600,2.96900,11.42700,11.42700,,7.41000,20.89200,16.99800,13.02500,13.02500,0.58000,0.58000,1.29680,0.36380,0.59600,20.77790,11.44580,11.44580,9.69370,4.98960,0.17110,1.99440,45.12640,3.57680,-3.92870,1.31630,2.27560,24.46220,0.87130,0.71320
2022-12-31,141.18200,113.35100,27.83100,11.92500,21.03700,6.79400,-2.23400,4.56000,1.21200,3.34800,3.34800,,2.60700,20.00400,6.79400,12.98500,12.98500,-0.01000,-0.01000,1.30150,0.35670,0.57940,19.71290,4.81220,4.81220,3.22990,1.84660,0.16450,2.05790,43.73400,1.05600,-1.17140,0.39010,0.67930,24.38870,1.3361,1.2617
2022-09-30,139.60200,112.81800,26.78400,11.88900,11.88900,14.89500,1.14100,16.03600,3.21500,12.82100,12.82100,,9.55700,18.54700,14.89500,13.00100,13.00100,0.72000,0.72000,1.38540,0.31530,0.48390,19.18600,10.66960,10.66960,11.48690,6.84590,0.17460,2.02640,44.41460,4.02410,-5.70730,1.60320,2.75550,24.50800,1.0553,0.8462
2022-06-30,140.65600,109.83500,30.82100,10.74100,10.74100,20.08000,-0.58500,19.49500,4.23900,15.25600,15.25600,,11.19500,23.55400,20.08000,12.99800,12.99800,0.87000,0.87000,1.43170,0.32520,0.49740,21.91230,14.27600,14.27600,13.86010,7.95910,0.17660,2.02490,44.44720,4.93830,-6.73600,1.91550,3.33230,23.76410,1.2162,1.06
